NewID#,ID#,Español,English,Preguntas/Notas,TLHP,TLHP_toneless,TLHP_notas,SMP/PiedraAzul,IPA_SMP/Piedra Azul,SMP/PiedraAzul_toneless,SMP_notas,San Marco de la Flor (SMP),,SMP,SSM,SSM_toneless,SSM_notas,SMD/Carmen,SMD/Carmen_toneless,SMD_notas,SJM (La Batea),SJM_toneless,SJM_notas,UDC,UDC_toneless,SMA,SMA_toneless,SFH,SFH_toneless,SFH,SFH,GDM,GDM_toneless,SMP/SIR,SMP/SIR_toneless,SMC,SMC_toneless,SMP/P,SMP/P_toneless,SMD/Javier,SMD/Javier_toneless,TDV,TDV_toneless,TDV_notas,Joss_notes,Joss_Dur,Joss_Mix,Joss_Pera,Joss_Metl,pMx,Joss#,Dürr,Dürr tone,Dürr#,Camp#,Kauf#,SMD/Erika,SMD/Erika_toneless,,,
483,593,codo,elbow,,kóntó nda'a,konto nda'a,,ko'nto nta'ǎ,,ko'nto nta'a,,kòndò nda'ǎ,,,kòntò ndáà,—,,kòntò ntá'à,konto nta'a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,594,rodilla,knee,,kònto,konto,,kòntò,,konto,,kòndò xa'ǎ,,,kòntò sáà,—,,kòntò,konto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,595,hombro,shoulder,,sòkò,soko,,sòjkò,,sojko,,sòjkò,,,jòkò,—,,chòò,choo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,596,dedo,finger,,luku nda'á ,luku nda'a ,,ntujkû nta'ǎ,,ntujku nta'a,,nda'ǎ lo'o,,,ndatító,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,597,dedo pulgar,thumb,,luku nda'á ka'nu,luku nda'a ka'nu,,nta'ǎ ká'nu,,nta'a ka'nu,,xìjnǐ nda'ǎ,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,598,cadera,hip,,tè'e kaá,te'e kaa,,ka'ǎ,,ka'a,,ka'ǎ,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,599,bote de basura,garbage can,,oti kwayo,oti kwayo,,kǎà xè'è,,kaa xe'e,,ña'án kéje xè'è,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,600,cáscara/cobija,"shell, cover",,sòó,soo,para cascara,sòjǒ,,sojo,,sòjǒ,,,jo'ò,jo'o,cobija,sòò,soo,,sòó,soo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,,cobija,blanket,,tìkàchí,tikachi,,chìkachǐ,,chikachi,,chìkachǐ,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,601,diablo,devil,,tiñá/timi'án,tiña/timi'an,,tsìjmiǎ,,tsijmia,,tsìjmiǎ,,,tí-ivì,—,,—,—,,tàchǐ,tachi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,602,relámpago,lightning,,taxan sàví,taxan savi,,taxa,,taxa,,kááni sàjvǐ / taxa,,,—,—,,—,—,,ntsá nduchǎ,ntsa nducha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,603,chirimoya,cherimoya,,ndokó tyá'tàn,ndoko tya'san,,ntokǒ,,ntoko,,ntojkǒ,,,—,—,,ntokò,ntoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,604,guanábana,soursop,,ndokó linko,ndoko linko,,—,,—,,—,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,605,caldo,soup,,tya'á kúxi,tya'a kuxi,,ntsiajyǐ,,ntsiajyi,,ntsiajyǐ,,,—,—,,kántó,kanto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,606,mole,mole,,ndaí va'a,ndai va'a,,ndziajyǐ o'va,,ndziajyi o'va,,ntsiajyǐ o'va,,,ndyáyì,ndyayi,,ntxeì,ntxei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,608,mosca,fly,,ndigama,ndigama,,tsìkamá,,tsikama,,nda'ǎ ixí,,,—,—,,ntxikama,ntxikama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,610,mayate,type of beetle,,chinduú,chinduu,,—,,—,,tsìsùn,,,—,—,,chiìsùn,chiisun,,,,,,,,,,,chikarri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,611,abejorro,bumblebee,,tisún ,tisun ,tiene su panal abierto ,ntuù,,ntuu,,tsìmijǐ,,,—,—,,txìmii,tximii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,612,abeja,bee,"what is the difference to the other abeja? Esto no es abeja, es panal.",yòko ,yoko,que hacen panal cerrado,ñujñǔ,,ñujñu,,ñùjñǔ,,,tíñoñò,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,613,clase de abeja,type of bee,,tisún ndya'na,tisun ndya'na,"es abeja negra y tiene la cara blanca, hace su panal en los arboles muy altos.",—,,—,,—,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,614,mapache ,raccoon,,íin ,iin ,,má'a,,ma'a,,má'à,,,maa,—,,ma'à,ma'a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,615,lombriz de pansa,intestinal worm,,tìndakú,tindaku,,tsìntaku,,tsintaku,,tsìndakú,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,616,lombriz de agua,water worm,,tikùxí kàà,tikuxi kaa,,tsikúxi,,tsikuxi,,tsìkuxí tsìkuǐi,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,617,mariquita,ladybug,,kìnì vali,kini vali,,rí yivâ chíjchi,,ri yiva chijchi,,kinì valí,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,,tipo de planta de frijol,type of bean plant,,yuva chìchîn,yuva chiichin,,yivâ chíjchi,,yiva chijchi,,—,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,618,xumile,stink bug?,,tya'á,tya'a,,tsiá'a,,tsia'a,,tsia'a ndakuà,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,619,hamaca,hammock,,ti'và,ti'va,,—,,—,,yojnǔ xikóna,,,—,—,,nùù xíkutxíyá'á-na,nuu xikutxiya'a-na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,620,San Miguel Grande,San Miguel Grande,,Smyée,Smyee,,—,,—,,—,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,621,Buena Vista ,Buena Vista,,Ikú lo'o,Iku lo'o,,—,,—,,—,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,622,Xochapa,Xochapa,,tyàta,tyata,,—,,—,,—,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,623,Sotoyá,Sotoyó,,Tàná,Tana,,—,,—,,—,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,624,Hacienda,Hacienda,,Tundakwa,Tundakwa,,—,,—,,—,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,625,tipo de planta para comer,type of edible plant,,yuva yà'á,yuva ya'a,buscar el nombre en español,yivâ yà'á,,yiva ya'a,,—,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,626,quelite,type of edible plant,,yuva tyôó,yuva tyoo,,yivâ tiôó,,yiva tioo,,yìva chikìtòn,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,627,tipo de planta para comer,type of edible plant,cuando crece tiene bolitas negras que parecen,yuva tí'in,yuva ti'in,,yivâ tsí'ǐn,,yiva tsi'in,,—,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,628,hierba mora,type of edible green,,yuva ìtìn,yuva itin,,yivâ ìtsìn,,yiva itsin,,yìva tsi'ǐn,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,629,rápido,fast,,nì'in,ni'in,alvervio para Tlhp,nì'i,,ni'i,,kama,,,—,—,,kama,kama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,631,albino,albino,,sè'e ndyóxì,se'e ndyoxin,,sè'e {nchióxì},,se'e {nchioxi},,se'é tsìjkantsijǐ,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,632,ayudante,assistant,,yùví nà chíndé,yuvi na chinde,,nàyivǐ ntsíntsiee,,nayivi ntsintsiee,,nà chíncheé,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,633,base electrico,electrical box,,kája xà'á ñu'ùn,caja xa'a ñu'un,,xà'ǎ ñu'ù,,xa'a ñu'u,,xà'á ñu'ùn,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,634,bocina,speaker,,kàà ká'àn,kaa ka'an,,[bocinà],,[bocina],,{vosìnà},,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,635,domingo,Sunday,,kìví ndí'i,kivi ndi'i,,[domínko],,[dominko],,{domìnkò},,,—,—,,[domíngí],[domingi],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,636,pan,bread,,xìtá và'a,xita va'a,,[pán],,[pan],,xìtǎ và'a,,,—,—,,[páàn],[paan],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,637,sombra,shade? shadow?,,ndatí,ndati,,ntatsí,,ntatsi,,ndatsǐ,,,katì,kati,,ntatxì,ntatxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,638,chicle,gum,,kǔtu,kutu,,kùtú,,kutu,,kùjtú,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,639,sonaja,rattle,,tí kañà,ti kaña,,—,,—,,ntsìkañà,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,640,vapor,steam,,yòkò,yoko,,yokǒ,,yoko,,yokǒ,,,yòkò,yoko,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,641,cazuela,cooking pot,,cha'àn,cha'an,,nchìxa'ǎn,,nchixa'an,,chìxa'àn,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,642,pelo chino,curly hair,,chinùn,chinun,,ntsií,,ntsii,,ntsii,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,643,medio chino (cabello),wavy hair,,ndìkì,ndiki,,ntikí,,ntiki,,lo'o ntsii,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,644,los muertos,the dead,,nà ndíi,na ndii,,nà ntsǐì,,na ntsii,,ntsǐì,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,645,diluvio,flood,,sàví nǎ'a,sa'vi na'an,B.A  MA.M 'mismo melodía que yiene 'noche',sàjvǐ  í'na,,sajvi  i'na,,sàjvǐ í'na,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,646,granizo,hail,,íín,iin,,íín,,iin,,íín,,,—,—,,níí,nii,,íín,iin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,647,aguacero,downpour,,nì'in kúún sàví,ni'in kun savi,,nì'i kúun sàjvǐ,,ni'i kuun sajvi,,sàjvǐ ntseé,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,648,llovizna,drizzle,,kúún yáá,kun yaa,,sàjvǐ yáá,,sajvi yaa,,sàjvǐ yáá,,,—,—,,savi yaa,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,649,cantinero,bartender,,nà xíkó ndixi ,na ixiko ndixi ,,rà ixiko nchixî,,ra ixiko nchixi,,rà ìxìkó kántinà,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,650,curtidor,tanner,curtidor es el que trabaja la carne o la piel?? ,nà kíxa ndúví kùñun,na kixa nduvi kuñun,,rà xa'ntsiaà koñû,,ra xa'ntsiaa koñu,,—,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,651,zapatero,shoemaker,,nà sndá'a ndìxan,na sinda'a ndixan,,rà ixiko nchìxǎn,,ra ixiko nchixan,,rà kasa'à nchìxǎn,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,652,preso,prisoner,,nà ndgáà ve'e kàà,na ndga ve'e kaa,,rà níka ve'e kǎà,,ra nika ve'e kaa,kaà,rà nákà ve'e kǎa,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,653,fiel,faithful,"creyente, es mas para esta definición.TLHP",kandíxa,kandixa,,—,,—,,—,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,654,arrugado,wrinkled,,ku chìian,ku chiian,,kùù chiña,,kuu chiña,,"tsia'ni, ntsii",,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,655,enchufe,outlet,,nùún vàxi ñu'ùn,nuun vaxi ñu'un,,nùú vaxì ñu'ù,,nuu vaxi ñu'u,,xa'ǎ ñu'ù,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,672,padrino,godfather,,yuvá ñu'un,yuva ñu'un,,yìva ñu'ú,,yiva ñu'u,,yivá ñu'ú,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,673,madrina,godmother,,syu'ùn,syu'un,~ si'un,siu'ún,,siu'un,,sio'ǔn,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,681, cojo ,lame,VERB?,rènkò,renko,,lenko,,lenko,,lenkò,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,682, sordo ,deaf,VERB?,so'o,so'o,,só'o,,so'o,sordo es só'o,só'o,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,702,suficiente,sufficent,,vàtù saá,vatu saa,,vatu saá,,vatu saa,confirmación de la persona,ìyoo kuà'ǎ,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,704,ciego ,blind,,kwáa,kwaa,,kuáa,,kuaa,,kuáa,,,—,—,,—,—,,kwáa,kwaa,,,,,,,,nikua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,705,enflacar,,VERB? ,ku lakwan,ku lakwan,,—,,—,,—,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,707,personas no bautizadas,unbaptized,,na taá kuchi,na taa kuchi,"kundúta, tími (es lo mismo)",tsiómǐ,,tsiomi,,tsiómǐ,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,708,constelación (bota),constellation,G.R creo que es solo const,tkìmi,tkimi,,yàjtǎ,,yajta,,yàjtǎ,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,710,cobarde,coward,VERB?,ìyo,iyo,,íjyo,,ijyo,,ntsì ìjyo,,,yusá-ra,yusa-ra,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,711,cobardía,cowardice,,ìyo ,iyo,,íjyo,,ijyo,,—,,,yusá,yusa,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,712,malvado,evil,,kini,kini,,kini,,kini,,kini,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,714,luna llena,full moon,,yóoó níí,yooo nii,,yòjǒ niì,,yojo nii,,yòjǒ níì,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,715,media luna,half moon,,sava yóo᷄,sava yóo᷄,,yòjǒ ñá'ñu,,yojo ñañu,,yòjǒ ñá'ñu,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,716,hacerse media luna ,,verb? TLHP es media luna (espesifico),yóo᷄ ya'ñu,yoo ya'ñu,,yòjǒ ñáñu,,yojo ñañu,,—,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,733,hojas secas de árboles,dry leaves,no entiendo que tipo de hoja,yukù nda'á itú íchi,,pregunta para Gabriel,vìxǐn,,vixin,,vìxǐn,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,734,café (color),brown,,yá'a,ya'a,,yá'a,,ya'a,,yá'a,,,[cafê],[cafe],,yá'á,ya'a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,741,rebelde ,rebel,TLHP=groser@,yuku,yuku,,yukú,,yuku,"el mejor definicion para mí es ""grosero""",yukú,,,—,—,,soo ini,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,764,ojo de agua,spring,,mìni,mini,,—,,—,,xà'ntu ,,,mìni,mini,,sha'nti txikuii,—,,mìni,mini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,768,contagio,,verbo?,kwe'è xíkun,kwe'e xikun,,kì'in kue'e,,ki'in kue'e,"kí'i kue'e, kì'i kue'e, kuí'í kue'e",—,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,769,robo (n.),theft,,kwi'na,kwi'na,,kuí'ná,,kui'na,,kuí'ná,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,772,izquierda,left (side),,nda'á iti,iti,,ítsin,,itsin,,xiyo  ítsîn,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,773,derecha,right (side),,nda'á kwá'a,nda'a kwa'a,,nta'ǎ kuá'a,,nta'a kua'a,,xiyo  kuá'a,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,776,al fondo del agua ,underwater,,tìxìn màán tìkwíi,tixin maan tikwii,,chìxin tsìkwǐi,,chixin tsikwii,,—,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,782,temblar repetidamente ,,VERB,tuku tuku tâan,tuku tuku taan,,tótóò tájan,,totoo tajan,,—,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,787,celoso,jealous,,kwiñu,kwiñu,,kuíñun,,kuiñun,,kuíñû,,,—,—,,kuiñu,kuiñu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,792,picoso,spicy hot,,yàtù,yatu,,xàjtù,,xajtu,,xàjtù,,,—,—,,xàtì,xati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xàtì,xati,,,
572,795,calor,hot,VERB?,i'ní,i'ni,,"í'ní, xì-í'ní, ku-í'ní",,"i'ni, xi-i'ni, ku-i'ni",verbo,i'ní,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,796,temperatura (fiebre),fever,,ka'ní,ka'ni,,ká'nǐ,,ka'ni,,ká'nǐ,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,800,guerra,war,,x,kwachi,,kuàjchi,,kuajchi,,kuàchi,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,801,amarillarse ,,VERB,kukwáan,kukwaan,,kuukuáan,,kuukuaan,"v. kwáan, kùkwáan, kukwáan",—,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,802,intelligente ,intelligent,what is the difference to the other inteligente?,va'a xìní,va'a xini,,và'a  xìní,,va'a  xini,,và'a xìní,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,807,estar alegre,be happy,VERB?,kusìí ini,kusii ini,,sijǐ,,siji,,kuátsiá,,,jìì inì,jii ini,,kusìì ini,kusii ini,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,809,disparejo,uneven,,koó nùun,koo nuun,,ínùú,,inuu,,ínùú,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,810,ruido,noise,(también puede ser sonido),ká'a,ka'a,,—,,—,,ñáñà,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,813,estrella que sale temprano,morning star,,kìmi,kimi,,kìmî ,,kimi ,,kǐmî,,,—,—,,—,—,,,,kimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,814,buho/tecolote,owl,,nùún ko'ò,nuun ko'o,,kuntujtû,,kuntujtu,,tsiomǐ,,,tìñómì,—,,txiñúmi,txiñumi,,chumí,chumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,815,gallina ciega,type of worm,(tipo de gusano),tisa'mà,tisa'ma,,tsìsajmǎ,,tsisajma,,tsìmásǎ,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,816,oruga,caterpillar,,tixáa,tixaa,,tsìxaà,,tsixaa,,tsìsě'e nùjǔn,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,818,corteza de árbol,tree bark,(en oración) TLHP esto (significa qué o que),ndàkwa,ndakwa,,ntajkuà,,ntajkua,,ntajkuà,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,819,costilla,rib,also pared,kandíka,kandika,,ntsìjkâ,,ntsijka,,kíntsíka / ikí ntsíka,,,—,—,,yikíntxíká,yikintxika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,825,paja de milpa,corn straw,,ndáyo'òn,ndayo'on,,—,,—,,ndió'o,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,826,muchacho,boy,,tà kwâán,ta kwaan,,kuajǎn,,kuajan,,rà lo'o,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,827,plano,flat,,ndaà,ndaa,,ntàà,,ntaa,,ínuún,,,ndàà,ndaa,,—,—,,ndaà,ndaa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,,plano,flat,,ndaà,ndaa,,—,,—,,ntàà,,,ndiví,ndivi,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,831,almuerzo,lunch,,kuxá'ñu,kuxa'ñu,No tenemos algo tan espesifico,xa'ñu,,xa'ñu,La comida que traen la mujeres para los hombres que trabajan en el campo cuando es tiempo de la cosecha. ,kuxá'ñu,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,835,persona que hablan español y no una lengua indígena,spanish speakers,,sa'án,sa'an,,—,,—,,nà sá'án,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,836,palma,palm (of hand),palma del monte,ñùún,ñuun,,ñùjǔ,,ñuju,,ñòjǔn,,,ñò'ò,ñò'ò,,ñùù,ñuu,,ñùún,ñuun,,,,ñuù,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,837,esférico/bola,round,,tikwìta,tikwita,,tsikátsia,,tsikatsia,,tsikátsia,,,—,—,,—,—,,tílúú,tiluu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,838,precio,price,tambien se puede utilizar como mercado (tlhp),ya'vi,ya'vi,,yá'vi,,ya'vi,,yà'vi,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,840,nixtamal,cooked corn,,xá'a ,xa'a ,,xá'a,,xa'a,,xá'a,,,—,—,,xá'á,xa'a,,tsa'á,tsa'a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,841,lucero,"Venus, morning star",,tkìmi,tkimi,,kìmi,,kimi,,kǐmî,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tikími,tikimi,,,
597,842,parientes/familiares,relatives,,ta'án,ta'an,,ta'án,,ta'an,,tá'àn,,,—,—,,tá'an,ta'an,,ta'án,ta'an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,843,hembra,female,,sí'i,si'i,,si'í,,si'i,,si'ì,,,—,—,,—,—,,sí'ì,si'i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,844,hojas de mazorca,corn leaves,,yàma,yama,,ñajmǎ,,ñajma,,ñajmǎ,,,—,—,,—,—,,ñàma,ñama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,851,resequedad,,,ndùvà,nduva,,ntòva,,ntova,,ntòva,,,—,—,,—,—,,ndua,ndua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,852,forzosamente,forcefully,,ndúxán,nduxan,,ntúxǎ  ,,ntuxa  ,,ntuxǎ,,,—,—,,—,—,,ndûtsà,ndutsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
