IDlist	GLOSS	VALUE	FORM	NOTES	LOAN	LOAN_SOURCE	DOCULECT	SOURCE
81	hierba	yukù {BA}					pena11	hollenbach2017diccionario
82	zacate, pasto	itè					pena11	hollenbach2017diccionario
83	flor	ità					pena11	hollenbach2017diccionario
84	maguey	yavi [A]					pena11	hollenbach2017diccionario
85	raíz	yo'o [A]					pena11	hollenbach2017diccionario
86	espina	iñu [A]					pena11	hollenbach2017diccionario
87	maíz en grano	nunì [BA]					pena11	hollenbach2017diccionario
88	milpa, terreno	itù					pena11	hollenbach2017diccionario
89	elote	ndixin [A]					pena11	hollenbach2017diccionario
90	nixtamal	ndàku [B]					pena11	hollenbach2017diccionario
91	masa	ñujan [A]					pena11	hollenbach2017diccionario
92	tortilla	staà [BA]					pena11	hollenbach2017diccionario
92	tortilla	xità [BA]					pena11	hollenbach2017diccionario
93	rastrojo (el tallo entero)	itè nìi [A]	itè	rastrojo-entero			pena11	hollenbach2017diccionario
94	surco	yukùn {BA}					pena11	hollenbach2017diccionario
95	espiga	yoko [A]					pena11	hollenbach2017diccionario
96	frijol(es)	nduchi [A]					pena11	hollenbach2017diccionario
97	ejote	ndìchi					pena11	hollenbach2017diccionario
98	chile	ya'a [A]					pena11	hollenbach2017diccionario
99	sal	ñiì [BA]					pena11	hollenbach2017diccionario
100	calabaza	yikin [A]					pena11	hollenbach2017diccionario
101	chayote	naña [A]					pena11	hollenbach2017diccionario
102	caña	ndoò [BA]					pena11	hollenbach2017diccionario
103	miel	ndùxi					pena11	hollenbach2017diccionario
104	grasa, manteca	xè'en					pena11	hollenbach2017diccionario
105	blanquillo, huevo	ndivì [BA]					pena11	hollenbach2017diccionario
106	tomate, jitomate	tìnanà [BA]	tì-nanà	round-tomato			pena11	hollenbach2017diccionario
107	camote, batata	ña'mì {BA}					pena11	hollenbach2017diccionario
108	aguacate	tìchi {A}					pena11	hollenbach2017diccionario
109	plátano	ndika [A]					pena11	hollenbach2017diccionario
110	nopal	vi'ndè {BA}					pena11	hollenbach2017diccionario
111	mamey	ndika kua'á [A]	ndika-kua'á	banana-red			pena11	hollenbach2017diccionario
111	zapote, anona	ndoko [A]					pena11	hollenbach2017diccionario
112	chirimoya	$					pena11	hollenbach2017diccionario
113	hongo	ji'ì {BA}					pena11	hollenbach2017diccionario
114	carne	kùñu					pena11	hollenbach2017diccionario
115	comal	jiyò {BA}					pena11	hollenbach2017diccionario
116	olla	kìsi					pena11	hollenbach2017diccionario
117	horno	jitnù {BA}					pena11	hollenbach2017diccionario
118	lumbre	ñu'ù {BA}					pena11	hollenbach2017diccionario
119	ceniza	yaà {BA}					pena11	hollenbach2017diccionario
120	carbón	tìkàyi [A]	tì-kàyi	round-?			pena11	hollenbach2017diccionario
121	humo	ñu'mà {BA}					pena11	hollenbach2017diccionario
122	basura	mì'i {A}					pena11	hollenbach2017diccionario
123	plato	ko'ò [BA]					pena11	hollenbach2017diccionario
124	jícara, bandeja	ñajin [A]					pena11	hollenbach2017diccionario
124	jícara ovalada	tìkàsi [A]	tì-kàsi	round-?			pena11	hollenbach2017diccionario
125	canasta	chìka [A]					pena11	hollenbach2017diccionario
125	canasta	chìká [B]					pena11	hollenbach2017diccionario
125	tenate	ndo'ò [A]					pena11	hollenbach2017diccionario
126	cajón, baúl	jatnù {BA}					pena11	hollenbach2017diccionario
127	hilo, estambre	yu'và [BA]					pena11	hollenbach2017diccionario
128	peine	kukà {BA}					pena11	hollenbach2017diccionario
129	mecate, cuerda	yo'o [A]					pena11	hollenbach2017diccionario
130	agujero, hoyo	yavì {BA}					pena11	hollenbach2017diccionario
131	red, bozal	ñuñu [A]					pena11	hollenbach2017diccionario
132	jabón	namà {BA}					pena11	hollenbach2017diccionario
133	anillo	xe'e [A]					pena11	hollenbach2017diccionario
134	luna	yoò [BA]					pena11	hollenbach2017diccionario
135	nube	vikò [BA]					pena11	hollenbach2017diccionario
136	rayo, relámpago	tajan					pena11	hollenbach2017diccionario
137	agua	ndute [A]					pena11	hollenbach2017diccionario
138	lluvia	savì [BA]					pena11	hollenbach2017diccionario
139	río	yùte {A}					pena11	hollenbach2017diccionario
140	rocío, gota	yúyú [A]					pena11	hollenbach2017diccionario
141	cerro, monte	yuku [A]					pena11	hollenbach2017diccionario
142	llano	yoso [A]					pena11	hollenbach2017diccionario
143	piedra	yuù [BA]					pena11	hollenbach2017diccionario
144	algodón	kachì {BA}					pena11	hollenbach2017diccionario
145	fierro, campana	kàa					pena11	hollenbach2017diccionario
146	papel	tutù {BA}					pena11	hollenbach2017diccionario
147	cal	kakà {BA}					pena11	hollenbach2017diccionario
148	cera	ñumà [BA]					pena11	hollenbach2017diccionario
149	lodo	ndé'yǒ {BA}		ndé'yo13 (low-mid on last syllable)			pena11	hollenbach2017diccionario
150	espuma	tì-iñù {BA}	tì-iñù	round?-?			pena11	hollenbach2017diccionario
151	polvo, harina	yuchi [A]					pena11	hollenbach2017diccionario
151	polvo	ñùyàká [B]	ñù-yàká	?-dust			pena11	hollenbach2017diccionario
152	rojo	kuá'á {A}					pena11	hollenbach2017diccionario
153	verde	kuíá [A]					pena11	hollenbach2017diccionario
154	amarillo	kuáán {A}					pena11	hollenbach2017diccionario
155	negro, oscuro	tnuu [A]					pena11	hollenbach2017diccionario
155	negro, oscuro	tnúú [A]					pena11	hollenbach2017diccionario
156	blanco	kuíjín [B]					pena11	hollenbach2017diccionario
156	blanco, pálido	yaa					pena11	hollenbach2017diccionario
157	uno	in					pena11	hollenbach2017diccionario
158	dos	uù					pena11	hollenbach2017diccionario
159	tres	unì					pena11	hollenbach2017diccionario
160	cuatro	kuùn [BA]					pena11	hollenbach2017diccionario
160	cuatro	kùun [A]					pena11	hollenbach2017diccionario
161	cinco	u'ùn					pena11	hollenbach2017diccionario
162	seis	iñù					pena11	hollenbach2017diccionario
163	siete	ujà					pena11	hollenbach2017diccionario
164	ocho	unà					pena11	hollenbach2017diccionario
165	nueve	iìn					pena11	hollenbach2017diccionario
166	diez	uxì					pena11	hollenbach2017diccionario
167	quince	ja'ùn					pena11	hollenbach2017diccionario
168	veinte	okò					pena11	hollenbach2017diccionario
169	pobre	ndá'ví [B]					pena11	hollenbach2017diccionario
170	rico	kúká {BA}		rare and only used in compounds			pena11	hollenbach2017diccionario
170	rico	xikú [B]					pena11	hollenbach2017diccionario
171	frío	vìjin					pena11	hollenbach2017diccionario
172	caliente, valiente	i'ni [A]					pena11	hollenbach2017diccionario
173	grande.SG	ká'nú [B]					pena11	hollenbach2017diccionario
174	grande.PL	ná'nú [B/A]					pena11	hollenbach2017diccionario
175	pequeño	chí'ìn					pena11	hollenbach2017diccionario
175	pequeño, chico	chí'lì					pena11	hollenbach2017diccionario
175	pequeño, chico	tí'ì					pena11	hollenbach2017diccionario
175	pequeño, chico	lule [A]					pena11	hollenbach2017diccionario
176	pequeño.PL, chico.PL	líkín [A/B]					pena11	hollenbach2017diccionario
176	pequeño.PL, chico.PL	kuéchí [A]					pena11	hollenbach2017diccionario
177	largo.SG	kání [A/B]					pena11	hollenbach2017diccionario
178	largo.PL	nání [A/B]					pena11	hollenbach2017diccionario
179	bueno	và'a					pena11	hollenbach2017diccionario
180	dulce	vixì					pena11	hollenbach2017diccionario
181	salado	u'wà					pena11	hollenbach2017diccionario
182	amargo (de una fruta)	kaya [A]					pena11	hollenbach2017diccionario
182	amargo	uwà					pena11	hollenbach2017diccionario
182	amargo	uvà					pena11	hollenbach2017diccionario
183	sabroso	asì [BA]					pena11	hollenbach2017diccionario
184	ancho	jìté [B]					pena11	hollenbach2017diccionario
185	nuevo	jaa [A]					pena11	hollenbach2017diccionario
186	flojo, perezoso	kúxí [A]					pena11	hollenbach2017diccionario
186	flojo (una cosa amarrado)	ta'ya					pena11	hollenbach2017diccionario
187	feo, malo	kini					pena11	hollenbach2017diccionario
188	celoso	kuéñú [B/A]					pena11	hollenbach2017diccionario
189	cerca, cercano	yatni					pena11	hollenbach2017diccionario
190	lejos, lejano	jíká [A]					pena11	hollenbach2017diccionario
191	pesado	vèe					pena11	hollenbach2017diccionario
192	crudo, verde (no maduro)	yí'í					pena11	hollenbach2017diccionario
193	liso	liì [BA]					pena11	hollenbach2017diccionario
193	liso, resbaloso	tindí'ví [A]					pena11	hollenbach2017diccionario
194	despacio	kuéé					pena11	hollenbach2017diccionario
195	ayer	iku					pena11	hollenbach2017diccionario
196	año	kuiyà {BA}					pena11	hollenbach2017diccionario
197	ahora, hoy	vitna					pena11	hollenbach2017diccionario
198	noche	jakuaà [BA]					pena11	hollenbach2017diccionario
199	de noche	ñuu [A]					pena11	hollenbach2017diccionario
200	día	kivì [BA]					pena11	hollenbach2017diccionario
201	de día	nduu [A]					pena11	hollenbach2017diccionario
202	mitad, medio	sava					pena11	hollenbach2017diccionario
203	dinero	xù'un [A]					pena11	hollenbach2017diccionario
204	trabajo	tniñu					pena11	hollenbach2017diccionario
205	lengua, idioma	sa'àn					pena11	hollenbach2017diccionario
206	culpa, pecado	kuèchi					pena11	hollenbach2017diccionario
207	sueño	ñùmà'ná [B]					pena11	hollenbach2017diccionario
208	cuándo	ama [A]					pena11	hollenbach2017diccionario
209	canción, canto	yaà [BA]					pena11	hollenbach2017diccionario
