IDlist	GLOSS	VALUE	FORM	NOTES	LOAN	LOAN_SOURCE	DOCULECT	SOURCE
102	sugar cane	$					yoso11	farris1992syntactic
103	honey	$					yoso11	farris1992syntactic
104	lard	shahan					yoso11	farris1992syntactic
105	egg	ndɨ̃vɨ					yoso11	farris1992syntactic
106	tomato	tɨ́nānā	tɨ́-nānā	round-tomato			yoso11	farris1992syntactic
107	edible tuber	$					yoso11	farris1992syntactic
108	avocado	$					yoso11	farris1992syntactic
109	banana	ndīkā					yoso11	farris1992syntactic
110	prickly pear cactus	$					yoso11	farris1992syntactic
111	mamey	$					yoso11	farris1992syntactic
112	custard apple	$					yoso11	farris1992syntactic
113	mushroom	$					yoso11	farris1992syntactic
114	meat	kuñu					yoso11	farris1992syntactic
115	griddle	$					yoso11	farris1992syntactic
116	pot, cooking pot	kɨsɨ					yoso11	farris1992syntactic
117	oven	$					yoso11	farris1992syntactic
118	fire	ñuhu					yoso11	farris1992syntactic
119	ash	$					yoso11	farris1992syntactic
120	charcoal	$					yoso11	farris1992syntactic
121	smoke	$					yoso11	farris1992syntactic
122	garbage, trash	$					yoso11	farris1992syntactic
123	plate	$					yoso11	farris1992syntactic
124	gourd	yāxīn					yoso11	farris1992syntactic
125	palm basket	ndōho					yoso11	farris1992syntactic
126	box, chest, trunk	$					yoso11	farris1992syntactic
127	thread	$					yoso11	farris1992syntactic
128	comb	$					yoso11	farris1992syntactic
129	rope	yōhō					yoso11	farris1992syntactic
130	hole	yāu					yoso11	farris1992syntactic
131	net bag	ñunu					yoso11	farris1992syntactic
132	soap	námá		given as part of a place name			yoso11	farris1992syntactic
133	ring	$					yoso11	farris1992syntactic
134	moon	yōō					yoso11	farris1992syntactic
135	cloud	vīko					yoso11	farris1992syntactic
136	lightning	taxa					yoso11	farris1992syntactic
137	water	ndūchā					yoso11	farris1992syntactic
138	rain (precipitation)	sāu					yoso11	farris1992syntactic
139	river	yucha					yoso11	farris1992syntactic
140	dew	$					yoso11	farris1992syntactic
141	mountain, hill	yūkū		mountain			yoso11	farris1992syntactic
142	plain, flatland, lowland	$					yoso11	farris1992syntactic
143	stone, rock	yūu					yoso11	farris1992syntactic
144	cotton	$					yoso11	farris1992syntactic
145	metal	kaa					yoso11	farris1992syntactic
146	paper	tūtū					yoso11	farris1992syntactic
147	lime (material)	$					yoso11	farris1992syntactic
148	beeswax, wax	n̄uma					yoso11	farris1992syntactic
149	mud	ndēhyu					yoso11	farris1992syntactic
150	foam	$					yoso11	farris1992syntactic
151	dust	$					yoso11	farris1992syntactic
152	red	kwáhá					yoso11	farris1992syntactic
153	green	$					yoso11	farris1992syntactic
154	yellow	kwáán					yoso11	farris1992syntactic
155	black	Nnúú					yoso11	farris1992syntactic
156	white	kwíxín					yoso11	farris1992syntactic
157	one	ɨ̄ɨ̄n					yoso11	farris1992syntactic
158	two	ūu					yoso11	farris1992syntactic
159	three	ūni					yoso11	farris1992syntactic
160	four	kūun					yoso11	farris1992syntactic
161	five	ūhun					yoso11	farris1992syntactic
162	six	īñu					yoso11	farris1992syntactic
163	seven	ūshya					yoso11	farris1992syntactic
164	eight	ūna					yoso11	farris1992syntactic
165	nine	ɨ̄ɨn					yoso11	farris1992syntactic
166	ten	ūshi					yoso11	farris1992syntactic
167	fifteen	shyāhun					yoso11	farris1992syntactic
168	twenty	ōko					yoso11	farris1992syntactic
169	poor	ndáhú					yoso11	farris1992syntactic
170	rich	$					yoso11	farris1992syntactic
171	cold	vixin					yoso11	farris1992syntactic
172	hot	$					yoso11	farris1992syntactic
173	big.SG	káhnū					yoso11	farris1992syntactic
174	big.PL	náhnū					yoso11	farris1992syntactic
175	small.SG	lúlú					yoso11	farris1992syntactic
176	small.PL	kwáchí					yoso11	farris1992syntactic
177	long.SG	kánī					yoso11	farris1992syntactic
178	long.PL	nánī					yoso11	farris1992syntactic
179	good	vaha					yoso11	farris1992syntactic
180	sweet	vīshi					yoso11	farris1992syntactic
181	salty	$					yoso11	farris1992syntactic
182	bitter	$					yoso11	farris1992syntactic
183	tasty, delicious	$					yoso11	farris1992syntactic
184	wide	$					yoso11	farris1992syntactic
185	new	xáá					yoso11	farris1992syntactic
186	lazy	$					yoso11	farris1992syntactic
187	ugly	$					yoso11	farris1992syntactic
188	jealous	$					yoso11	farris1992syntactic
189	near	yāNnī					yoso11	farris1992syntactic
190	far	$					yoso11	farris1992syntactic
191	heavy	$					yoso11	farris1992syntactic
192	raw	$					yoso11	farris1992syntactic
193	smooth	$					yoso11	farris1992syntactic
194	slow	kwéé		given as part of a verbalized form kū-kwéé			yoso11	farris1992syntactic
195	yesterday	īkū					yoso11	farris1992syntactic
196	year	kwīyā					yoso11	farris1992syntactic
197	now, today	vīNnā					yoso11	farris1992syntactic
198	night, at night	xākwāā					yoso11	farris1992syntactic
199	night time, all night	ñúú		not entirely sure if it's really night time			yoso11	farris1992syntactic
200	day	kɨ̄vɨ					yoso11	farris1992syntactic
201	day time, all day	ndúú		not sure if it's daytime in general			yoso11	farris1992syntactic
202	half, middle	sāvā					yoso11	farris1992syntactic
203	money	shuhun					yoso11	farris1992syntactic
204	work	Nnīñū					yoso11	farris1992syntactic
205	word	Nnuhu					yoso11	farris1992syntactic
206	fault, blame, sin	kwachi					yoso11	farris1992syntactic
207	dream	$		the verb is listed			yoso11	farris1992syntactic
208	when	nāmā					yoso11	farris1992syntactic
209	song	yāā					yoso11	farris1992syntactic
