IDlist	CATEGORY	GLOSS	VALUE	ID	NOTES	LOAN	LOAN_SOURCE	DOCULECT	SOURCE
167	number	quince	xa'un	20559				yoso14	gittlen2016gramatica
168	number	veinte	oko	20560				yoso14	gittlen2016gramatica
169	property	pobre	nda'u	20561				yoso14	gittlen2016gramatica
170	property	rico	kuika	20562				yoso14	gittlen2016gramatica
171	property	frío	$					yoso14	gittlen2016gramatica
172	property	está caliente, caliente	i'ni	20563				yoso14	gittlen2016gramatica
173	property	grande.SG	ka'nu	20564				yoso14	gittlen2016gramatica
174	property	grande.PL	na'nu	20565				yoso14	gittlen2016gramatica
175	property	pequeño.SG, chico.SG	luluu	20566				yoso14	gittlen2016gramatica
176	property	pequeño.PL	kueli	20567				yoso14	gittlen2016gramatica
177	property	largo.SG	kani	20568				yoso14	gittlen2016gramatica
178	property	largo.PL	nani	20569				yoso14	gittlen2016gramatica
179	property	bueno	va'a	20570				yoso14	gittlen2016gramatica
180	property	dulce	vixin	20571				yoso14	gittlen2016gramatica
181	property	salado	axe	20572				yoso14	gittlen2016gramatica
182	property	amargo	$					yoso14	gittlen2016gramatica
183	property	sabroso	asin	20573				yoso14	gittlen2016gramatica
184	property	ancho	$					yoso14	gittlen2016gramatica
185	property	nuevo	$					yoso14	gittlen2016gramatica
186	property	flojo	$					yoso14	gittlen2016gramatica
187	property	feo	nde'e	20574				yoso14	gittlen2016gramatica
188	property	celoso	$					yoso14	gittlen2016gramatica
189	property	cerca de, está cerca	yatni	20575				yoso14	gittlen2016gramatica
190	property	está lejos, lejos	$					yoso14	gittlen2016gramatica
191	property	pesado	$					yoso14	gittlen2016gramatica
192	property	crudo	$					yoso14	gittlen2016gramatica
193	property	liso	$					yoso14	gittlen2016gramatica
194	property	despacio	$					yoso14	gittlen2016gramatica
195	time	ayer	iku	20576				yoso14	gittlen2016gramatica
196	time	año	kuia	20577				yoso14	gittlen2016gramatica
197	time	ahora, hoy	vitna	20578				yoso14	gittlen2016gramatica
198	time	noche	xini	20579				yoso14	gittlen2016gramatica
199	time	de noche	$					yoso14	gittlen2016gramatica
200	time	día	kiuu	20580				yoso14	gittlen2016gramatica
201	time	de día	$					yoso14	gittlen2016gramatica
202	abstract	mitad	$					yoso14	gittlen2016gramatica
203	abstract	dinero	xu'un	20581				yoso14	gittlen2016gramatica
204	abstract	trabajo	tniuu	20582				yoso14	gittlen2016gramatica
205	abstract	palabra	$					yoso14	gittlen2016gramatica
206	abstract	culpa	$					yoso14	gittlen2016gramatica
207	abstract	sueño	jani	20583				yoso14	gittlen2016gramatica
208	abstract	cuándo	$					yoso14	gittlen2016gramatica
209	abstract	canción, música	$					yoso14	gittlen2016gramatica
