IDlist	GLOSS	VALUE	FORM	NOTES	LOAN	LOAN_SOURCE	DOCULECT	SOURCE
130	hole	$					alac11	zylstra1991syntactic
131	net	$					alac11	zylstra1991syntactic
132	soap	$					alac11	zylstra1991syntactic
133	ring	$					alac11	zylstra1991syntactic
134	moon	yoo					alac11	zylstra1991syntactic
135	cloud	viko					alac11	zylstra1991syntactic
136	lightning	$					alac11	zylstra1991syntactic
137	water	tākwiī					alac11	zylstra1991syntactic
138	rain, rain god	savi					alac11	zylstra1991syntactic
139	river	yutā					alac11	zylstra1991syntactic
140	dew	$					alac11	zylstra1991syntactic
141	mountain, mountain country	yūku					alac11	zylstra1991syntactic
141	hill	shiki					alac11	zylstra1991syntactic
142	flat place	ndōsō					alac11	zylstra1991syntactic
143	rock	yuu					alac11	zylstra1991syntactic
144	cotton	kāchī					alac11	zylstra1991syntactic
145	metal	kaā					alac11	zylstra1991syntactic
146	paper	tūtū					alac11	zylstra1991syntactic
147	lime (material)	kākā					alac11	zylstra1991syntactic
148	wax	ñima					alac11	zylstra1991syntactic
149	mud	ndahyi					alac11	zylstra1991syntactic
150	foam	$					alac11	zylstra1991syntactic
151	dust	yāā		only in nā-yāā REP-dust ‘become dry'			alac11	zylstra1991syntactic
152	red	kwáhá					alac11	zylstra1991syntactic
153	green	kwíī					alac11	zylstra1991syntactic
154	yellow	kwáán					alac11	zylstra1991syntactic
155	black, dark	toōn					alac11	zylstra1991syntactic
156	white	yāā					alac11	zylstra1991syntactic
157	one	ñīī					alac11	zylstra1991syntactic
158	two	ovi					alac11	zylstra1991syntactic
159	three	uni					alac11	zylstra1991syntactic
160	four	komi					alac11	zylstra1991syntactic
161	five	ohon					alac11	zylstra1991syntactic
162	six	iño					alac11	zylstra1991syntactic
163	seven	usha					alac11	zylstra1991syntactic
164	eight	ona					alac11	zylstra1991syntactic
165	nine	ñii					alac11	zylstra1991syntactic
166	ten	ushu					alac11	zylstra1991syntactic
167	fifteen	shāhun					alac11	zylstra1991syntactic
168	twenty	oko					alac11	zylstra1991syntactic
169	poor	ndáhví					alac11	zylstra1991syntactic
170	rich	kwíká					alac11	zylstra1991syntactic
171	cold	vīshin					alac11	zylstra1991syntactic
172	hot	$					alac11	zylstra1991syntactic
173	big.SG	káhnō					alac11	zylstra1991syntactic
174	big.PL	náhnō					alac11	zylstra1991syntactic
175	little.SG	lōhō					alac11	zylstra1991syntactic
176	little.PL (few)	válí					alac11	zylstra1991syntactic
176	little.PL (many)	kwálí					alac11	zylstra1991syntactic
177	long.SG	kánī					alac11	zylstra1991syntactic
178	long.PL	nánī					alac11	zylstra1991syntactic
179	good	vahā					alac11	zylstra1991syntactic
180	sweet	visi					alac11	zylstra1991syntactic
181	salty	$					alac11	zylstra1991syntactic
182	bitter	$					alac11	zylstra1991syntactic
183	tasty, delicious	$					alac11	zylstra1991syntactic
184	wide	$					alac11	zylstra1991syntactic
185	new	shaá					alac11	zylstra1991syntactic
186	lazy	$					alac11	zylstra1991syntactic
187	ugly	kīnī					alac11	zylstra1991syntactic
188	jealous	$					alac11	zylstra1991syntactic
189	near	yātin					alac11	zylstra1991syntactic
190	far	shíká					alac11	zylstra1991syntactic
191	heavy	veē					alac11	zylstra1991syntactic
192	raw	$					alac11	zylstra1991syntactic
193	smooth	$					alac11	zylstra1991syntactic
194	slow	kwēē					alac11	zylstra1991syntactic
195	yesterday	kōnī					alac11	zylstra1991syntactic
196	year	kwiya					alac11	zylstra1991syntactic
197	now, today	vītīn					alac11	zylstra1991syntactic
198	night	$					alac11	zylstra1991syntactic
199	night time	ñōó		could also be ‘night', not sure			alac11	zylstra1991syntactic
200	day	kivi					alac11	zylstra1991syntactic
201	day time	ndīví					alac11	zylstra1991syntactic
202	half	sāvā					alac11	zylstra1991syntactic
203	money	sihún					alac11	zylstra1991syntactic
204	work	chíñō					alac11	zylstra1991syntactic
205	word	tohōn					alac11	zylstra1991syntactic
206	blame	kwachī					alac11	zylstra1991syntactic
207	dream	$		verb is listed			alac11	zylstra1991syntactic
208	when	āmā					alac11	zylstra1991syntactic
209	song, music	$					alac11	zylstra1991syntactic
