IDlist	GLOSS	VALUE	FORM	NOTES	LOAN	LOAN_SOURCE	DOCULECT	SOURCE																																																								
39	ropa	jàmà					mont12	oxnard2020																																																								
39	ropa	sa'mǎ					mixt11	oxnard2020																																																								
40	huarache	ndìxán					tlah11	oxnard2020																																																								
40	huarache	nchìxǎn 					pied12	oxnard2020																																																								
40	huarache	ntsìxǎn					flor12	oxnard2020																																																								
40	huarache	ndìsà					mont12	oxnard2020																																																								
40	huarache	ntsìtsǎ					mixt11	oxnard2020																																																								
41	pantalón	xatu					tlah11	oxnard2020																																																								
41	pantalón	xajtû					pied12	oxnard2020																																																								
41	pantalón	xajtû					flor12	oxnard2020																																																								
41	pantalón	satì					mont12	oxnard2020																																																								
41	pantalón	tsatù					mixt11	oxnard2020																																																								
42	huipil	sa'má ndá'vi	sa'má-ndá'vi	cloth-poor			tlah11	oxnard2020																																																								
42	huipil	sa'mǎ kwitsì	sa'mǎ-kwitsì	cloth-?			mixt11	oxnard2020																																																								
43	pueblo	ñuun					tlah11	oxnard2020																																																								
43	pueblo	ñuù					pied12	oxnard2020																																																								
43	pueblo	ñuù					flor12	oxnard2020																																																								
43	pueblo	ñoò					mont12	oxnard2020																																																								
43	pueblo	ñǔun					mixt11	oxnard2020																																																								
44	casa	ve'e					tlah11	oxnard2020																																																								
44	casa	ve'e					pied12	oxnard2020																																																								
44	casa	ve'e					flor12	oxnard2020																																																								
44	casa	ve'e					mont12	oxnard2020																																																								
44	casa	ve'e					mixt11	oxnard2020																																																								
45	camino	ichí					tlah11	oxnard2020																																																								
45	camino	ichǐ					pied12	oxnard2020																																																								
45	camino	ichǐ					flor12	oxnard2020																																																								
45	camino	ichì					mont12	oxnard2020																																																								
45	camino	ichǐ					mixt11	oxnard2020																																																								
46	horcón	si'ìn					tlah11	oxnard2020																																																								
46	horcón	sì'ìn					pied12	oxnard2020																																																								
46	horcón	si'ìn					flor12	oxnard2020																																																								
46	horcón	tìjìn					mont12	oxnard2020																																																								
47	petate	yuví					tlah11	oxnard2020																																																								
47	petate	yivǐ					pied12	oxnard2020																																																								
47	petate	yijvǐ					flor12	oxnard2020																																																								
47	petate	yivì					mont12	oxnard2020																																																								
47	petate	yuvǐ					mixt11	oxnard2020																																																								
48	cama	xìto					tlah11	oxnard2020																																																								
48	cama	xìto					pied12	oxnard2020																																																								
48	cama	xìjto					flor12	oxnard2020																																																								
48	cama	sìto					mont12	oxnard2020																																																								
48	cama	tsìto					mixt11	oxnard2020																																																								
49	silla	taì					tlah11	oxnard2020																																																								
49	silla	tsiáyi					pied12	oxnard2020																																																								
49	silla	tsiayì					flor12	oxnard2020																																																								
49	silla	tyáyì					mont12	oxnard2020																																																								
49	silla	chei					mixt11	oxnard2020																																																								
50	animal	kití					tlah11	oxnard2020																																																								
50	animal	kitsǐ					pied12	oxnard2020																																																								
50	animal	kijtsǐ					flor12	oxnard2020																																																								
50	animal	kitì					mont12	oxnard2020																																																								
50	animal	kitǐ					mixt11	oxnard2020																																																								
51	pájaro	sàà					tlah11	oxnard2020																																																								
51	pájaro	saà					pied12	oxnard2020																																																								
51	pájaro	saà					flor12	oxnard2020																																																								
51	pájaro	laà					mont12	oxnard2020																																																								
51	pájaro	saà					mixt11	oxnard2020																																																								
52	pescado	tyàká					tlah11	oxnard2020																																																								
52	pescado	tsiàká					pied12	oxnard2020																																																								
52	pescado	tsiàká					flor12	oxnard2020																																																								
52	pescado	tiyàká	ti-yàká	animal-fish			mont12	oxnard2020																																																								
52	pescado	chakǎ					mixt11	oxnard2020																																																								
53	culebra	kòó					tlah11	oxnard2020																																																								
53	culebra	kòjǒ					pied12	oxnard2020																																																								
53	culebra	kòjǒ					flor12	oxnard2020																																																								
53	culebra	kòò					mont12	oxnard2020																																																								
53	culebra	kòó					mixt11	oxnard2020																																																								
54	rana	lá'và					tlah11	oxnard2020																																																								
54	rana	sá'và					pied12	oxnard2020																																																								
54	rana	sá'và					flor12	oxnard2020																																																								
54	rana	lavà					mont12	oxnard2020																																																								
54	rana	sa'và					mixt11	oxnard2020																																																								
55	gavilán	xí'ña					tlah11	oxnard2020																																																								
55	gavilán	xi'ña					pied12	oxnard2020																																																								
55	gavilán	xí'ña					flor12	oxnard2020																																																								
55	gavilán	ndixíñá	ndi-xíñá				mont12	oxnard2020																																																								
55	gavilán	xí'an					mixt11	oxnard2020																																																								
56	alacrán	tísò'ma	tí-sò'ma	animal-tail			tlah11	oxnard2020																																																								
56	alacrán	tsìso'mà	tsì-so'mà	animal-tail			pied12	oxnard2020																																																								
56	alacrán	so'mà					flor12	oxnard2020																																																								
56	alacrán	tìjimà	tì-jimà	animal-tail			mont12	oxnard2020																																																								
56	alacrán	tìsu'mà	tì-su'mà	animal-tail			mixt11	oxnard2020																																																								
57	cucaracha	tìtè'é	tì-tè'é	animal-			tlah11	oxnard2020																																																								
57	cucaracha	tsìtsie'é	tsì-tsie'é	animal-			pied12	oxnard2020																																																								
57	cucaracha	tsìtse'é	tsì-tse'é	animal-			flor12	oxnard2020																																																								
57	cucaracha	ndiché'é	ndi-ché'é				mixt11	oxnard2020																																																								
58	chapulín	tìka					tlah11	oxnard2020																																																								
58	chapulín	tsikâ					pied12	oxnard2020																																																								
58	chapulín	tsikâ					flor12	oxnard2020																																																								
58	chapulín	ndìtíì	ndì-tíì				mont12	oxnard2020																																																								
58	chapulín	tìká					mixt11	oxnard2020																																																								
59	abeja	ñùñú					tlah11	oxnard2020																																																								
59	abeja	ñùñǔ					pied12	oxnard2020																																																								
59	abeja	ñùjñǔ					flor12	oxnard2020																																																								
59	abeja	tíñoñò	tí-ñoñò	animal-honey			mont12	oxnard2020																																																								
59	abeja	ñùñǔ					mixt11	oxnard2020																																																								
60	ratón	ti'ín					tlah11	oxnard2020																																																								
60	ratón	tsìín					pied12	oxnard2020																																																								
60	ratón	tsìín					flor12	oxnard2020																																																								
60	ratón	titìín	ti-tìín				mont12	oxnard2020																																																								
60	ratón	tǐ'in					mixt11	oxnard2020																																																								
61	venado	isu					tlah11	oxnard2020																																																								
61	venado	usû					pied12	oxnard2020																																																								
61	venado	usû					flor12	oxnard2020																																																								
61	venado	sìkuaà					mont12	oxnard2020																																																								
61	venado	isù					mixt11	oxnard2020																																																								
62	ardilla	ndigwáñu	ndi-gwáñu				tlah11	oxnard2020																																																								
62	ardilla	tsìkuáñu	tsì-kuáñu				pied12	oxnard2020																																																								
62	ardilla	ntsìkuáñu	ntsì-kuáñu				flor12	oxnard2020																																																								
62	ardilla	ndikuání	ndi-kuání				mont12	oxnard2020																																																								
62	ardilla	ndikwáín	ndi-kwáín				mixt11	oxnard2020																																																								
63	zorrillo	lílú					tlah11	oxnard2020																																																								
63	zorrillo	léló					pied12	oxnard2020																																																								
63	zorrillo	léló					flor12	oxnard2020																																																								
63	zorrillo	tinìín	ti-nìín				mont12	oxnard2020																																																								
63	zorrillo	tí'inità	tí'in-ità	not sure about segmentation			mixt11	oxnard2020																																																								
63	zorrillo	lírrú ka'a ye'è					tlah11	oxnard2020																																																								
63	zorrillo	kòjo yuù					mont12	oxnard2020																																																								
64	tlacuache	xàko					tlah11	oxnard2020																																																								
64	tlacuache	xàko					pied12	oxnard2020																																																								
64	tlacuache	xàjkó					flor12	oxnard2020																																																								
64	tlacuache	sákua					mont12	oxnard2020																																																								
64	tlacuache	tsóko					mixt11	oxnard2020																																																								
65	mapache	íin 					tlah11	oxnard2020																																																								
65	mapache	má'a					pied12	oxnard2020																																																								
65	mapache	má'à					flor12	oxnard2020																																																								
65	mapache	maa					mont12	oxnard2020																																																								
66	conejo	leso					tlah11	oxnard2020																																																								
66	conejo	leso					pied12	oxnard2020																																																								
66	conejo	lèso					flor12	oxnard2020																																																								
66	conejo	isò					mont12	oxnard2020																																																								
66	conejo	lésú					mixt11	oxnard2020																																																								
67	zopilote	pe'lo					tlah11	oxnard2020																																																								
67	zopilote	tsìkǒxìjǐ	tsì-kǒxìjǐ				pied12	oxnard2020																																																								
67	zopilote	tsìkòxìjǐ	tsì-kòxìjǐ				flor12	oxnard2020																																																								
67	zopilote	tì kàká	tì-kàká				mont12	oxnard2020																																																								
67	zopilote	lóchí					mixt11	oxnard2020																																																								
68	perro	tìna					tlah11	oxnard2020																																																								
68	perro	tsìnâ					pied12	oxnard2020																																																								
68	perro	tsǐnâ					flor12	oxnard2020																																																								
68	perro	tìna					mont12	oxnard2020																																																								
68	perro	tǐnà					mixt11	oxnard2020																																																								
69	gato	chítu					tlah11	oxnard2020																																																								
69	gato	chújtu					pied12	oxnard2020																																																								
69	gato	chútu					flor12	oxnard2020																																																								
69	gato	chitó					mont12	oxnard2020																																																								
69	gato	vílú					mixt11	oxnard2020																																																								
69	gato	vilú					tlah11	oxnard2020																																																								
69	gato	{micho}	micho	from Sp.	yes	Colonial Spanish	mont12	oxnard2020																																																								
70	gallo	chéle					tlah11	oxnard2020																																																								
70	gallo	chéle					pied12	oxnard2020																																																								
70	gallo	chéle					flor12	oxnard2020																																																								
70	gallo	chéle					mont12	oxnard2020																																																								
70	gallo	tó'lo					mixt11	oxnard2020																																																								
71	gallina	ndyuxí					tlah11	oxnard2020																																																								
71	gallina	nchuxí					pied12	oxnard2020																																																								
71	gallina	nchuxi					flor12	oxnard2020																																																								
71	gallina	chùún					mixt11	oxnard2020																																																								
72	cerdo	kìnì					tlah11	oxnard2020																																																								
72	cerdo	kinì					pied12	oxnard2020																																																								
72	cerdo	kinì					flor12	oxnard2020																																																								
72	cerdo	ndìkochí	ndì-kochí		partial	Colonial Spanish	mont12	oxnard2020																																																								
72	cerdo	kinì					mixt11	oxnard2020																																																								
73	caballo	kwayì			yes	Colonial Spanish	tlah11	oxnard2020																																																								
73	caballo	{kuayì}	kuayì		yes	Colonial Spanish	pied12	oxnard2020																																																								
73	caballo	kuayì			yes	Colonial Spanish	flor12	oxnard2020																																																								
73	caballo	kuáyì			yes	Colonial Spanish	mont12	oxnard2020																																																								
73	caballo	kwa.ìì			yes	Colonial Spanish	mixt11	oxnard2020																																																								
74	borrego	levo					tlah11	oxnard2020																																																								
74	borrego	lanchi					pied12	oxnard2020																																																								
74	borrego	lanchi					flor12	oxnard2020																																																								
74	borrego	lévo					mont12	oxnard2020																																																								
74	borrego	ndikachi	ndi-kachi				mixt11	oxnard2020																																																								
75	hormiga	tyòkó					tlah11	oxnard2020																																																								
75	hormiga	tsiòkó					pied12	oxnard2020																																																								
75	hormiga	tsiòkó					flor12	oxnard2020																																																								
75	hormiga	tìkù kuaá	tìkù	kuaá ‘red', probably a specific type of ant			mont12	oxnard2020																																																								
75	hormiga	chokǒ					mixt11	oxnard2020																																																								
76	cuerno	ndikí					tlah11	oxnard2020																																																								
76	cuerno	ntsikǐn					pied12	oxnard2020																																																								
76	cuerno	ntsikǐ					flor12	oxnard2020																																																								
76	cuerno	ndikì					mont12	oxnard2020																																																								
76	cuerno	ndikǐ					mixt11	oxnard2020																																																								
77	pluma	tùmi					tlah11	oxnard2020																																																								
77	pluma	tǒmî					pied12	oxnard2020																																																								
77	pluma	tǒmî					flor12	oxnard2020																																																								
77	pluma	tòmi					mont12	oxnard2020																																																								
77	pluma	tùmì					mixt11	oxnard2020																																																								
78	ala	ndìxin					tlah11	oxnard2020																																																								
78	ala	nchìxǐn					pied12	oxnard2020																																																								
78	ala	nchìxǐn					flor12	oxnard2020																																																								
78	ala	ndìsì					mont12	oxnard2020																																																								
78	ala	ntsìtsǐ					mixt11	oxnard2020																																																								
79	cola	ndo'ó					tlah11	oxnard2020																																																								
79	cola	nto'ǒ					pied12	oxnard2020																																																								
79	cola	nto'ǒ					flor12	oxnard2020																																																								
79	cola	ndo'ò					mont12	oxnard2020																																																								
79	cola	ndo'ó					mixt11	oxnard2020																																																								
80	árbol	itú					tlah11	oxnard2020																																																								
80	árbol	ijtǔ					pied12	oxnard2020																																																								
80	árbol	ijtǔn					flor12	oxnard2020																																																								
81	hierba	yùkù					tlah11	oxnard2020																																																								
81	hierba	yùjkù					pied12	oxnard2020																																																								
81	hierba	yùjkù					flor12	oxnard2020																																																								
81	hierba	yùkù					mont12	oxnard2020																																																								
81	hierba	yùkù					mixt11	oxnard2020																																																								
82	zacate, pasto	ità					tlah11	oxnard2020																																																								
82	zacate, pasto	ijtsiâ					pied12	oxnard2020																																																								
82	zacate, pasto	ijtsià					flor12	oxnard2020																																																								
82	zacate, pasto	ityà					mont12	oxnard2020																																																								
82	zacate, pasto	ichà					mixt11	oxnard2020																																																								
83	flor	ita					tlah11	oxnard2020																																																								
83	flor	ijtâ					pied12	oxnard2020																																																								
83	flor	ita					flor12	oxnard2020																																																								
83	flor	ítà					mont12	oxnard2020																																																								
83	flor	ità					mixt11	oxnard2020																																																								
84	maguey	yaví					tlah11	oxnard2020																																																								
84	maguey	yavǐ					pied12	oxnard2020																																																								
84	maguey	yajvǐ					flor12	oxnard2020																																																								
84	maguey	yavì					mont12	oxnard2020																																																								
84	maguey	yávi					mixt11	oxnard2020																																																								
84	maguey	viìntyà víxin	vi'ìntyà-víxin	nopal sweet			tlah11	oxnard2020																																																								
84	maguey	tsìkǔxin	tsì-kǔxin				pied12	oxnard2020																																																								
84	maguey	yàjvǐ					flor12	oxnard2020																																																								
85	raíz	tyò'o					tlah11	oxnard2020																																																								
85	raíz	tsiò'o					pied12	oxnard2020																																																								
85	raíz	tsiò'o					flor12	oxnard2020																																																								
85	raíz	yò'ò					mont12	oxnard2020																																																								
85	raíz	yo'ó					mixt11	oxnard2020																																																								
86	espina, araña	iñú					tlah11	oxnard2020																																																								
86	espina, araña	ijñǔ					pied12	oxnard2020																																																								
86	espina, araña	ijñǔ					flor12	oxnard2020																																																								
86	espina, araña	iñò					mont12	oxnard2020																																																								
86	espina, araña	iñǔ					mixt11	oxnard2020																																																								
87	maíz	nùní					tlah11	oxnard2020																																																								
87	maíz	nùnǐ					pied12	oxnard2020																																																								
87	maíz	nùjnǐ					flor12	oxnard2020																																																								
87	maíz	nònì					mont12	oxnard2020																																																								
87	maíz	nùnǐ					mixt11	oxnard2020																																																								
88	milpa	itu					tlah11	oxnard2020																																																								
88	milpa	utû					pied12	oxnard2020																																																								
88	milpa	ujtû					flor12	oxnard2020																																																								
88	milpa	itì					mont12	oxnard2020																																																								
88	milpa	itù					mixt11	oxnard2020																																																								
89	elote (no crudo, para comer)	ndixín					tlah11	oxnard2020																																																								
89	elote (no crudo, para comer)	nchixǐ					pied12	oxnard2020																																																								
89	elote (no crudo, para comer)	nchìxǐ					flor12	oxnard2020																																																								
89	elote (no crudo, para comer)	ndixì					mont12	oxnard2020																																																								
89	elote (no crudo, para comer)	ndixî					mixt11	oxnard2020																																																								
90	nixtamal	xá'a					tlah11	oxnard2020																																																								
90	nixtamal	xá'a					pied12	oxnard2020																																																								
90	nixtamal	xá'a					flor12	oxnard2020																																																								
90	nixtamal	tsa'á					mixt11	oxnard2020																																																								
91	masa	yùxán					tlah11	oxnard2020																																																								
91	masa	ixǎn					pied12	oxnard2020																																																								
91	masa	ixǎn					flor12	oxnard2020																																																								
91	masa	yusà					mont12	oxnard2020																																																								
91	masa	yútsa					mixt11	oxnard2020																																																								
92	tortilla	xìtá					tlah11	oxnard2020																																																								
92	tortilla	xìtǎ					pied12	oxnard2020																																																								
92	tortilla	xìtǎ					flor12	oxnard2020																																																								
92	tortilla	xìtà					mont12	oxnard2020																																																								
92	tortilla	stàá					mixt11	oxnard2020																																																								
93	rastrojo	xe'è nùú ñu'ú					tlah11	oxnard2020																																																								
93	rastrojo	xè'è					pied12	oxnard2020																																																								
93	rastrojo	xè'è mii					flor12	oxnard2020																																																								
93	rastrojo	ñàmà					mont12	oxnard2020																																																								
93	rastrojo	tiàmá					mixt11	oxnard2020																																																								
94	surco	chìchi					tlah11	oxnard2020																																																								
94	surco	í'tsin					pied12	oxnard2020																																																								
94	surco	chìchi					flor12	oxnard2020																																																								
94	surco	chìchi					mont12	oxnard2020																																																								
94	surco	chìchi					mixt11	oxnard2020																																																								
94	surco	yikò					mont12	oxnard2020																																																								
95	espiga de milpa	yokó itu	yokó				tlah11	oxnard2020																																																								
95	espiga de milpa	yojkǒ					pied12	oxnard2020																																																								
95	espiga de milpa	yojkǒ					flor12	oxnard2020																																																								
96	frijol	nduchí					tlah11	oxnard2020																																																								
96	frijol	ntuchǐ					pied12	oxnard2020																																																								
96	frijol	ntujchǐ					flor12	oxnard2020																																																								
96	frijol	nduchì					mont12	oxnard2020																																																								
96	frijol	nduchǐ					mixt11	oxnard2020																																																								
97	ejote	ndìchi					tlah11	oxnard2020																																																								
97	ejote	nchìchî					pied12	oxnard2020																																																								
97	ejote	nchǐchî					flor12	oxnard2020																																																								
97	ejote	ndìchi					mont12	oxnard2020																																																								
97	ejote	nchichî					mixt11	oxnard2020																																																								
98	chile	ya'á					tlah11	oxnard2020																																																								
98	chile	ya'ǎ					pied12	oxnard2020																																																								
98	chile	ya'ǎ					flor12	oxnard2020																																																								
98	chile	yá'à					mont12	oxnard2020																																																								
98	chile	ya'á					mixt11	oxnard2020																																																								
99	sal	ìín					tlah11	oxnard2020																																																								
99	sal	ìjǐn					pied12	oxnard2020																																																								
99	sal	ììn					flor12	oxnard2020																																																								
99	sal	nìì					mont12	oxnard2020																																																								
99	sal	ìǐn					mixt11	oxnard2020																																																								
100	calabaza	ikín					tlah11	oxnard2020																																																								
100	calabaza	ikǐn					pied12	oxnard2020																																																								
100	calabaza	ijkǐn					flor12	oxnard2020																																																								
100	calabaza	yikì					mont12	oxnard2020																																																								
100	calabaza	íki					mixt11	oxnard2020																																																								
100	calabaza	ikín					tlah11	oxnard2020																																																								
100	calabaza	kiá'mǐ					pied12	oxnard2020																																																								
100	calabaza	ikǐn					flor12	oxnard2020																																																								
100	calabaza	yikì					mont12	oxnard2020																																																								
100	calabaza	ikǐ					mixt11	oxnard2020																																																								
101	chayote	nañá					tlah11	oxnard2020																																																								
101	chayote	nañǎ					pied12	oxnard2020																																																								
101	chayote	najñǎ					flor12	oxnard2020																																																								
101	chayote	tináñà	ti-náñà				mont12	oxnard2020																																																								
101	chayote	nañǎ					mixt11	oxnard2020																																																								
102	caña	ndòó					tlah11	oxnard2020																																																								
102	caña	ntòjǒ					pied12	oxnard2020																																																								
102	caña	ntojǒ					flor12	oxnard2020																																																								
102	caña	ndòò					mont12	oxnard2020																																																								
102	caña	ndòó					mixt11	oxnard2020																																																								
103	miel	ñùñú					tlah11	oxnard2020																																																								
103	miel	ntǔxi					pied12	oxnard2020																																																								
103	miel	ntǔxi					flor12	oxnard2020																																																								
103	miel	ñoñò					mont12	oxnard2020																																																								
103	miel	ndǔxì					mixt11	oxnard2020																																																								
104	manteca	xà'an					tlah11	oxnard2020																																																								
104	manteca	xǎ'ân					pied12	oxnard2020																																																								
104	manteca	xǎ'ân					flor12	oxnard2020																																																								
104	manteca	xà'án					mont12	oxnard2020																																																								
104	manteca	xǎ'àn					mixt11	oxnard2020																																																								
105	huevo	ndìví					tlah11	oxnard2020																																																								
105	huevo	ntsìvǐ					pied12	oxnard2020																																																								
