IDlist,GLOSS_EL,GLOSS_E,GLOSS_SL,GLOSS_S,VALUE,DOCULECT,IDjoss
173,NA,big (sg.),NA,grande (sg.),kaʔnu̡,Nuch,65
173,NA,big (sg.),NA,grande (sg.),kaʔnu̡,Aten,65
173,NA,big (sg.),NA,grande (sg.),kaʔnu̡,Yucq,65
173,NA,big (sg.),NA,grande (sg.),kaʔnu̡,Yucñ,65
173,NA,big (sg.),NA,grande (sg.),kaʔnu̡,Guad,65
173,NA,big (sg.),NA,grande (sg.),kaʔnu̡,Flor,65
173,NA,big (sg.),NA,grande (sg.),kaʔnu̡,Amat,65
173,NA,big (sg.),NA,grande (sg.),kaʔnõ,Zap,65
173,NA,big (sg.),NA,grande (sg.),ka(ʔ)nu̡,Cac,65
173,NA,big (sg.),NA,grande (sg.),kaʔnu̡,Ndo,65
173,NA,big (sg.),NA,grande (sg.),kaʔnu̡,Ixtp,65
173,NA,big (sg.),NA,grande (sg.),kaʔnu̡,Mic,65
173,NA,big (sg.),NA,grande (sg.),kaʔnu̡,Tepj,65
173,NA,big (sg.),NA,grande (sg.),kaʔnu̡,Cos,65
173,NA,big (sg.),NA,grande (sg.),kaʔnu̡,Chaz,65
173,NA,big (sg.),NA,grande (sg.),kaʔnu̡,Tot,65
173,NA,big (sg.),NA,grande (sg.),kaʔnu̡,Ton,65
173,NA,big (sg.),NA,grande (sg.),kaʔnu̡,Jer,65
173,NA,big (sg.),NA,grande (sg.),kāʔnū̡,Xay,65
173,NA,big (sg.),NA,grande (sg.),kaʔnu̡,Tlal,65
173,NA,big (sg.),NA,grande (sg.),kaʔnu̡,Chig,65
173,NA,big (sg.),NA,grande (sg.),kaʔnũʔ,Ayut,65
173,NA,big (sg.),NA,grande (sg.),kaʔnũ,Yolx,65
173,NA,big (sg.),NA,grande (sg.),kaʔnõ,Alac,65
173,NA,big (sg.),NA,grande (sg.),katnõ,Alac,65
173,NA,big (sg.),NA,grande (sg.),káʔnũ̄,Coi,65
173,NA,big (sg.),NA,grande (sg.),kaʔnũ,Per,65
173,NA,big (sg.),NA,grande (sg.),kaʔnõ,Cuat,65
173,NA,big (sg.),NA,grande (sg.),kaʔnõ,Cah,65
173,NA,big (sg.),NA,grande (sg.),kaʔnũ,Alco,65
173,NA,big (sg.),NA,grande (sg.),kaʔnpus,Cruz,65
173,NA,big (sg.),NA,grande (sg.),kaʔnũ,Durz,65
173,NA,big (sg.),NA,grande (sg.),káʔnũ̄,Teco,65
173,NA,big (sg.),NA,grande (sg.),kaʔnũ,Juxt,65
173,NA,big (sg.),NA,grande (sg.),kaʔnũ,ChaP,65
173,NA,big (sg.),NA,grande (sg.),káʔnũ̄-đú,Yuco,65
173,NA,big (sg.),NA,grande (sg.),kaʔnũ,Mix,65
173,NA,big (sg.),NA,grande (sg.),kaʔnũ,Tejc,65
173,NA,big (sg.),NA,grande (sg.),kaʔnũ,Rey,65
173,NA,big (sg.),NA,grande (sg.),kaʔnũ,SilP,65
173,NA,big (sg.),NA,grande (sg.),kaʔnũ,IxpN,65
173,NA,big (sg.),NA,grande (sg.),kaʔnũ,SilM,65
173,NA,big (sg.),NA,grande (sg.),kaʔnũ,TamS,65
173,NA,big (sg.),NA,grande (sg.),kaʔnũ,Ahue,65
173,NA,big (sg.),NA,grande (sg.),kaʔnũ,Mor,65
175,NA,little,NA,chico,*luʔu,P-Mixtec,153
175,NA,little,NA,chico,lulu,Numí,153
175,NA,little,NA,chico,luli,Achi,153
175,NA,little,NA,chico,luli,Yuca,153
175,NA,little,NA,chico,luli,Peña,153
175,NA,little,NA,chico,luli,Tata,153
175,NA,little,NA,chico,luli,Teit,153
175,NA,little,NA,chico,luli,Moli,153
175,NA,little,NA,chico,čule,Sinc,153
175,NA,little,NA,chico,luli,Tlac,153
175,NA,little,NA,chico,lule,Ndi,153
175,NA,little,NA,chico,luli,Ndac,153
175,NA,little,NA,chico,lúlí,Oco,153
175,NA,little,NA,chico,luli,Prog,153
175,NA,little,NA,chico,lūlí,Yuci,153
175,NA,little,NA,chico,lúlí,Nuyo,153
175,NA,little,NA,chico,lúlí,Atat,153
175,NA,little,NA,chico,lúlí,Mig,153
175,NA,little,NA,chico,luli,Chal,153
175,NA,little,NA,chico,čala,Verd,153
175,NA,little,NA,chico,lɨɨ,Verd,153
175,NA,little,NA,chico,lulu,Yoso,153
175,NA,little,NA,chico,čala,Itun,153
175,NA,little,NA,chico,lulu,Itun,153
175,NA,little,NA,chico,lulu,Yolt,153
175,NA,little,NA,chico,luči,Yutn,153
175,NA,little,NA,chico,(ⁿdiči)luči,Sind,153
175,NA,little,NA,chico,luʔči,Pied,153
175,NA,little,NA,chico,či-wii,Huit,153
175,NA,little,NA,chico,liʔli,Tlaz,153
175,NA,little,NA,chico,baliʔ,Zac,153
175,NA,little,NA,chico,luʔu,Sayu,153
175,NA,little,NA,chico,luʔu,Tept,153
175,NA,little,NA,chico,luʔu,Atoy,153
175,NA,little,NA,chico,luʔu,Jicy,153
175,NA,little,NA,chico,luʔu,Jict,153
175,NA,little,NA,chico,luʔu,PinN,153
175,NA,little,NA,chico,luʔu,PinL,153
175,NA,little,NA,chico,luʔu,Colo,153
175,NA,little,NA,chico,luʔlu,Nuti,153
175,NA,little,NA,chico,loʔo,Ixty,153
175,NA,little,NA,chico,luʔlu,Cris,153
175,NA,little,NA,chico,luʔlu,Lor,153
175,NA,little,NA,chico,luʔlu,Mech,153
175,NA,little,NA,chico,luʔlu,Huaz,153
175,NA,little,NA,chico,tʸu-waa,Huaz,153
175,NA,little,NA,chico,luʔlu,Jam,153
175,NA,little,NA,chico,luʔlu,Chay,153
175,NA,little,NA,chico,luʔlu,ChayC,153
175,NA,little,NA,chico,luʔlu,ChayD,153
175,NA,little,NA,chico,tʸi-waa,Tut,153
175,NA,little,NA,chico,či-waa,Acat,153
175,NA,little,NA,chico,luʔlu,Acat,153
175,NA,little,NA,chico,kʷači,Tepo,153
175,NA,little,NA,chico,luči,Tida,153
175,NA,little,NA,chico,luči,Til,153
175,NA,little,NA,chico,luči,Diux,153
175,NA,little,NA,chico,luʔlu,Nuxi,153
175,NA,little,NA,chico,liʔli,Nuxi,153
175,NA,little,NA,chico,luʔlu,Nuxa,153
175,NA,little,NA,chico,luči,TamJ,153
175,NA,little,NA,chico,luči,Yuta,153
175,NA,little,NA,chico,líʔlì,Peño,153
175,NA,little,NA,chico,liʔli,Este,153
175,NA,little,NA,chico,lɨʔlɨ,Cui,153
175,NA,little,NA,chico,luči,Jalt,153
175,NA,little,NA,chico,luči,Adeq,153
175,NA,little,NA,chico,luči,Cant,153
175,NA,little,NA,chico,xa-luči,Lobo,153
175,NA,little,NA,chico,luči,Ynam,153
175,NA,little,NA,chico,xa,Soy,153
175,NA,little,NA,chico,či-luči,Soy,153
175,NA,little,NA,chico,luči,Chic,153
175,NA,little,NA,chico,(sa)-luči,Ixtl,153
175,NA,little,NA,chico,luči,Apas,153
175,NA,little,NA,chico,žiki,Apoa,153
175,NA,little,NA,chico,luči,Apoa,153
175,NA,little,NA,chico,luči,Ndua,153
175,NA,little,NA,chico,luči,Joco,153
175,NA,little,NA,chico,lĩʔⁿdi,Cuya,153
175,NA,little,NA,chico,lĩʔⁿdi,Cuau,153
175,NA,little,NA,chico,lũʔⁿdi,Coat,153
175,NA,little,NA,chico,loʔo,Mont,153
175,NA,little,NA,chico,lʸoo,Nuch,153
175,NA,little,NA,chico,loʔo,Aten,153
175,NA,little,NA,chico,loʔyo,Yucq,153
175,NA,little,NA,chico,loʔo,Yucq,153
175,NA,little,NA,chico,lóʔò,Yucñ,153
175,NA,little,NA,chico,loʔo,Guad,153
175,NA,little,NA,chico,loʔyo,Flor,153
175,NA,little,NA,chico,loʔo,Flor,153
175,NA,little,NA,chico,loʔo,Amat,153
175,NA,little,NA,chico,ȼii,Zap,153
175,NA,little,NA,chico,lilü,Cac,153
175,NA,little,NA,chico,lu(ʔ)lu,Ndo,153
175,NA,little,NA,chico,ti-kʷati,Ixtp,153
175,NA,little,NA,chico,tii-(kʷati),Mic,153
175,NA,little,NA,chico,ti-tii,Tepj,153
175,NA,little,NA,chico,ti-ti(i),Cos,153
175,NA,little,NA,chico,titi,Chaz,153
175,NA,little,NA,chico,kʷači,Tot,153
175,NA,little,NA,chico,tii,Ton,153
175,NA,little,NA,chico,tii,Jer,153
175,NA,little,NA,chico,čii,Jer,153
175,NA,little,NA,chico,kʷati,Jer,153
175,NA,little,NA,chico,tīī,Xay,153
175,NA,little,NA,chico,teʔe,Tlal,153
175,NA,little,NA,chico,peʔe,Chig,153
175,NA,little,NA,chico,lūlū,Ayut,153
175,NA,little,NA,chico,luu,Yolx,153
175,NA,little,NA,chico,loʔo,Alac,153
175,NA,little,NA,chico,válí,Alac,153
175,NA,little,NA,chico,ƀálí-kʷači,Metl,153
175,NA,little,NA,chico,loʔo,Coi,153
175,NA,little,NA,chico,loʔo,Per,153
175,NA,little,NA,chico,loʔo,Cuat,153
175,NA,little,NA,chico,loʔo,Cah,153
175,NA,little,NA,chico,loʔo,Alco,153
175,NA,little,NA,chico,loʔo,Cruz,153
175,NA,little,NA,chico,loʔo,Durz,153
175,NA,little,NA,chico,loʔo,Teco,153
175,NA,little,NA,chico,luu,Juxt,153
175,NA,little,NA,chico,luu,ChaP,153
175,NA,little,NA,chico,lūū-čī,Yuco,153
175,NA,little,NA,chico,(ñã)luu,Mix,153
175,NA,little,NA,chico,lulu,Tejc,153
175,NA,little,NA,chico,luu,Tejc,153
175,NA,little,NA,chico,luu,Rey,153
175,NA,little,NA,chico,loʔo,TlaM,153
175,NA,little,NA,chico,loʔo,SilP,153
175,NA,little,NA,chico,loʔo,IxpN,153
175,NA,little,NA,chico,loʔo,SilM,153
175,NA,little,NA,chico,loʔo,TamS,153
175,NA,little,NA,chico,loʔo,Ahue,153
175,NA,little,NA,chico,nã-kʷali,Mor,153
179,good,good,bueno,bueno,*waʔa,P-Mixtec,112
179,good,good,bueno,bueno,baʔa,Numí,112
179,good,good,bueno,bueno,baʔa,Achi,112
179,good,good,bueno,bueno,waʔa,Yuca,112
179,good,good,bueno,bueno,waʔa,Teit,112
179,good,good,bueno,bueno,baʔa,Moli,112
179,good,good,bueno,bueno,baʔa,Tlac,112
179,good,good,bueno,bueno,bàʔā,Oco,112
179,good,good,bueno,bueno,bàʔā,Yuci,112
179,good,good,bueno,bueno,bàʔā,Nuyo,112
179,good,good,bueno,bueno,bāʔa,Atat,112
179,good,good,bueno,bueno,bāʔa,Mig,112
179,good,good,bueno,bueno,baʔa,Chal,112
179,good,good,bueno,bueno,baʔa,Verd,112
179,good,good,bueno,bueno,baʔa,Yoso,112
179,good,good,bueno,bueno,baʔa,Itun,112
179,good,good,bueno,bueno,baʔa,Yolt,112
179,good,good,bueno,bueno,boʔo,Yolt,112
179,good,good,bueno,bueno,waʔa,Sind,112
179,good,good,bueno,bueno,waʔa,Pied,112
179,good,good,bueno,bueno,waʔa,Huit,112
179,good,good,bueno,bueno,waʔa,Tlaz,112
179,good,good,bueno,bueno,baʔa,Zac,112
179,good,good,bueno,bueno,waʔa,Sayu,112
179,good,good,bueno,bueno,waʔa,Tept,112
179,good,good,bueno,bueno,waʔa,Atoy,112
179,good,good,bueno,bueno,baʔa,Jicy,112
179,good,good,bueno,bueno,baʔa,Jict,112
179,good,good,bueno,bueno,baʔa,PinN,112
179,good,good,bueno,bueno,baʔa,PinL,112
179,good,good,bueno,bueno,waʔa,Colo,112
179,good,good,bueno,bueno,baʔa,Ixty,112
179,good,good,bueno,bueno,waʔa,Lor,112
179,good,good,bueno,bueno,waʔa,Mech,112
179,good,good,bueno,bueno,waʔa,Huaz,112
179,good,good,bueno,bueno,baʔa,Jam,112
179,good,good,bueno,bueno,waʔa,Chay,112
179,good,good,bueno,bueno,baʔa,ChayC,112
179,good,good,bueno,bueno,vaʔa,ChayD,112
179,good,good,bueno,bueno,waʔa,Tut,112
179,good,good,bueno,bueno,waʔa,Acat,112
179,good,good,bueno,bueno,waʔa,Tepo,112
179,good,good,bueno,bueno,waʔa,Tida,112
179,good,good,bueno,bueno,baʔa,Til,112
179,good,good,bueno,bueno,baʔa,Nuxi,112
179,good,good,bueno,bueno,(io)baʔa,Nuxa,112
179,good,good,bueno,bueno,waʔa,TamJ,112
179,good,good,bueno,bueno,báʔà,Peño,112
179,good,good,bueno,bueno,waʔa,Este,112
179,good,good,bueno,bueno,waʔa,Cui,112
179,good,good,bueno,bueno,waʔa,Soy,112
179,good,good,bueno,bueno,baʔa,Soy,112
179,good,good,bueno,bueno,waʔa,Chic,112
179,good,good,bueno,bueno,waʔa,Ixtl,112
179,good,good,bueno,bueno,waʔa,Apas,112
179,good,good,bueno,bueno,waʔa,Apoa,112
179,good,good,bueno,bueno,waʔa,Joco,112
179,good,good,bueno,bueno,waʔa,Cuya,112
179,good,good,bueno,bueno,waʔa,Cuau,112
179,good,good,bueno,bueno,baʔa,Coat,112
179,good,good,bueno,bueno,baʔa,Nuch,112
179,good,good,bueno,bueno,baʔa,Aten,112
179,good,good,bueno,bueno,bàʔa,Yucñ,112
179,good,good,bueno,bueno,baʔa,Guad,112
179,good,good,bueno,bueno,waʔa,Zap,112
179,good,good,bueno,bueno,(o)ba(ʔ)a,Cac,112
179,good,good,bueno,bueno,waʔa,Tepj,112
179,good,good,bueno,bueno,waʔa,Cos,112
179,good,good,bueno,bueno,waʔa,Chaz,112
179,good,good,bueno,bueno,waʔa,Ton,112
179,good,good,bueno,bueno,bàʔā,Xay,112
179,good,good,bueno,bueno,waʔa,Chig,112
179,good,good,bueno,bueno,vaʔa,Ayut,112
179,good,good,bueno,bueno,waʔa,Yolx,112
179,good,good,bueno,bueno,wàʔa,Alac,112
179,good,good,bueno,bueno,ƀàʔa,Alac,112
179,good,good,bueno,bueno,ƀáʔà,Metl,112
179,good,good,bueno,bueno,ƀaʔa,Coi,112
179,good,good,bueno,bueno,ƀaʔa,Per,112
179,good,good,bueno,bueno,ƀaʔa,Cuat,112
179,good,good,bueno,bueno,waʔa,Cah,112
179,good,good,bueno,bueno,waʔa,Alco,112
179,good,good,bueno,bueno,waʔa,Cruz,112
179,good,good,bueno,bueno,ƀàʔā,Durz,112
179,good,good,bueno,bueno,ƀaʔa,Teco,112
179,good,good,bueno,bueno,ƀaʔa,Juxt,112
179,good,good,bueno,bueno,ƀàʔā,Yuco,112
179,good,good,bueno,bueno,ƀaʔa,Mix,112
179,good,good,bueno,bueno,ƀaʔa,Rey,112
179,good,good,bueno,bueno,vàʔā,IxpN,112
179,good,good,bueno,bueno,ƀaʔa,SilM,112
179,good,good,bueno,bueno,ƀaʔa,TamS,112
179,good,good,bueno,bueno,ƀaʔa,Ahue,112
179,good,good,bueno,bueno,ᵐbaʔa,Mor,112
180,sweet,sweet,dulce,dulce,*wisĩ,P-Mixtec,133
180,sweet,sweet,dulce,dulce,bišĩ,Numí,133
180,sweet,sweet,dulce,dulce,xa-bisi,Achi,133
180,sweet,sweet,dulce,dulce,biʂ̌ĩ,Yuca,133
180,sweet,sweet,dulce,dulce,wiʂ̌ĩ,Yuca,133
180,sweet,sweet,dulce,dulce,wisĩ,Yuca,133
180,sweet,sweet,dulce,dulce,biši,Peña,133
180,sweet,sweet,dulce,dulce,bidi,Tata,133
180,sweet,sweet,dulce,dulce,widi,Teit,133
180,sweet,sweet,dulce,dulce,biši,Moli,133
180,sweet,sweet,dulce,dulce,bišĩ,Sinc,133
180,sweet,sweet,dulce,dulce,xa-biši,Tlac,133
180,sweet,sweet,dulce,dulce,biši,Ndi,133
180,sweet,sweet,dulce,dulce,biši,Ndac,133
180,sweet,sweet,dulce,dulce,bīšì,Oco,133
180,sweet,sweet,dulce,dulce,biši,Prog,133
180,sweet,sweet,dulce,dulce,bìšì,Yuci,133
180,sweet,sweet,dulce,dulce,bìšì,Nuyo,133
180,sweet,sweet,dulce,dulce,bišī,Atat,133
180,sweet,sweet,dulce,dulce,biší,Mig,133
180,sweet,sweet,dulce,dulce,biʂ̌i,Chal,133
180,sweet,sweet,dulce,dulce,biši,Verd,133
180,sweet,sweet,dulce,dulce,biši,Yoso,133
180,sweet,sweet,dulce,dulce,biši,Itun,133
180,sweet,sweet,dulce,dulce,xa-biši,Yolt,133
180,sweet,sweet,dulce,dulce,bidi,Yutn,133
180,sweet,sweet,dulce,dulce,widi,Sind,133
180,sweet,sweet,dulce,dulce,widi,Pied,133
180,sweet,sweet,dulce,dulce,widi,Huit,133
180,sweet,sweet,dulce,dulce,*wisĩ,P-Mixtec,133
180,sweet,sweet,dulce,dulce,biši,Zac,133
180,sweet,sweet,dulce,dulce,wiši,Sayu,133
180,sweet,sweet,dulce,dulce,wišĩ,Tept,133
180,sweet,sweet,dulce,dulce,wašĩ,Atoy,133
180,sweet,sweet,dulce,dulce,bišĩ,Jicy,133
180,sweet,sweet,dulce,dulce,biši,Jict,133
180,sweet,sweet,dulce,dulce,biši,PinN,133
180,sweet,sweet,dulce,dulce,biši,PinL,133
180,sweet,sweet,dulce,dulce,biši,Colo,133
180,sweet,sweet,dulce,dulce,biši,Nuti,133
180,sweet,sweet,dulce,dulce,bišĩ,Ixty,133
180,sweet,sweet,dulce,dulce,biši,Cris,133
180,sweet,sweet,dulce,dulce,wiši,Lor,133
180,sweet,sweet,dulce,dulce,wiši,Mech,133
180,sweet,sweet,dulce,dulce,wiši,Huaz,133
180,sweet,sweet,dulce,dulce,bišĩ,Jam,133
180,sweet,sweet,dulce,dulce,wiši,Chay,133
180,sweet,sweet,dulce,dulce,biši,ChayC,133
180,sweet,sweet,dulce,dulce,sa-viši,ChayD,133
180,sweet,sweet,dulce,dulce,wiši,Tut,133
180,sweet,sweet,dulce,dulce,wiši,Acat,133
180,sweet,sweet,dulce,dulce,widi,Tepo,133
180,sweet,sweet,dulce,dulce,widi,Tida,133
180,sweet,sweet,dulce,dulce,widĩ,Til,133
180,sweet,sweet,dulce,dulce,bidĩ,Diux,133
180,sweet,sweet,dulce,dulce,bidi,Nuxi,133
180,sweet,sweet,dulce,dulce,(xa)-widi,Nuxa,133
180,sweet,sweet,dulce,dulce,widi,TamJ,133
180,sweet,sweet,dulce,dulce,bidi,Yuta,133
180,sweet,sweet,dulce,dulce,bídí,Peño,133
180,sweet,sweet,dulce,dulce,widi,Este,133
180,sweet,sweet,dulce,dulce,widi,Cui,133
180,sweet,sweet,dulce,dulce,bidi,Jalt,133
180,sweet,sweet,dulce,dulce,bidi,Adeq,133
180,sweet,sweet,dulce,dulce,bidi,Cant,133
180,sweet,sweet,dulce,dulce,biyi,Ynam,133
180,sweet,sweet,dulce,dulce,xa-widi,Soy,133
180,sweet,sweet,dulce,dulce,(so)widi,Chic,133
180,sweet,sweet,dulce,dulce,widi,Ixtl,133
180,sweet,sweet,dulce,dulce,widi,Apas,133
180,sweet,sweet,dulce,dulce,widi,Apoa,133
180,sweet,sweet,dulce,dulce,bidi,Ndua,133
180,sweet,sweet,dulce,dulce,widi,Joco,133
180,sweet,sweet,dulce,dulce,widi,Cuya,133
180,sweet,sweet,dulce,dulce,widi,Cuau,133
180,sweet,sweet,dulce,dulce,bidĩ,Coat,133
180,sweet,sweet,dulce,dulce,*wisi̡,P-Mixtec,133
180,sweet,sweet,dulce,dulce,biši,Mont,133
180,sweet,sweet,dulce,dulce,biši,Nuch,133
180,sweet,sweet,dulce,dulce,biši,Aten,133
180,sweet,sweet,dulce,dulce,bihi,Yucq,133
180,sweet,sweet,dulce,dulce,biha,Yucñ,133
180,sweet,sweet,dulce,dulce,biši,Guad,133
180,sweet,sweet,dulce,dulce,biši,Flor,133
180,sweet,sweet,dulce,dulce,bidi,Amat,133
180,sweet,sweet,dulce,dulce,widi,Zap,133
180,sweet,sweet,dulce,dulce,widi,Cac,133
180,sweet,sweet,dulce,dulce,biši,Ndo,133
180,sweet,sweet,dulce,dulce,ᵐbidi,Ixtp,133
180,sweet,sweet,dulce,dulce,bidi,Mic,133
180,sweet,sweet,dulce,dulce,widi,Tepj,133
180,sweet,sweet,dulce,dulce,widi,Cos,133
180,sweet,sweet,dulce,dulce,widi,Chaz,133
180,sweet,sweet,dulce,dulce,bidi,Tot,133
180,sweet,sweet,dulce,dulce,widi,Ton,133
180,sweet,sweet,dulce,dulce,bidi,Jer,133
180,sweet,sweet,dulce,dulce,bìdì,Xay,133
180,sweet,sweet,dulce,dulce,tnã-bidi,Tlal,133
180,sweet,sweet,dulce,dulce,widi,Chig,133
180,sweet,sweet,dulce,dulce,vīši,Ayut,133
180,sweet,sweet,dulce,dulce,wiši,Yolx,133
180,sweet,sweet,dulce,dulce,ƀisi,Alac,133
180,sweet,sweet,dulce,dulce,ƀìšì,Metl,133
180,sweet,sweet,dulce,dulce,ƀiši,Coi,133
180,sweet,sweet,dulce,dulce,ƀiši,Per,133
180,sweet,sweet,dulce,dulce,wiši,Cuat,133
180,sweet,sweet,dulce,dulce,wisi,Cah,133
180,sweet,sweet,dulce,dulce,wiši,Alco,133
180,sweet,sweet,dulce,dulce,wiši,Cruz,133
180,sweet,sweet,dulce,dulce,ƀiši,Durz,133
180,sweet,sweet,dulce,dulce,ñã-ƀīšī,Teco,133
180,sweet,sweet,dulce,dulce,ƀiši,Juxt,133
180,sweet,sweet,dulce,dulce,ƀiši,ChaP,133
180,sweet,sweet,dulce,dulce,ñã-ƀìšì,Yuco,133
180,sweet,sweet,dulce,dulce,ƀišĩ,Mix,133
180,sweet,sweet,dulce,dulce,ƀiši,Tejc,133
180,sweet,sweet,dulce,dulce,ƀušu,Rey,133
180,sweet,sweet,dulce,dulce,ƀìšì,TlaM,133
180,sweet,sweet,dulce,dulce,kʷiʔi,SilP,133
180,sweet,sweet,dulce,dulce,ñã-ƀiši,IxpN,133
180,sweet,sweet,dulce,dulce,ƀiθi,SilM,133
180,sweet,sweet,dulce,dulce,ƀiθi-panela,TamS,133
180,sweet,sweet,dulce,dulce,ƀiθi,Ahue,133
180,sweet,sweet,dulce,dulce,ñã-ƀiši,Mor,133
181,salty,salty,salado,salado,*oʔwe,P-Mixtec,47
181,salty,salty,salado,salado,aše,Numí,47
181,salty,salty,salado,salado,uʔwa,Achi,47
181,salty,salty,salado,salado,uʔwa,Yuca,47
181,salty,salty,salado,salado,uʔwa,Teit,47
181,salty,salty,salado,salado,uʔwa,Moli,47
181,salty,salty,salado,salado,uʔuwa,Tlac,47
181,salty,salty,salado,salado,ʔùʔuà,Oco,47
181,salty,salty,salado,salado,ʔùʔwà,Yuci,47
181,salty,salty,salado,salado,ʔùʔwà,Nuyo,47
181,salty,salty,salado,salado,uʔvā,Atat,47
181,salty,salty,salado,salado,uʔā,Mig,47
181,salty,salty,salado,salado,uʔa,Chal,47
181,salty,salty,salado,salado,uba,Verd,47
181,salty,salty,salado,salado,uʔba,Yoso,47
181,salty,salty,salado,salado,uʔba,Itun,47
181,salty,salty,salado,salado,uʔwa,Yolt,47
181,salty,salty,salado,salado,uʔwa,Sind,47
181,salty,salty,salado,salado,aa,Pied,47
181,salty,salty,salado,salado,uʔwa,Pied,47
181,salty,salty,salado,salado,uʔwe,Huit,47
181,salty,salty,salado,salado,uʔa,Tlaz,47
181,salty,salty,salado,salado,uʔba,Zac,47
181,salty,salty,salado,salado,uʔwa,Sayu,47
181,salty,salty,salado,salado,uʔwa,Tept,47
181,salty,salty,salado,salado,uʔwa,Atoy,47
181,salty,salty,salado,salado,uʔba,Jicy,47
181,salty,salty,salado,salado,uʔba,Jict,47
181,salty,salty,salado,salado,uʔwa,PinL,47
181,salty,salty,salado,salado,uʔba,Colo,47
181,salty,salty,salado,salado,uʔba,Ixty,47
181,salty,salty,salado,salado,uʔwa,Lor,47
181,salty,salty,salado,salado,uʔwa,Mech,47
181,salty,salty,salado,salado,uʔwa,Huaz,47
181,salty,salty,salado,salado,uʔba,Jam,47
181,salty,salty,salado,salado,uʔwa,Chay,47
181,salty,salty,salado,salado,ùʔvà,ChayD,47
181,salty,salty,salado,salado,uʔwa,Tut,47
181,salty,salty,salado,salado,uʔwa,Acat,47
181,salty,salty,salado,salado,uʔwa,Tepo,47
181,salty,salty,salado,salado,ede,Tida,47
181,salty,salty,salado,salado,uʔa,Tida,47
181,salty,salty,salado,salado,ede,Til,47
181,salty,salty,salado,salado,aa,Nuxi,47
181,salty,salty,salado,salado,aa,Nuxa,47
181,salty,salty,salado,salado,uʔa,TamJ,47
181,salty,salty,salado,salado,úʔá,Peño,47
181,salty,salty,salado,salado,uʔa,Este,47
181,salty,salty,salado,salado,uʔa,Cui,47
181,salty,salty,salado,salado,ada,Soy,47
181,salty,salty,salado,salado,ada,Chic,47
181,salty,salty,salado,salado,aa,Ixtl,47
181,salty,salty,salado,salado,ada,Apas,47
181,salty,salty,salado,salado,sa-ñĩĩ,Apoa,47
181,salty,salty,salado,salado,u(ʔ)wa-ñĩĩ,Joco,47
181,salty,salty,salado,salado,ñe͂-ñɨ͂ɨ͂,Cuya,47
181,salty,salty,salado,salado,uʔwe,Cuya,47
181,salty,salty,salado,salado,ñe͂-ñɨ͂ɨ͂,Cuau,47
181,salty,salty,salado,salado,uʔwe,Cuau,47
181,salty,salty,salado,salado,de-ñɨ͂ɨ͂,Coat,47
181,salty,salty,salado,salado,ʔeʔva,Nuch,47
181,salty,salty,salado,salado,ʔiʔʸa,Aten,47
181,salty,salty,salado,salado,ʔuʔva,Yucñ,47
181,salty,salty,salado,salado,ʔiaʔa,Guad,47
181,salty,salty,salado,salado,ʔwaʔa,Zap,47
181,salty,salty,salado,salado,owaʔa,Cac,47
181,salty,salty,salado,salado,uʔa,Tepj,47
181,salty,salty,salado,salado,uʔa,Cos,47
181,salty,salty,salado,salado,uʔa,Chaz,47
181,salty,salty,salado,salado,uʔa,Ton,47
181,salty,salty,salado,salado,ùʔà,Xay,47
181,salty,salty,salado,salado,uʔwa,Chig,47
181,salty,salty,salado,salado,ada-(neutral),Chig,47
181,salty,salty,salado,salado,ūʔva,Ayut,47
181,salty,salty,salado,salado,uʔwa,Yolx,47
181,salty,salty,salado,salado,ʔuʔva,Coi,47
181,salty,salty,salado,salado,ʔoʔva,Per,47
181,salty,salty,salado,salado,yoʔwa,Cuat,47
181,salty,salty,salado,salado,yoʔwa,Cah,47
181,salty,salty,salado,salado,(ñã)-uʔwa,Alco,47
181,salty,salty,salado,salado,uʔwa,Cruz,47
181,salty,salty,salado,salado,ʔuʔwa,Durz,47
181,salty,salty,salado,salado,ʔuʔva,Teco,47
181,salty,salty,salado,salado,uʔba,Juxt,47
181,salty,salty,salado,salado,ʔùʔwà,Yuco,47
181,salty,salty,salado,salado,ùʔvà,Mix,47
181,salty,salty,salado,salado,ʔoʔa,Rey,47
181,salty,salty,salado,salado,ʔoʔva,TlaM,47
181,salty,salty,salado,salado,ʔiʔva,IxpN,47
181,salty,salty,salado,salado,oʔba,SilM,47
181,salty,salty,salado,salado,žiʔva,TamS,47
181,salty,salty,salado,salado,ʔoʔva,Ahue,47
181,salty,salty,salado,salado,oʔba,Mor,47
182,bitter,bitter,amargo,amargo,*owe,P-Mixtec,29
182,bitter,bitter,amargo,amargo,uwa,Numí,29
182,bitter,bitter,amargo,amargo,uwa,Achi,29
182,bitter,bitter,amargo,amargo,uwa,Yuca,29
182,bitter,bitter,amargo,amargo,(ku)-uwa,Teit,29
182,bitter,bitter,amargo,amargo,uwa,Moli,29
182,bitter,bitter,amargo,amargo,uwa,Tlac,29
182,bitter,bitter,amargo,amargo,ʔùbà,Oco,29
182,bitter,bitter,amargo,amargo,ʔùbà,Yuci,29
182,bitter,bitter,amargo,amargo,ʔùwà,Nuyo,29
182,bitter,bitter,amargo,amargo,ubā,Atat,29
182,bitter,bitter,amargo,amargo,uā,Mig,29
182,bitter,bitter,amargo,amargo,ua,Chal,29
