ID,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188
Yuta,,dau,,žuu,kɨ͂mɨ͂,Nnũmĩ,lũʔme͂,ñũme͂,dĩNnĩ,Nnũʔũ,žaNnĩ,,idu,de͂ʔe͂,diko,dita,,,ito,io,,ⁿduči,ⁿdute,yute,ⁿdeʔžu,,ũnĩ,,ũʔũ,,kũñũ,(tɨ)kʷeʔe,[ñe͂ʔe͂],uša,žuʔa,kɨtɨ,,ⁿdɨbɨ,ɴnĩũ,nɨ͂ñɨ͂,žɨbɨ,ñɨ͂ɨ͂,ñũnũ,žašĩ,žɨxɨ͂,,,,,ɴnĩũ,kači,tači,tee,tɨ kute,iɴnũ,[kaxa],tɨ kʷe͂ñĩ,ⁿdetu,teʔžu,ɴnɨ͂ɨ͂,,ⁿda tibi,,,,kaʔnũ,duʔxũ,kiši,ⁿdɨkɨ,,,[tɨ ⁿduu],,,kʷia,,ⁿdakʷa,,kʷãã,tɨku,kʷido,(-xã),,,,nũnĩ,[ⁿdɨka],[de͂ʔɴne͂],[ⁿda kãã],ũnã,,,daba,ⁿdoo,,ⁿdɨdi,ⁿdudi,či leʔe,,ñã žɨbɨ,ñũũ,ñũʔmã,šeši,,,ñũʔũ,ĩñũ,ɴnɨ͂ñɨ͂,,žuše,daʔža,,,či,me͂e͂,baši,,bilu,,žeʔe,že͂ʔⁿde,šãʔũ,[tiši],uši,biši,[čau],,dɨbɨ,[kakau],doʔo,,[kadi],,bidi,,,žuʔu,ⁿdaʔu,uu,,,,[čoto],,ⁿdɨʔžɨ,kãʔⁿdi,,tɨ daa,laʔba,,,,,luči,[ⁿduu],[nã ⁿduu],[nũ ⁿdaa],nã ⁿde,kʷido,,,kʷeʔe,[nĩnĩ],kʷee,beʔe,,,,težu,itu,iku,[ɨ͂ᵑɡa],,,,žuu,,žuʔu,,,,,,,kĩnĩ,kʷe͂ñɨ͂,,bee,
Peño,,dáú,žau,žùù,kũ᷄́mĩ́,tnṹmĩ̀,lũʔmã,ñṹmã́,dĩ́Nnĩ́,tnũʔũ,žàtnĩ̀,žutnũ,īdū,de͂́ʔe͂́,dīkō,dítá,ⁿdùsà,[kùʔù ⁿdùù],šítò,šíó,kʷeči,ⁿdùčì,ⁿdùtè,žute,ⁿdéʔžú,ñã̄nĩ̄,ṹnĩ́,nṹʔũ̀,ʔṹʔṹ,úá,kũ̄ñũ̄,(tɨ̀)kʷèʔē,kʷãʔã,ʔúsá,žúʔá,kɨ̀tɨ̀,ⁿdɨ̀ʔɨ̀,ⁿdɨ́ú,tnɨ͂́ñṹ,nɨ͂́ñɨ͂́,žɨ̀ɨ̀,ñɨ͂́ɨ͂́,ñũ̀nũ̀,žàšĩ̀,žɨ̀kɨ͂̀,žɨ̄žɨ̄,ⁿdežu,úʔá,díkṹ,čĩ̀ũ̄,káčí,táčí,téè,tɨ́ kùtē,šítnṹ,satnũ,tɨ kʷeñũ,kùù ⁿdètù,teʔžú,tnɨ͂̀ɨ͂̀,túčì,tɨ́ú,too,ší tóʔó,[sanĩ],kàʔnũ̄,dúkṹ,kìšì,ⁿdɨ̀kɨ̀,kóó,[ne͂̀ʔe͂̀],žùkù,žakũ,žàkʷà,kʷíá,dɨ́kʷá,ⁿdàkʷà,kʷĩ́ʔnã́,kʷã̀ã̄,tɨ́kù,kʷìdò,žakã,nínṹ,nĩ̄ũ̄,ʔĩ̀ʔnĩ̀,nṹnĩ́,[žɨ̀kɨ̀ (nãʔã)beʔe,ne͂̄ʔe͂̄,nũ̀ne͂̄,ʔṹnã́,tɨ́ nã̀nã̀,ⁿǰīči,dàbà,ⁿdóó,kɨ́dɨ̀,ⁿdīdī,ⁿdūdī,číí lēʔē,[žètè]/žòkò,ñã́ žɨ̀ù,ñũ̄ũ̄,ñṹʔmã́,šèšī,[dĩ̀ʔà]/tádṹ,[ⁿdáá]/ⁿdìsà,ñũ̄ʔũ̄,ĩ̀ñũ̀,čĩ̀ĩ̄,ñã́mã́,žùšã̀,déʔè,[kʷe ditnĩ],báʔà,čìì,me͂e͂,béšì,mĩ̀ʔĩ̀,[mĩ́čì],bĩ́ʔⁿdé,sáʔá,se͂̀ʔⁿdē,sã́ʔṹ,šɨ̄tɨ̄,úší,bíšì,[ⁿdísá]/čàū,dɨ͂ʔñɨ͂,dɨ̀ū,[kàkàū],loʔo,[waʔa šeši],ⁿdedɨ,ida,bídí,[žāčī]/bìtná̡,žāū,žùʔū,ⁿdàʔū,ʔúú,[ⁿǰàkʷà],kèē,káʔžú,tnɨ͂̀ñɨ͂̀,[čṹʔṹ]/kʷĩ̀ñũ̀,ⁿdɨ́ʔžɨ̀,kã̀ʔⁿdɨ̄,kóó žã́ʔⁿǰí,tɨ́ lāā,lāʔbā,le͂̀ⁿdù,lēlē,ⁿdàsã̀,ⁿdɨ̀ʔù,líʔlì,[ⁿduu],nã́ʔã̀mã̀/nãmã,[ⁿdaa]/žodo,[nã́ sòò],kʷìdò,[tà kóó],[kòlā]/ⁿdéká,kʷéʔé́,kùù ⁿdèʔè,kʷèē,bèʔè,ⁿǰìkà,ⁿǰìkō,ⁿdíšĩ́,[šìlā]/težu,ītū,ìkù,tùkù,kúká,kàku,túʔà,žúú,žuʔu,žúʔú/-í,žùžù,[kúʔú],[šiči],[kàrsònī],dútú,tũ̄nĩ̄,kĩ̄nĩ̄,kʷe͂́ñũ̀,tāžā,béè,ĩ̀nũ̀
Este,,dau,žau,žuu,kũmĩ,tũmĩ,lũʔme͂,ñũme͂,dĩtnĩ,tũʔũ,žatnĩ,žutnũ,idu,de͂ʔe͂,diko,dita,ⁿdusa,[ñã kũʔⁿdu],šito,šio,kʷeči,ⁿduči,ⁿdute,žute,ⁿdeʔžu,ñãnĩ,ũnĩ,nũʔũ,ũʔũ,ua,kũñũ,kʷeʔe,kʷãʔã,usa,žuʔa,kɨtɨ,ⁿdɨʔɨ,ⁿdɨwɨ,tnĩũ,nɨ͂ñɨ͂,žɨɨ,ñɨ͂ɨ͂,ñũnũ,žaši,,žɨžɨ,ⁿdežu,uʔa,dikũ,tnĩũ,kači,tači,tee,tɨ kute,šitnũ,šatnũ,ši kʷeñũ,ⁿdetu,teʔžu,tnɨ͂ɨ͂,tuči,tɨwɨ,too,ši toʔo,[sanĩ],kaʔnũ,dukũ,kiši,ⁿdɨkɨ,koo,[kʷeʔe]/kinĩ,[čɨɨ]/žuku,žakũ,žakʷa,kʷia,dikʷa,ⁿdakʷa,[ñã duʔu]/sa kʷĩʔnã,kʷãã,ⁿdaa tɨkʷɨ,kʷido,žakã,[ⁿǰiʔi],nɨ͂ɨ͂ nĩũ,ĩʔnĩ,nũnĩ,[ⁿǰika],ne͂́ʔe͂́,[ⁿǰii]/nũne͂,ũnã,tɨ nãnã,ⁿdiči,dawa,ⁿdoo,kɨdɨ,ⁿdɨdi,ⁿdudi,či leʔe,žoko,ñã žɨwɨ,ñũũ,ñũʔme͂,saši,[žaʔa]/[dĩʔñã]/tadũ,ⁿdisa,ñũʔũ,ĩñũ,tnɨ͂ñũ,ñãmã,žasã,daʔža,dayu,waʔa,či,,weši,mĩʔĩ,[mĩči],wīʔⁿde,saʔa,xe͂́ʔⁿdē/se͂́ʔⁿdē,sãʔũ,šɨ̄tɨ̄,uši,wiši,[čau],(nũ) dɨ͂ʔɨ͂,dɨwɨ,dɨʔwa,doʔo,,ⁿdedi,ida,widi,ta wii/witnã,žau,žuʔu,ⁿdaʔu,uu,ⁿdɨ lũʔme͂,kee,kaʔžu,tnɨ͂ñɨ͂/[čoto],[ne͂ñũ],ⁿdɨʔžɨ,kãʔⁿdɨ,koo žãʔⁿǰi,tɨ daa,laʔwa,le͂ⁿdu,lele,ⁿdasã,ⁿdɨʔwɨ,liʔli,[ⁿduu],ãmã,žodo,[nãã],ⁿǰido,[tɨ dita],,kʷeʔe,ⁿdiʔa,kʷee,weʔe,ⁿǰika,ⁿǰiko,ⁿdiši,težu,itu,iku,tuku,kuka,kaku,tuʔa,žuu,žuʔu,žuʔu,žužu,[kuʔu],žukũ,,dutu,[xer̃u]/tnũnĩ,kĩnĩ,kʷe͂ñũ,ⁿda taža,wee,ĩnũ
Cui,,dawi/dabi,žabi,žuwi/žubi,kũmĩ/kɨ͂mĩ,tũmĩ,dũʔmã,ñũmã,dĩNnĩ,Nnõʔõ,,yutnũ,idu,dãʔã,[sãʔã-ši],dita,ⁿdusa,,šito,šio,,ⁿduči,ⁿduȼa,šuȼa/žuȼa,ⁿzaʔyu/ⁿzaʔžu,ñãnĩ,õnĩ,nõʔõ,ũʔũ,,kõñõ,kʷaʔa,kʷãʔã,usa,[ilɨ],kiti,ⁿdiʔi,ⁿdɨwɨ,tĩñũ,nĩ̀ĩ̀,ii,ĩĩ/ɨ͂ɨ͂,ñõnũ/ñõnõ,šaši/žaši,iši/ixi,[ti mãʔã],,uʔa,,čĩñõ,kači,tači,ȼee,,šiɴnõ,saɴnũ,ti xʷɨ͂ɨ͂,,saʔžu,tnĩĩ,,tiwi,,,,kaʔnõ,dɨxɨ͂,kuši,ⁿdiki,koo,,žuku,žaki,,kʷia,,ⁿdakʷa,,xʷãã,kiku,kʷido,žuxʷã,,,ĩʔnĩ,nũnĩ,,ñãʔã,[ⁿdika],ũnã,,,dawa,ⁿdoo,kidi,ⁿdɨdi,ⁿdudi,či leʔe,,nĩwi,ñõõ,ñũʔmã,šaša,,,ñõʔõ,ĩñõ,ĩĩ,,yasa,deʔe,,waʔa,,mãã,basi,,[mĩci],wĩʔⁿza,saʔa,sãʔⁿza,sãʔũ,šiti,uši/ɨši,wiši,ⁿdísã,ti dĩʔĩ,[nãnĩ],diʔwa,doʔo,,ⁿžadi,[žuȼa],widi,wiȼa,,žuʔwi,ⁿdaʔbi,ubi,,kee,,,,ⁿdiʔi,kãʔɴnĩ,,tɨ daa,tʸaʔwa,dãⁿdu,,,,lɨʔlɨ,[ⁿdubi/ⁿduu],nãmã,,nã ⁿdisa,ⁿǰido,,,kʷeʔe,ⁿǰeʔi,kʷee-nĩ,weʔe,ⁿǰika,ⁿǰiko,,čaži,itu/itɨ,iku,,kʷika,kaku,,žuu,žuʔu,čuʔu,žužu,[kuʔu/[kɨʔɨ],,,,,kũnĩ,[ardiya],,wee,
Soso,,,žai,,kũũ,,,,,,,,,dãʔã,,,,,,,,,,,,,,,,,,,,,,kiti(tata),,ⁿdiwi,ti ʔĩñũ,,,,,žaši,žikũ,,,,,,,,ȼee,,,,,,,,,,,,,,,,,,,,,žakʷa,kʷia,,,,,,,,,,ĩʔnĩ,,,,,,ti loo,,,,,,,,žoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ⁿǰaaʔ/ⁿzaaʔ,,weʔe,,,,,,,,,,,žuu,,[wĩĩⁿsu],,,,,,,šĩnĩ,,,,
Jalt,,dabi,,žuu,kũũ,[šaʔa],dũʔã,,dĩ(ʔ)nĩ,[daʔi],[žaʔa],žũnũ,idu,dãʔã,,dita,,,[kama],šio,,ⁿduči,ⁿdusa/ⁿduša,žusa,,,ũnĩ,nũʔũ,õʔõ,,kõñõ,kʷaʔa,[šãʔã],uša,žuʔa,(-tɨ)/kiti,,ⁿdebe,ti ʔĩñũ,nĩñĩ,žɨɨ,ñĩĩ,ñũnũ,žaši,žikĩ,[ñãñã],,,,nĩũ,kači,tači,sa žɨɨ/se žɨɨ,[ti ⁿduu],šĩnũ/šĩʔɴũ,[kaxa],[ti uʔkũ],yatu/ⁿdatu,saʔžɨ/saʔyu,ne͂e͂,,tebe/tɨbɨ,,,, kaʔnũ,dukũ,kii,ⁿdɨkɨ/ⁿdeke,,,žuku,,,kʷia,,ⁿdakʷa,,kʷãã,kiku,kʷido,žuxʷã,,,,nũnĩ,[ⁿdoʔo],[dãʔnã/dãʔtnã],[kãã],ũnã,,,daba,ⁿdoo,,[aɡʷardʸente],ⁿdudi,ti deʔye,,ñã žibi,ñũũ,ñũʔã/yũʔmã,[šãã]/saši,,,ñũʔũ,ĩñũ,tĩnĩ/ti nĩñɨ͂,,žušã,daʔa,,,,me͂e͂,baši,,bilu,,šaʔa,šãʔⁿsa,sãʔũ,šiti,uši,biši,ⁿǰisa,,[nãnĩ],deʔba,doʔo,,[kadi],,bidi,,,žuʔu,ⁿdaʔbi,uu,,,,ti nĩñĩ,,[ti ũʔũ],kãʔⁿdi,,tɨ daa,[či lekʷe],,,,,luči,kii/kibi,[nã kii],žodo,[nãča]/nãⁿǰa,kʷido,,,kʷeʔe,ⁿžaa-ⁿdo,kʷee,beʔe,,,,[banku],itu,iku,[e͂ᵑɡa buelta],,,,žuu,,žuʔu/[me͂su],,,,,,,kũnĩ,[labiči],,bee,
Adeq,,dai/dawi,žai/žabi,žuu,kũũ,Nnũũ,dũʔã,ñũã,dĩ(ʔ)nĩ,Nnũʔũ,žãʔnĩ/žãʔNnĩ,žũNnũ/žũʔNnũ,idu,dãʔã,[sãʔã]/diko,dita,[ta baši],dusã(sã),šito,šio,kʷači,ⁿduči,ⁿduča,žuȼa/žuča,ⁿyaʔi/ⁿčaʔi,ñãnĩ,ũnĩ,nũʔũ,ũʔũ,ua,kũñũ,kʷaʔa,[sãʔã]/kʷãʔã(-ȼa),usa,žuʔa,kiti,,ⁿdebe,,nĩĩ,žee,ñĩĩ,ñũnũ,žaši,žikũ,,,,,ɴnĩũ,kači,tači,ȼee,,šĩʔɴũ,[kaxa],,ⁿyatu/ⁿsatu,saʔi,ɴnĩĩ,,tebe,,,, kaʔnũ,[kʷežu],kiši,ⁿdeke,,,žuku,,,kʷia,,ⁿdakʷa,,kʷãã,kiku,kʷido,žukã,,,,nũnĩ,,[dãɴnã],[kãã],ũnã,,,daba,ⁿdoo,,[aɡʷardʸente],ⁿdudi,ti deʔe,,ñã žii,ñũũ,ñũʔũ,sa(xĩ),,,ñũʔũ,ĩũ,čĩĩ,,yusã,daʔa,,,,bee/bii/mĩĩ,baši,,bilu,,saʔa,sãʔⁿsa,sãʔũ,šiti,uši,biši,ⁿčisa,,,deʔba,doʔo,,[kadi],,bidi,,,žuʔu,ⁿdaʔi,uu,,,,ti ɴnĩ(ĩ),,[ti ũʔũ],[ⁿdaʔba],,tɨ daa,[sapu],,,,,luči,kii,[nã kii],žodo,,kʷido,,,kʷeʔe,,kʷee,beʔe,,,,[banku],itu,iku,,,,,žuu,,[bĩnču],,,,,,,kũnũ,kʷãñũ,,bee,
Cant,,dabi,žabi,žuu,kõũⁿ/kõn,ʔnũũ,dũʔã/[ditu],ñũ·ã/ñũũ,dĩ(ʔ)nĩ/dĩNnĩ,tnũʔũ,[ya],žũʔnũ/žũʔNnũ,idu,dãʔã,,dita,[ta bãnĩ],dusa,šito,šio,,ⁿduči,ⁿdusa/ⁿduča,žuča,ⁿdoʔyo/ⁿdoʔžo,ñãnĩ,ũnĩ/õnĩ,nũʔũ,ũʔũ/õʔõ,ua,kũñũ,kʷaʔa,[sãʔã]/kʷãʔã(-ⁿsa),usa,žuʔa,kiti,,ⁿdɨbɨ,ti ʔĩñũ,nĩñĩ,žɨɨ,ñĩĩ,ñũnũ,žaši,žɨkũ,,,,,,,[šia],ȼee/see,ti kuča,šĩʔnũ,[kaxa],tɨ kʷãñũ,ⁿyatu,saʔa,ʔne͂e͂,,tebe,,,, kaʔnũ,dukũ,kiši,ⁿdɨkɨ,,,žuku,,,kʷia,,ⁿdakʷa,,kʷãã,,kʷido,žuxʷã,,,,nũnĩ,[paree],,[kãã],ũnã,,,daba,ⁿdoo,,,ⁿdudi,ti deʔñũ ,,ñã žibi,ñũũ,ñũʔã,sa(sa),,,ñũʔũ,ĩñũ,čĩĩ,,žusã,daʔa,,,[sa kʷaa],dii/bii/ee,ba(ši),,bilu,,saʔa,sãʔⁿsa,sãʔã,siti/šiti,uši,biši,ⁿčisa,,[nãnĩ],dɨʔba,doʔo,,[kadi],,bidi,,,žuʔu,ⁿdaʔbi,uu,,,,ti ʔnĩñĩ,,[ti ũʔũ],[kato],,tɨ daa,,,,,,luči,kibi,[nã kii],žodo,nãⁿsa,kʷido,,,kʷeʔe,,kʷee,beʔe,,,,[banku],itu,iku,tuku,,,,žuu,,[me͂e͂-da],,,,,,,[šĩnũ ñãsi],či kʷãñũ,,bee,
Lobo,,dabi,žabi,žuu,kũũ(n),tnũũ/Nnũũ,duʔã,ñũmã/ñũã,dĩNnĩ,[kãʔã-ndo],žãʔnĩ/žãnĩ,žũʔnũ/šũʔnũ,idu,dãʔã,[sãʔã-ši],dita,[kãnã šiši]/ⁿdusa,dũsã,šito,šio,,luči,,šuȼa/žuȼa,ⁿsaʔyu,ñãnĩ,ũnĩ,nũʔũ,ũʔũ,ua,kũñũ,kʷaʔa,kʷãʔã(-ši),usa,žuʔa,,,ⁿdɨbɨ,ti ʔĩñũ,,žɨɨ,ñĩĩ,ñũnũ,žaši,žɨkɨ͂,[to mãʔã],,,,nĩñũ/nĩũ,,,čee/čii žɨɨ,[ti ⁿduu],,,[sankudu],ⁿsatu,ȼaʔžɨ,,,,,,,,,[nã xaʔa-ši,,,[kʷiʔa],žuku,,,kʷia,dukʷa,,[xaʔbiči],,tɨku,,,,nĩ nĩũ,ĩʔnĩ,nũnĩ,,[ⁿdãʔnã],nõnã,,,,,,,,ⁿdudi,ti deʔe,žoko,ñã žebi,ñũũ,ñũʔũ,xaši,,,ñũʔũ,ĩñũ,čĩĩⁿ,,žuȼã,,kʷe dažu,,,mĩĩ,,mĩʔĩ,,,,,sãʔũ,šiti kʷači,uši,,,,[nãnũ],,,,,,,biʔnã,,žuʔu,,,,,,nĩñĩ,,[či ũʔũ],[katu],,daa,,,,,,xa luči,,,žodo,,čido,,,,nã ši ⁿsaʔa,,,,,,[banku],itu,,,kukʷa,,,žuu,žuʔu,[mĩnsü],,žuku,[surku],[kalsõnĩ],,[kaa],[kũʔĩ nũnĩ-ši],,,,
Ynam,,,žau,,,,,,dĩ(ʔ)nĩ,,,,,,,dita,,,,,,,ⁿduča,,,,ũnĩ,,,,,,kʷãʔã,,,,,,,,,,,žaši,,,,,,,,,,,,,,,,,,tibi,,,,,dũⁿɡu,,,,,[ti ⁿduu]/žuku,,,,,,,,,,,,,,nũnĩ,,,,,ti nãnã,,,,kii,,ⁿdudi,,,,,,,,,,,,,,,,,,,baši,,,,šaʔa,,,šiti,,,,,,,,,,,biyi,,,,,uu,,[kãnã],,,,,,,,,,,,,luči,,,žodo,,,,,,,,,,,,,,,,,,,žuu,žuʔu,,,,,,,,,,,,
Soy,,(kũũ)dawi,žawi,žúú,kũũ/kõõ,tnũũ/tnõõ,dũʔmã,ñõmã,dĩtnĩ,tnõʔõ,žãtnĩ,žutnũ,idu,dãʔã,diko,dita,[kãnã nĩʔĩ],dusa,,šiyo,kʷači,ⁿduči,ⁿduca,žua,ⁿzaʔyu,ñãnĩ,õnĩ,nõʔõ,õʔõ,uwa,kõñõ,kʷaʔa,kʷãʔã,usa,žuʔwa,ti(tata),ⁿdeʔe,ⁿdewe,ti ĩñũ/ti ĩñõ,nĩ́ñĩ̀,žee,ñĩ̀ĩ̀,ñõnõ,žaši,,[to mãʔã],ⁿzayu,[ada],[dõʔnõ/dũʔnũ],tnĩõ/tnĩũ,kači,tači,xa žee/či žee,ti kuȼa,šitnõ/šitnũ,satnõ,[to šoⁿǰaa],ⁿzatu,ȼaʔyu,tnĩĩ,tuči,tewe ⁿzaa,too,,xakã,kaʔnõ/kaʔnũ,dukũ,(xa-)kee-ȼa,ⁿdeke,koo,[kʷiʔ(y)a],žuku,žakũ,žakʷa,kʷiya/kʷia,dukʷa,ⁿdakʷa,sa ka kiʔya,kʷãã,nã keku,kʷido,ñãã/ñũũ,[xaʔa],nĩñã,ĩʔnĩ,nõnĩ,[ⁿǰika]/[xaa],[datnã],nũnã,õnã/ũnã,ti nãnã,ⁿǰiči,dawa,ⁿdoo,kede,ⁿdede kiši,ⁿdudi,ti deʔe,žókó,ñã žewe,ñõõ,ñõʔmã,xaa,[dĩʔñã]/tadũ,[ⁿdáá]/ⁿǰisa,ñõʔõ,ĩñõ,čĩĩ,,žusã,daʔa,kʷe dayu/kʷe dažu,waʔa/baʔa,[ⁿčaxu],mĩĩ,(ȼa)waši/baši,mĩʔĩ,wilu/bilu,wĩʔⁿza/biʔⁿza,saʔa,(sa)xãʔⁿsa,sãʔũ,šiti kʷači,uši,(xa)wiši/biši,ⁿǰisã,dɨ͂ʔɨ͂,dewe,deʔwa,doʔo,adi,ⁿǰadi/ⁿzadi,ida,xa widi,witñã,žawi,žuʔu,ⁿdaʔwi,uu,ⁿdi dũʔmã,ti kee,da kaʔyu,tnĩñĩ/tne͂ñe͂,kʷĩñõ,tʸũ ⁿdeʔye,[katu]/kãʔⁿdi,koo riãʔⁿǰi,daa,[ⁿdi dekʷe],[tʸabi],(dači)dada,ȼĩũ ⁿdasa,ⁿdeʔwe,xa/či luči,kewe,(ã)nã,žodo,ⁿǰaa,(ȼa) ⁿǰido,[ⁿdʸu diñã],[xa tnĩĩ-ȼa],kʷeʔe,ⁿzaʔa,kʷee,weʔe,,ⁿǰiko,ⁿǰiši,(ti) ȼayu,itu,iku,tuku,kukʷa,kaku,,žuu,žuʔu,[-ⁿzu]/[mĩĩⁿȼi],žužu,žuku,[šiči],[kalsõnĩ],dutu,,sa kuu kũnĩ,kʷãñũ,taya,wee,ĩnõ
Chic,,(kõõ)dawi,žawi,žuu,kũmĩ,tũmĩ,dũʔmã,ñũmã,šiči,tõʔõ,yači/žači,žutu,idu,dãʔã,diko,ita,ⁿdusa,dusa,šito,šiyo,kʷači,ⁿřuči,ⁿřuȼa,žuȼa,ⁿzaʔyu,šãnĩ(-nĩ),ũnĩ,nõʔõ,õʔõ,uwa,kõỹõ,kʷaʔa,kʷãʔã,usa,žuʔwa,ti(tata),ⁿřeʔe,ⁿdiwi,ti ĩỹũ,ne͂̀ñe͂̀,šee,ñĩ̀ĩ̀,ñõnõ,yaši/žaši,,žiži,ⁿzayu,[ada],[dõʔnõ],čõõ,kači,tači,tʸee,ti kuȼa,šitu,satu,ti kʷañũ,ⁿzatu,ȼaʔyu,te͂e͂,tuči,tibi ⁿzaa,,toʔo,saki,kaʔnũ,duku,[ⁿdisa],ⁿreke,koo,,[ti ⁿruu],žakʷi,žakʷa,k°iya,dukʷa,ⁿřakʷa,sa ka kiʔya,kʷãã,nã keku,kʷido,sukʷa,,nĩñũ,ĩʔnĩ,nũnĩ,[ⁿǰika],[daȼa],nũnã,ũnã,ti nãnã,ⁿǰiči,dawa,ⁿr̃oo,kede,ⁿrede kiši,ⁿr̃udi,tika deʔe,žoko,ñã žiwi,ñũũ,ñũʔmã,saa,[dĩʔñã]/tadũ,[ⁿr̃aa]/ⁿǰisa,ñũʔũ,ĩñũ/ĩỹũ,ku čĩĩ,ñãmã,žusa,daʔa,kʷe dayu,waʔa,,me͂e͂,waši,mĩʔĩ,wilu,mĩʔⁿza,saʔa,sãʔⁿza,sãʔũ,kʷiti kʷači,uši,wiši,ⁿǰisa,ti de͂ʔe͂,,θeʔwa,doʔo,adi,ⁿzadi,,(so)widi,wita,žawi,žuʔu,ⁿr̃aʔwi,uwi,či r̃ũʔmã,ti kee,da kaʔyu,te͂ñe͂,kʷĩñũ,ⁿr̃iʔi,[kato]/kãʔⁿdi,koo ñe͂ʔnã,daa,ⁿdi laʔwa,[ti kuyu],(dači)dada,,ⁿdiʔwi,luči,kiwi,ãmã,žodo,[nãã modo],žido,[ⁿdi dĩñũ],ti ⁿzaka,kʷeʔe,ⁿzaʔa,kʷee,weʔe,,ⁿǰiko,ⁿǰiši,ȼayu,itu,iku,[e͂ᵑɡa],kukʷa,kaku,,žuu,žuʔu,[me͂e͂-da],žužu,[kuʔu]/žuku,[šiči],[dõʔnõ kʷiši],dutu,[fʸer̃u],šĩnĩ,kʷãñũ,taya,wee,ĩnũ
Ixtl,,(kũũ)dai,žawi,ž̩úú,kũmĩ,tũmĩ,dũʔmã,ñũmã,diti,tũʔũ,ž̩ati,ž̩utu,idu,dãʔã,diko,dita,ⁿdusa,dusa,,šiyo,kʷači,ⁿduči,ⁿduȼa,žuȼa,ⁿzaʔyu,ñãnĩ,ũnĩ,nũʔũ,ũʔũ,uwa,kũñũ,kʷaʔa,kʷãʔã,usa,žuʔwa,kiti(tata),ⁿdeʔe,ⁿdii,ti ĩỹũ,nĩ̀ñĩ̀,žee,ñĩ̀ĩ̀,ñũnũ,žašĩ,,ž̩iž̩i,ⁿzayu,[aa],[dũʔnũ],tʸũũ,kàčì,tači,tʸee,ti kuȼa,šitu,satu,ti kʷañũ,ⁿzatu,ȼaʔyu,te͂e͂,tuči,tiwi/tii ⁿzaa,too,es toʔo,saki,kaʔnũ,duku,kisa,ⁿdiki,koo,[kʷiʔya],[ti ⁿduu],ž̩akĩ,žakʷa,kʷiya,dukʷa,ⁿdakʷa,sa ka kʷiʔya,kʷãã,kiku,kʷido,žukʷã,nĩnũ,nĩñũ,ĩʔnĩ,nũnĩ,[ⁿǰika],[data],nũnã,ũnã,ti nãnã,ⁿǰiči,dawa,ⁿdoo,kidi,ⁿdidi,ⁿdudi,ti deʔe,ž̩ókó,ñã žii,ỹũũ/ñũũ,ñũʔmã,saa,[dĩʔỹã]/tadũ,[sa ⁿdaa]/ⁿǰisa,ñũʔũ,ĩñũ,čĩĩ,ñãmã,ž̩usa,daʔa,kʷe dai,waʔa,,mĩĩ,[ⁿdisa]/waa,mĩʔĩ,wilu,mĩʔⁿza,saʔa,sãʔⁿza,sãʔũ,šiti kʷači,uši,wiši,ⁿǰisa,de͂ʔe͂,diwi,deʔwe,doʔo,adi,ⁿzadi,[e͂ᵑɡa kii],widi,wita,ž̩ai,ž̩uʔu,ⁿdaʔi,uu,či r̃ũʔmã,ti kee,da kaʔi,ti tĩñĩ,kʷĩñũ,ⁿdiʔi,[katu]/kãʔⁿdi,koo žãʔⁿju,ti daa,[ⁿdi dekʷe],ti leȼa,ⁿduȼa dada,,ⁿdiʔi,(sa) luči,kii,ãmã,ž̩odo,ⁿǰaa,ⁿǰido,[ⁿdi dĩñũ],ti ⁿzaka,kʷeʔe,ⁿzaʔa,kʷee,weʔe,ⁿǰika,ⁿǰiko,ⁿǰiši,(ti) ȼayu,itu,iku,tuku,kukʷa,kaku,,ž̩uu,žuʔu,[-ⁿzu],žužu,žuku,[šiči],satu,dutu,[maⁿča],šĩnĩ,kʷãñũ,taya,wee,ĩnũ
