"ID"	"DOCULECT"	"CONCEPT"	"GLOSS"	"VALUE"	"FORM"	"IDlist"	"CONCEPTICON_ID"	"LOAN"	"LOAN_SOURCE"	"SOURCE"	"FLOATTONE"	"VARIETY_CODE"
12939	"SantaMariaYucuhitiMixtec"	"SMOKE (EXHAUST)"	"humo"	"ñù̧ʔmà̧"	"ñù̧ʔmà̧"	121	778	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
13037	"SantaMariaYucuhitiMixtec"	"GARBAGE"	"basura"	"yàkā"	"yàkā"	122	909	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
13161	"SantaMariaYucuhitiMixtec"	"GOURD BOWL"	"jícara"	"ñȩxi̧"	"ñȩxi̧"	124		"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
13267	"SantaMariaYucuhitiMixtec"	"COFFIN"	"ataúd"	"yàtù"	"yàtù"	126	2011	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
13387	"SantaMariaYucuhitiMixtec"		"hilo"	"yūʔƀē"	"yūʔƀē"	127		"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
13480	"SantaMariaYucuhitiMixtec"	"COMB"	"peine"	"kùkà"	"kùkà"	128	1475	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
13661	"SantaMariaYucuhitiMixtec"	"NETRED"	"red"	"ñū̧nū̧"	"ñū̧nū̧"	131	2963156	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
13793	"SantaMariaYucuhitiMixtec"	"WATER"	"agua"	"nū̧tē"	"nū̧tē"	137	948	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
13915	"SantaMariaYucuhitiMixtec"	"RAIN (PRECIPITATION)"	"lluvia"	"(kú̧ū̧)-sàƀì"	"kú̧ū̧-sàƀì"	138	658	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
14042	"SantaMariaYucuhitiMixtec"	"RIVER"	"río"	"žūƀī"	"žūƀī"	139	666	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
14043	"SantaMariaYucuhitiMixtec"	"RIVER"	"río"	"žùtē"	"žùtē"	139	666	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
14136	"SantaMariaYucuhitiMixtec"		"rocío"	"yúyú"	"yúyú"	140		"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
14257	"SantaMariaYucuhitiMixtec"		"cerro"	"žūkū"	"žūkū"	141		"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
14389	"SantaMariaYucuhitiMixtec"		"llano"	"nū̧ʔvē"	"nū̧ʔvē"	142		"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
14512	"SantaMariaYucuhitiMixtec"	"STONE OR ROCK"	"piedra"	"yùù"	"yùù"	143	857	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
14629	"SantaMariaYucuhitiMixtec"	"COTTON"	"algodón"	"kàčì"	"kàčì"	144	1850	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
14714	"SantaMariaYucuhitiMixtec"		"fierro"	"tū̧nī̧"	"tū̧nī̧"	145		"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
14833	"SantaMariaYucuhitiMixtec"	"BEESWAX"	"cera"	"ñù̧mà̧"	"ñù̧mà̧"	148	1931	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
14958	"SantaMariaYucuhitiMixtec"	"MUD"	"lodo"	"nȩ̄ʔžù"	"nȩ̄ʔžù"	149	640	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
15078	"SantaMariaYucuhitiMixtec"	"FOAM"	"espuma"	"tì̧ñù̧"	"tì̧ñù̧"	150	1768	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
15196	"SantaMariaYucuhitiMixtec"	"RED"	"rojo"	"kʷéʔé"	"kʷéʔé"	152	156	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
15312	"SantaMariaYucuhitiMixtec"	"YELLOW"	"amarillo"	"kʷá̧á̧"	"kʷá̧á̧"	154	1424	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
15435	"SantaMariaYucuhitiMixtec"	"TWO"	"dos"	"ʔùvì"	"ʔùvì"	158	1498	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
15557	"SantaMariaYucuhitiMixtec"	"THREE"	"tres"	"ʔù̧nì̧"	"ʔù̧nì̧"	159	492	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
15683	"SantaMariaYucuhitiMixtec"	"FOUR"	"cuatro"	"kù̧mì̧"	"kù̧mì̧"	160	1500	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
15804	"SantaMariaYucuhitiMixtec"	"FIVE"	"cinco"	"ʔù̧ʔù̧"	"ʔù̧ʔù̧"	161	493	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
15924	"SantaMariaYucuhitiMixtec"	"SIX"	"seis"	"ʔī̧ñū̧"	"ʔī̧ñū̧"	162	1703	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
16044	"SantaMariaYucuhitiMixtec"	"SEVEN"	"siete"	"ʔùšà"	"ʔùšà"	163	1704	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
16160	"SantaMariaYucuhitiMixtec"	"EIGHT"	"ocho"	"ʔù̧nà̧"	"ʔù̧nà̧"	164	1705	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
16279	"SantaMariaYucuhitiMixtec"	"TEN"	"diez"	"ʔùšì"	"ʔùšì"	166	1515	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
16398	"SantaMariaYucuhitiMixtec"	"FIFTEEN"	"quince"	"šā̧ʔù̧"	"šā̧ʔù̧"	167	1709	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
16514	"SantaMariaYucuhitiMixtec"	"POOR"	"pobre"	"ná̧ʔví"	"ná̧ʔví"	169	1674	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
16637	"SantaMariaYucuhitiMixtec"		"frío"	"ƀìxī̧"	"ƀìxī̧"	171		"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
16733	"SantaMariaYucuhitiMixtec"	"HOT"	"caliente"	"ʔī̧ʔní̧"	"ʔī̧ʔní̧"	172	1286	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
16849	"SantaMariaYucuhitiMixtec"		"grande (sg.)"	"káʔnú̧"	"káʔnú̧"	173		"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
16980	"SantaMariaYucuhitiMixtec"		"chico"	"lūlí"	"lūlí"	175		"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
17077	"SantaMariaYucuhitiMixtec"	"GOOD"	"bueno"	"ƀàʔā"	"ƀàʔā"	179	1035	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
17193	"SantaMariaYucuhitiMixtec"	"SWEET"	"dulce"	"ƀìšì"	"ƀìšì"	180	717	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
17289	"SantaMariaYucuhitiMixtec"	"SALTY"	"salado"	"ʔùʔwà"	"ʔùʔwà"	181	1091	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
17378	"SantaMariaYucuhitiMixtec"		"amargo"	"ʔùƀà"	"ʔùƀà"	182		"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
17467	"SantaMariaYucuhitiMixtec"	"TASTY"	"sabroso"	"nù̧ʔū̧"	"nù̧ʔū̧"	183	1813	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
17640	"SantaMariaYucuhitiMixtec"	"LAZY"	"flojo"	"kúší"	"kúší"	186	1564	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
17641	"SantaMariaYucuhitiMixtec"		"floja"	"ⁿda̧nu̧"	"ⁿda̧nu̧"	186		"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
17742	"SantaMariaYucuhitiMixtec"		"feo (de lugar)"	"kini̧"	"kini̧"	187		"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
17743	"SantaMariaYucuhitiMixtec"		"feo (de cosa)"	"nȩ́ʔí"	"nȩ́ʔí"	187		"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
17854	"SantaMariaYucuhitiMixtec"		"está cerca"	"yātī̧"	"yātī̧"	189		"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
17966	"SantaMariaYucuhitiMixtec"	"HEAVY"	"pesado"	"vèī"	"vèī"	191	1210	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
18088	"SantaMariaYucuhitiMixtec"		"resbaloso"	"līʔwɨ́"	"līʔwɨ́"	193		"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
18089	"SantaMariaYucuhitiMixtec"		"lisa, liso"	"lɨ̄ɨ̄"	"lɨ̄ɨ̄"	193		"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
18202	"SantaMariaYucuhitiMixtec"	"SLOW"	"despacio"	"kʷȩ́ȩ́"	"kʷȩ́ȩ́"	194	701	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
18318	"SantaMariaYucuhitiMixtec"	"YESTERDAY"	"ayer"	"ʔīkū"	"ʔīkū"	195	1174	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
18439	"SantaMariaYucuhitiMixtec"	"YEAR"	"año"	"kʷìyà"	"kʷìyà"	196	1226	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
18540	"SantaMariaYucuhitiMixtec"		"ahora"	"ƀita̧"	"ƀita̧"	197		"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
18630	"SantaMariaYucuhitiMixtec"		"toda la noche"	"ⁿdāká-yakʷáā"	"ⁿdāká-yakʷáā"	199		"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
18752	"SantaMariaYucuhitiMixtec"		"día"	"kīwɨ̀"	"kīwɨ̀"	200		"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
18874	"SantaMariaYucuhitiMixtec"		"mitad"	"sāvā"	"sāvā"	202		"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
18995	"SantaMariaYucuhitiMixtec"	"WORKING OR WORK"	"trabajo"	"tīñū̧"	"tīñū̧"	204	1086	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
19114	"SantaMariaYucuhitiMixtec"	"WORD"	"palabra"	"tù̧ʔū̧"	"tù̧ʔū̧"	205	1599	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
19206	"SantaMariaYucuhitiMixtec"	"BLAME"	"culpa"	"kʷàčī"	"kʷàčī"	206	381	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
19327	"SantaMariaYucuhitiMixtec"		"cuándo"	"nȩ́-kíƀɨ̄"	"nȩ́-kíƀɨ̄"	208		"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu12"
5442	"SantaMariaYucunicocoMixtec"	"CHILD (DESCENDANT)"	"hijo/hija"	"sèʔē"	"sèʔē"	5	1801	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
5560	"SantaMariaYucunicocoMixtec"	"BROTHER (OF MAN)"	"hermano de hombre"	"žā̧nì̧"	"žā̧nì̧"	9	559	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
5688	"SantaMariaYucunicocoMixtec"	"MAN"	"hombre"	"tàā"	"tàā"	13	1554	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
5781	"SantaMariaYucunicocoMixtec"	"OWNER"	"dueño"	"ʔīš-tōʔò-nà̧"	"ʔīš-tōʔò-nà̧"	15	1036	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
5868	"SantaMariaYucunicocoMixtec"	"PRIEST"	"sacerdote"	"sùtù"	"sùtù"	16	852	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
5987	"SantaMariaYucunicocoMixtec"	"BLOOD"	"sangre"	"nì̧í̧"	"nì̧í̧"	17	946	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
6081	"SantaMariaYucunicocoMixtec"	"TOOTH"	"diente"	"nù̧ʔū̧"	"nù̧ʔū̧"	22	1380	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
6176	"SantaMariaYucunicocoMixtec"	"MOUTH"	"boca"	"žūžú"	"žūžú"	23	674	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
6291	"SantaMariaYucunicocoMixtec"	"EAR"	"oreja"	"sóʔō"	"sóʔō"	24	1247	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
6411	"SantaMariaYucunicocoMixtec"	"NOSE"	"nariz"	"ʔì̧ští̧"	"ʔì̧ští̧"	25	1221	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
6525	"SantaMariaYucunicocoMixtec"	"NECK"	"cuello"	"sùkú̧"	"sùkú̧"	26	1333	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
6647	"SantaMariaYucunicocoMixtec"		"uña"	"tí̧í̧"	"tí̧í̧"	28		"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
6766	"SantaMariaYucunicocoMixtec"		"tripas"	"čītì"	"čītì"	31		"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
6885	"SantaMariaYucunicocoMixtec"	"FOOT"	"pie"	"sʸàʔá"	"sʸàʔá"	32	1301	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
7003	"SantaMariaYucunicocoMixtec"	"DISEASE"	"enfermedad"	"kʷēʔè"	"kʷēʔè"	33	1986	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
7104	"SantaMariaYucunicocoMixtec"		"hinchazón"	"kʷī̧ñū̧"	"kʷī̧ñū̧"	35		"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
7217	"SantaMariaYucunicocoMixtec"	"PIMPLE"	"grano"	"ⁿdìʔī"	"ⁿdìʔī"	36	1809	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
7333	"SantaMariaYucunicocoMixtec"	"PUS"	"pus"	"lākʷá"	"lākʷá"	37	1808	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
7517	"SantaMariaYucunicocoMixtec"	"SANDAL"	"huarache"	"ʔí-ⁿdìsʸá̧"	"ʔí-ⁿdìsʸá̧"	40		"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
7600	"SantaMariaYucunicocoMixtec"		"calzón, pantalón"	"čātù"	"čātù"	41		"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
7674	"SantaMariaYucunicocoMixtec"	"BLOUSE (WOVEN)"	"huipil"	"šùkù̧"	"šùkù̧"	42		"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
7787	"SantaMariaYucunicocoMixtec"	"TOWN OR VILLAGE"	"pueblo"	"ñu̧ù̧"	"ñu̧ù̧"	43	3609	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
7905	"SantaMariaYucunicocoMixtec"	"HOUSE"	"casa"	"vēʔē"	"vēʔē"	44	1252	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
7996	"SantaMariaYucunicocoMixtec"		"horcón"	"sì̧ʔì̧"	"sì̧ʔì̧"	46		"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
8119	"SantaMariaYucunicocoMixtec"	"MAT"	"petate"	"žūƀí"	"žūƀí"	47	195	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
8236	"SantaMariaYucunicocoMixtec"		"cama"	"ʔìštō"	"ʔìštō"	48		"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
8360	"SantaMariaYucunicocoMixtec"		"banquito"	"tažu"	"tažu"	49		"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
8480	"SantaMariaYucunicocoMixtec"	"ANIMALANIMAL"	"animal"	"kītí"	"kītí"	50	619619	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
8598	"SantaMariaYucunicocoMixtec"		"pájaro"	"sāá"	"sāá"	51		"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
8690	"SantaMariaYucunicocoMixtec"	"SNAKE"	"culebra"	"kòō"	"kòō"	53	730	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
8811	"SantaMariaYucunicocoMixtec"	"FROG"	"rana"	"lī-kóʔⁿdó"	"lī-kóʔⁿdó"	54	503	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
8812	"SantaMariaYucunicocoMixtec"	"FROG"	"rana"	"ⁿdīšíkʷí"	"ⁿdīšíkʷí"	54	503	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
8958	"SantaMariaYucunicocoMixtec"		"gavilán"	"ší̧ʔñá̧"	"ší̧ʔñá̧"	55		"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
8959	"SantaMariaYucunicocoMixtec"		"gavilán"	"žāʔá"	"žāʔá"	55		"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
9050	"SantaMariaYucunicocoMixtec"		"alacrán"	"tì-sū̧ʔmà̧"	"tì-sū̧ʔmà̧"	56		"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
9135	"SantaMariaYucunicocoMixtec"	"COCKROACH"	"cucaracha"	"ⁿdī-téʔe"	"ⁿdī-téʔe"	57	1575	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
9274	"SantaMariaYucunicocoMixtec"	"RAT"	"rata"	"ⁿdē-tēʔé"	"ⁿdē-tēʔé"	60	1490	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
9275	"SantaMariaYucunicocoMixtec"	"RAT"	"rata"	"tì̧í̧"	"tì̧í̧"	60	1490	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
9396	"SantaMariaYucunicocoMixtec"	"DEER"	"venado"	"ʔīsù"	"ʔīsù"	61	1936	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
9509	"SantaMariaYucunicocoMixtec"	"SQUIRREL"	"ardilla"	"ⁿdī-kʷá̧ñu̧"	"ⁿdī-kʷá̧ñu̧"	62	1628	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
9639	"SantaMariaYucunicocoMixtec"	"CAT"	"gato"	"ƀílú"	"ƀílú"	69	1208	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
9757	"SantaMariaYucunicocoMixtec"	"HORN (ANATOMY)"	"cuerno"	"ⁿdīkí-đí"	"ⁿdīkí-đí"	76	1393	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
9877	"SantaMariaYucunicocoMixtec"		"pluma"	"tù̧mī̧`"	"tù̧mī̧`"	77		"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
9969	"SantaMariaYucunicocoMixtec"	"WING"	"ala"	"ⁿdìsí̧"	"ⁿdìsí̧"	78	1257	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
10087	"SantaMariaYucunicocoMixtec"	"TAIL"	"cola"	"ⁿdōʔó"	"ⁿdōʔó"	79	1220	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
10210	"SantaMariaYucunicocoMixtec"		"árbol"	"ʔītú̧"	"ʔītú̧"	80		"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
10312	"SantaMariaYucunicocoMixtec"	"HERB"	"hierba"	"žùžù"	"žùžù"	81		"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
10435	"SantaMariaYucunicocoMixtec"	"MAGUEYMAGUEY"	"maguey"	"žāƀí"	"žāƀí"	84		"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
10554	"SantaMariaYucunicocoMixtec"	"CORN"	"maíz"	"nù̧nī̧"	"nù̧nī̧"	87	506	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
10673	"SantaMariaYucunicocoMixtec"	"CORN FIELD"	"milpa"	"ʔītù"	"ʔītù"	88	449	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
10795	"SantaMariaYucunicocoMixtec"	"CORN DOUGH"	"masa"	"ʔīsyá̧"	"ʔīsyá̧"	91		"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
10919	"SantaMariaYucunicocoMixtec"	"TORTILLATORTILLA"	"tortilla"	"ʔìštá"	"ʔìštá"	92		"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
11017	"SantaMariaYucunicocoMixtec"	"CORN STALK"	"rastrojo"	"tī-á̧má̧"	"tī-á̧má̧"	93		"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
11101	"SantaMariaYucunicocoMixtec"		"surco"	"žūžù̧"	"žūžù̧"	94		"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
11192	"SantaMariaYucunicocoMixtec"		"espiga"	"žōkó"	"žōkó"	95		"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
11306	"SantaMariaYucunicocoMixtec"		"frijol(es)"	"ⁿdūčí"	"ⁿdūčí"	96		"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
11397	"SantaMariaYucunicocoMixtec"		"ejote"	"ⁿdī`čī"	"ⁿdī`čī"	97		"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
11518	"SantaMariaYucunicocoMixtec"	"SALT"	"sal"	"ʔì̧í̧"	"ʔì̧í̧"	99	1274	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
11630	"SantaMariaYucunicocoMixtec"	"PUMPKIN"	"calabaza"	"ʔīkí̧-(ʔí̧ñú̧)"	"ʔīkí̧-ʔí̧ñú̧"	100	864	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
11746	"SantaMariaYucunicocoMixtec"	"SUGAR CANE"	"caña"	"ⁿdòó"	"ⁿdòó"	102	146	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
11871	"SantaMariaYucunicocoMixtec"	"HONEY"	"miel"	"ⁿdūšì"	"ⁿdūšì"	103	942	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
11993	"SantaMariaYucunicocoMixtec"		"blanquillo, huevo"	"ⁿdìƀí"	"ⁿdìƀí"	105		"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
12085	"SantaMariaYucunicocoMixtec"	"TOMATO"	"jitomate"	"tì-nā̧ná̧-ⁿdáʔyá"	"tì-nā̧ná̧-ⁿdáʔyá"	106	986	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
12173	"SantaMariaYucunicocoMixtec"	"PRICKLY PEAR CACTUS"	"nopal"	"mà̧ʔⁿdé"	"mà̧ʔⁿdé"	110		"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
12254	"SantaMariaYucunicocoMixtec"	"MAMEYMAMEY"	"mamey"	"ⁿdīká-sʸāʔà"	"ⁿdīká-sʸāʔà"	111		"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
12377	"SantaMariaYucunicocoMixtec"	"MEAT"	"carne"	"kū̧ñù̧"	"kū̧ñù̧"	114	2615	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
12501	"SantaMariaYucunicocoMixtec"	"GRIDDLE"	"comal"	"šìžó"	"šìžó"	115		"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
12595	"SantaMariaYucunicocoMixtec"	"COOKING POT"	"olla"	"kìsī"	"kìsī"	116	3653	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
12700	"SantaMariaYucunicocoMixtec"	"OVEN"	"horno"	"čìtù̧"	"čìtù̧"	117	1143	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
12815	"SantaMariaYucunicocoMixtec"		"lumbre"	"ñū̧ʔù̧"	"ñū̧ʔù̧"	118		"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
12941	"SantaMariaYucunicocoMixtec"	"SMOKE (EXHAUST)"	"humo"	"ñù̧ʔmà̧"	"ñù̧ʔmà̧"	121	778	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
13039	"SantaMariaYucunicocoMixtec"	"GARBAGE"	"basura"	"(žàkā"	"žàkā"	122	909	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
13040	"SantaMariaYucunicocoMixtec"	"DUST"	"polvo"	"čēʔè"	"čēʔè"	122	2	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
13164	"SantaMariaYucunicocoMixtec"	"GOURD BOWL"	"jícara"	"žāsí̧"	"žāsí̧"	124		"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
13269	"SantaMariaYucunicocoMixtec"	"BOX OR CHEST"	"cajón"	"čàtú̧"	"čàtú̧"	126	1592	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
13389	"SantaMariaYucunicocoMixtec"		"hilo"	"žùʔƀà"	"žùʔƀà"	127		"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
13482	"SantaMariaYucunicocoMixtec"	"COMB"	"peine"	"đìkà"	"đìkà"	128	1475	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
13663	"SantaMariaYucunicocoMixtec"	"NETRED"	"red"	"žū̧nú̧"	"žū̧nú̧"	131	2963156	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
13796	"SantaMariaYucunicocoMixtec"	"WATER"	"agua"	"tà-kʷíì"	"tà-kʷíì"	137	948	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
13917	"SantaMariaYucunicocoMixtec"	"RAIN (PRECIPITATION)"	"lluvia"	"(kú̧ū̧)-sàƀí"	"kú̧ū̧-sàƀí"	138	658	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
14045	"SantaMariaYucunicocoMixtec"	"RIVER"	"río"	"ʔìtē"	"ʔìtē"	139	666	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
14138	"SantaMariaYucunicocoMixtec"		"rocío"	"žúžú"	"žúžú"	140		"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
14261	"SantaMariaYucunicocoMixtec"		"cerro"	"žūkú"	"žūkú"	141		"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
14392	"SantaMariaYucunicocoMixtec"		"llano"	"yōsó"	"yōsó"	142		"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
14515	"SantaMariaYucunicocoMixtec"	"STONE OR ROCK"	"piedra"	"žùú"	"žùú"	143	857	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
14631	"SantaMariaYucunicocoMixtec"	"COTTON"	"algodón"	"kàčí"	"kàčí"	144	1850	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
14716	"SantaMariaYucunicocoMixtec"		"fierro"	"tū̧nì̧"	"tū̧nì̧"	145		"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
14835	"SantaMariaYucunicocoMixtec"	"BEESWAX"	"cera"	"ñù̧má̧"	"ñù̧má̧"	148	1931	"NA"	"NA"	"josserand1983mixtec"	"NA"	"yucu15"
