ID	DOCULECT	CONCEPT	SPANISH_GLOSS	VALUE	FORM	IDlist	CONCEPTICON_ID	LOAN	LOAN_SOURCE	SOURCE	FLOATTONE	VARIETY_CODE
9225	SanPedroCoxcaltepecCantarosMixtec	STOOL	banquito	banku	banku	49	2058			josserand1983mixtec		coxc11
9245	SanMiguelIxtapamMixtec	STOOL	banquito	banku	banku	49	2058			josserand1983mixtec		ixta13
9247	SanFranciscoJaltepetongoMixtec	STOOL	banquito	banku	banku	49	2058			josserand1983mixtec		jate11
9256	ElRosarioMicaltepecMixtec	STOOL	banquito	banku	banku	49	2058			josserand1983mixtec		mica11
9261	SanAgustinMonteLobosMixtec	STOOL	banquito	banku	banku	49	2058			josserand1983mixtec		mont14
9263	SanAntonioNduayacoMixtec	STOOL	banquito	banku	banku	49	2058			josserand1983mixtec		ndua11
9265	SantaCruzNundacoMixtec	STOOL	banquito	banku	banku	49	2058			josserand1983mixtec		nund11
9266	SantiagoNundicheMixtec	STOOL	banquito	banku	banku	49	2058			josserand1983mixtec		nund12
9316	YucuquimiOcampoMixtec	STOOL	banquito	banku	banku	49	2058			josserand1983mixtec		yucu16
9273	SanMateoPenascoMixtec	STOOL	banquito	ba̧ᵑgu	ba̧ᵑgu	49	2058			josserand1983mixtec		pena12
9286	SanJoseSinicahuaMixtec	STOOL	banquito	ba̧ᵑgu	ba̧ᵑgu	49	2058			josserand1983mixtec		sini11
211	SantaMariaYolotepecMixtec	HOUSE	casa	be'³e³	be'³e³	44	1252			amith2020yoloxochitl		yolo11
5860	ChalcatongoHidalgoMixtec	HEAVY	pesado	be¹e²	be¹e²	191	1210			swanton2020observaciones		chal11
356	SantaMariaYolotepecMixtec	HEAVY	pesado	be¹e³	be¹e³	191	1210			amith2020yoloxochitl		yolo11
5858	AlcozaucaGuerreroMixtec	HEAVY	pesado	be¹e³	be¹e³	191	1210			swanton2020observaciones		alco11
5859	SantaMariaZacatepecMixtec	HEAVY	pesado	be²e²¹	be²e²¹	191	1210			swanton2020observaciones		zaca11
5433	SanJuanTepeuxila1900Mixtec	EAR	oreja	ben	ben	24	1247			belmar1902el-cuicateco		tepe03
291	SantaMariaYolotepecMixtec	COMB	peine	bi¹ka¹	bi¹ka¹	128	1475			amith2020yoloxochitl		yolo11
298	SantaMariaYolotepecMixtec	CLOUD	nube	bi¹ko⁴	bi¹ko⁴	135	1489			amith2020yoloxochitl		yolo11
5837	YucuquimiOcampoMixtec	COLD	frio	bi¹ʃi²	bi¹ʃi²	171	1287			swanton2020observaciones		yucu16
5834	AlcozaucaGuerreroMixtec	COLD	frio	bi¹ʃĩ³	bi¹ʃĩ³	171	1287			swanton2020observaciones		alco11
345	SantaMariaYolotepecMixtec	SWEET	dulce	bi¹xi¹	bi¹xi¹	180	717			amith2020yoloxochitl		yolo11
5836	ChalcatongoHidalgoMixtec	COLD	frio	bi¹xĩ²	bi¹xĩ²	171	1287			swanton2020observaciones		chal11
336	SantaMariaYolotepecMixtec	COLD	frío	bi¹xin³	bi¹xin³	171	1287			amith2020yoloxochitl		yolo11
5879	ChalcatongoHidalgoMixtec	NOW OR TODAY	ahora	bi²na²	bi²na²	197	2097			swanton2020observaciones		chal11
5880	YucuquimiOcampoMixtec	NOW OR TODAY	ahora	bi²ti²	bi²ti²	197	2097			swanton2020observaciones		yucu16
5878	SantaMariaZacatepecMixtec	NOW OR TODAY	ahora	bi²tĩ²	bi²tĩ²	197	2097			swanton2020observaciones		zaca11
5835	SantaMariaZacatepecMixtec	COLD	frio	bi²ʧĩ²¹	bi²ʧĩ²¹	171	1287			swanton2020observaciones		zaca11
362	SantaMariaYolotepecMixtec	NOW OR TODAY	ahora	bi³tin³	bi³tin³	197	2097			amith2020yoloxochitl		yolo11
5877	AlcozaucaGuerreroMixtec	NOW OR TODAY	ahora	bi³ʧi³	bi³ʧi³	197	2097			swanton2020observaciones		alco11
335	SantaMariaYolotepecMixtec	RICH	rico	bi⁴ka³	bi⁴ka³	170	712			amith2020yoloxochitl		yolo11
5462	SanJuanTepeuxila1900Mixtec	CAT	gato	bichi	bichi	69	1208			belmar1902el-cuicateco		tepe03
17727	MetlatonocMixtec	SMALL (SINGULAR)	chico	ƀálí-kʷači	ƀálí-kʷači	175				josserand1983mixtec		metl11
17796	SantaMariaZacatepecMixtec	SMALL (SINGULAR)	chico	ƀaliʔ	ƀaliʔ	175				josserand1983mixtec		zaca11
17799	SanMiguelAchiutlaMixtec	GOOD	bueno	ƀaʔa	ƀaʔa	179	1035			josserand1983mixtec		achi11
17800	SanMiguelAhuehuetitlanMixtec	GOOD	bueno	ƀaʔa	ƀaʔa	179	1035			josserand1983mixtec		ahue11
17807	SanAgustinAtenangoMixtec	GOOD	bueno	ƀaʔa	ƀaʔa	179	1035			josserand1983mixtec		aten11
17813	ChalcatongoHidalgoMixtec	GOOD	bueno	ƀaʔa	ƀaʔa	179	1035			josserand1983mixtec		chal11
17818	SanJuanCoatzospamMixtec	GOOD	bueno	ƀaʔa	ƀaʔa	179	1035			josserand1983mixtec		coat11
17819	CoicoyanlasFloresMixtec	GOOD	bueno	ƀaʔa	ƀaʔa	179	1035			josserand1983mixtec		coic11
17822	CuatzoquitengoMixtec	GOOD	bueno	ƀaʔa	ƀaʔa	179	1035			josserand1983mixtec		cuat11
17827	SanMartinEstadoMixtec	GOOD	bueno	ƀaʔa	ƀaʔa	179	1035			josserand1983mixtec		esta11
17830	GuadalupeVillahermosaElPortesueloMixtec	GOOD	bueno	ƀaʔa	ƀaʔa	179	1035			josserand1983mixtec		guad11
17833	SantaCruzItundujiaMixtec	GOOD	bueno	ƀaʔa	ƀaʔa	179	1035			josserand1983mixtec		itun11
17835	SantiagoIxtayutlaMixtec	GOOD	bueno	ƀaʔa	ƀaʔa	179	1035			josserand1983mixtec		ixta11
17837	SantiagoJamiltepecMixtec	GOOD	bueno	ƀaʔa	ƀaʔa	179	1035			josserand1983mixtec		jami11
17838	SantaMariaJicaltepecMixtec	GOOD	bueno	ƀaʔa	ƀaʔa	179	1035			josserand1983mixtec		jica11
17839	SanPedroJicayanMixtec	GOOD	bueno	ƀaʔa	ƀaʔa	179	1035			josserand1983mixtec		jica12
17841	SantiagoJuxtlahuacaMixtec	GOOD	bueno	ƀaʔa	ƀaʔa	179	1035			josserand1983mixtec		juxt11
17845	SanJuanMixtepecMixtec	GOOD	bueno	ƀaʔa	ƀaʔa	179	1035			josserand1983mixtec		mixt11
17846	SanPedroMolinosMixtec	GOOD	bueno	ƀaʔa	ƀaʔa	179	1035			josserand1983mixtec		moli11
17847	SantaLuciaMonteverdeMixtec	GOOD	bueno	ƀaʔa	ƀaʔa	179	1035			josserand1983mixtec		mont13
17849	SanJorgeNuchitaMixtec	GOOD	bueno	ƀaʔa	ƀaʔa	179	1035			josserand1983mixtec		nuch11
17851	SanAndresNuxinoMixtec	GOOD	bueno	ƀaʔa	ƀaʔa	179	1035			josserand1983mixtec		nuxi11
17856	SantiagoPinotepaNacionalMixtec	GOOD	bueno	ƀaʔa	ƀaʔa	179	1035			josserand1983mixtec		pino11
17857	PinotepaDonLuisMixtec	GOOD	bueno	ƀaʔa	ƀaʔa	179	1035			josserand1983mixtec		pino12
17859	SantosReyesTepejilloMixtec	GOOD	bueno	ƀaʔa	ƀaʔa	179	1035			josserand1983mixtec		reye11
17863	SanBartoloSoyaltepecMixtec	GOOD	bueno	ƀaʔa	ƀaʔa	179	1035			josserand1983mixtec		soya11
17865	SantiagoTamazolaMixtec	GOOD	bueno	ƀaʔa	ƀaʔa	179	1035			josserand1983mixtec		tama12
17866	SanSebastianTecomaxtlahuacaMixtec	GOOD	bueno	ƀaʔa	ƀaʔa	179	1035			josserand1983mixtec		teco11
17872	SantiagoTilantongoMixtec	GOOD	bueno	ƀaʔa	ƀaʔa	179	1035			josserand1983mixtec		tila11
17873	SanAgustinTlacotepecMixtec	GOOD	bueno	ƀaʔa	ƀaʔa	179	1035			josserand1983mixtec		tlac11
17878	SantaMariaYolotepecMixtec	GOOD	bueno	ƀaʔa	ƀaʔa	179	1035			josserand1983mixtec		yolo11
17881	SantiagoYosonduaMixtec	GOOD	bueno	ƀaʔa	ƀaʔa	179	1035			josserand1983mixtec		yoso11
17886	SantaMariaZacatepecMixtec	GOOD	bueno	ƀaʔa	ƀaʔa	179	1035			josserand1983mixtec		zaca11
2878	SantaMariaJicaltepecMixtec	GOOD	good	ƀáʔá	ƀáʔá	179	1035			durr1987preliminary		jica11
2864	SantaMariaPenolesMixtec	GOOD	good	ƀáʔà	ƀáʔà	179	1035			durr1987preliminary		peno11
2864	SantaMariaPenolesMixtec	GOOD	good	ƀáʔà	ƀáʔà	179	1035			durr1987preliminary		peno11
17844	MetlatonocMixtec	GOOD	bueno	ƀáʔà	ƀáʔà	179	1035			josserand1983mixtec		metl11
17854	SantaMariaPenolesMixtec	GOOD	bueno	ƀáʔà	ƀáʔà	179	1035			josserand1983mixtec		peno11
17854	SantaMariaPenolesMixtec	GOOD	bueno	ƀáʔà	ƀáʔà	179	1035			josserand1983mixtec		peno11
2865	SanJuanCoatzospamMixtec	GOOD	good	ƀáʔǎ	ƀáʔǎ	179	1035			durr1987preliminary		coat11
17802	AlacatlatzalaMixtec	GOOD	bueno	ƀàʔa	ƀàʔa	179	1035			josserand1983mixtec		alac11
17884	YucunutiBenitoJuarezMixtec	GOOD	bueno	ƀàʔa	ƀàʔa	179	1035			josserand1983mixtec		yucu13
2863	SanJuanDiuxiMixtec	GOOD	good	ƀà'ʔá	ƀàʔá	179	1035			durr1987preliminary		diux11
2866	SanPedroMolinosMixtec	GOOD	good	ƀàʔā	ƀàʔā	179	1035			durr1987preliminary		moli11
2867	SantoTomasOcotepecMixtec	GOOD	good	ƀàʔā	ƀàʔā	179	1035			durr1987preliminary		ocot11
2868	SanEstebanAtatlahucaMixtec	GOOD	good	ƀàʔā	ƀàʔā	179	1035			durr1987preliminary		atat11
2869	SanMiguelElGrandeMixtec	GOOD	good	ƀàʔā	ƀàʔā	179	1035			durr1987preliminary		gran11
2870	SantiagoCacaloxtepecMixtec	GOOD	good	ƀàʔā	ƀàʔā	179	1035			durr1987preliminary		caca11
2871	SanJeronimoXayacatlanMixtec	GOOD	good	ƀàʔā	ƀàʔā	179	1035			durr1987preliminary		xaya11
2873	AlacatlatzalaMixtec	GOOD	good	ƀàʔā	ƀàʔā	179	1035			durr1987preliminary		alac11
2874	MetlatonocMixtec	GOOD	good	ƀàʔā	ƀàʔā	179	1035			durr1987preliminary		metl11
2876	SanJuanMixtepecMixtec	GOOD	good	ƀàʔā	ƀàʔā	179	1035			durr1987preliminary		mixt11
2877	SanJeronimoProgresoMixtec	GOOD	good	ƀàʔā	ƀàʔā	179	1035			durr1987preliminary		prog12
2879	SanAgustinChayucoMixtec	GOOD	good	ƀàʔā	ƀàʔā	179	1035			durr1987preliminary		chay11
17826	SanMartinDuraznosMixtec	GOOD	bueno	ƀàʔā	ƀàʔā	179	1035			josserand1983mixtec		dura11
17852	SantiagoNuyooMixtec	GOOD	bueno	ƀàʔā	ƀàʔā	179	1035			josserand1983mixtec		nuyo11
17853	SantoTomasOcotepecMixtec	GOOD	bueno	ƀàʔā	ƀàʔā	179	1035			josserand1983mixtec		ocot11
17877	XayacatlanBravoMixtec	GOOD	bueno	ƀàʔā	ƀàʔā	179	1035			josserand1983mixtec		xaya12
17883	SantaMariaYucuhitiMixtec	GOOD	bueno	ƀàʔā	ƀàʔā	179	1035			josserand1983mixtec		yucu12
17885	SantaMariaYucunicocoMixtec	GOOD	bueno	ƀàʔā	ƀàʔā	179	1035			josserand1983mixtec		yucu15
17806	SanEstebanAtatlahucaMixtec	GOOD	bueno	ƀāʔa	ƀāʔa	179	1035			josserand1983mixtec		atat11
17829	SanMiguelElGrandeMixtec	GOOD	bueno	ƀāʔa	ƀāʔa	179	1035			josserand1983mixtec		gran11
8814	ElRosarioMicaltepecMixtec	HOUSE	casa	ƀee	ƀee	44	1252			josserand1983mixtec		mica11
18652	SanMiguelAchiutlaMixtec	HEAVY	pesado	ƀee	ƀee	191	1210			josserand1983mixtec		achi11
18653	SantaCatarinaAdequezMixtec	HEAVY	pesado	ƀee	ƀee	191	1210			josserand1983mixtec		adeq11
18656	SanMiguelAmatitlanMixtec	HEAVY	pesado	ƀee	ƀee	191	1210			josserand1983mixtec		amat11
18658	SantiagoApoalaMixtec	HEAVY	pesado	ƀee	ƀee	191	1210			josserand1983mixtec		apoa11
18664	SantiagoCacaloxtepecMixtec	HEAVY	pesado	ƀee	ƀee	191	1210			josserand1983mixtec		caca11
18666	ChalcatongoHidalgoMixtec	HEAVY	pesado	ƀee	ƀee	191	1210			josserand1983mixtec		chal11
18668	SanPedroChayucoMixtec	HEAVY	pesado	ƀee	ƀee	191	1210			josserand1983mixtec		chay12
18674	SanJuanColoradoMixtec	HEAVY	pesado	ƀee	ƀee	191	1210			josserand1983mixtec		colo11
18676	SanPedroCoxcaltepecCantarosMixtec	HEAVY	pesado	ƀee	ƀee	191	1210			josserand1983mixtec		coxc11
18677	SanCristobalJamiltepecMixtec	HEAVY	pesado	ƀee	ƀee	191	1210			josserand1983mixtec		cris11
18682	SanJuanDiuxiMixtec	HEAVY	pesado	ƀee	ƀee	191	1210			josserand1983mixtec		diux11
18684	SanMartinEstadoMixtec	HEAVY	pesado	ƀee	ƀee	191	1210			josserand1983mixtec		esta11
18686	SanFranciscolasFloresMixtec	HEAVY	pesado	ƀee	ƀee	191	1210			josserand1983mixtec		flor11
18693	SantiagoIxtayutlaMixtec	HEAVY	pesado	ƀee	ƀee	191	1210			josserand1983mixtec		ixta11
18695	SanMiguelIxtapamMixtec	HEAVY	pesado	ƀee	ƀee	191	1210			josserand1983mixtec		ixta13
18696	SantiagoJamiltepecMixtec	HEAVY	pesado	ƀee	ƀee	191	1210			josserand1983mixtec		jami11
18697	SanFranciscoJaltepetongoMixtec	HEAVY	pesado	ƀee	ƀee	191	1210			josserand1983mixtec		jate11
18698	SantaMariaJicaltepecMixtec	HEAVY	pesado	ƀee	ƀee	191	1210			josserand1983mixtec		jica11
18699	SanPedroJicayanMixtec	HEAVY	pesado	ƀee	ƀee	191	1210			josserand1983mixtec		jica12
18701	SantiagoJuxtlahuacaMixtec	HEAVY	pesado	ƀee	ƀee	191	1210			josserand1983mixtec		juxt11
18704	ElRosarioMicaltepecMixtec	HEAVY	pesado	ƀee	ƀee	191	1210			josserand1983mixtec		mica11
18705	SanJuanMixtepecMixtec	HEAVY	pesado	ƀee	ƀee	191	1210			josserand1983mixtec		mixt11
18708	SanAntonioNduayacoMixtec	HEAVY	pesado	ƀee	ƀee	191	1210			josserand1983mixtec		ndua11
18710	SantaCruzNundacoMixtec	HEAVY	pesado	ƀee	ƀee	191	1210			josserand1983mixtec		nund11
18711	SantiagoNundicheMixtec	HEAVY	pesado	ƀee	ƀee	191	1210			josserand1983mixtec		nund12
18712	SantoDomingoNundoMixtec	HEAVY	pesado	ƀee	ƀee	191	1210			josserand1983mixtec		nund13
18713	SantaMariaNutioMixtec	HEAVY	pesado	ƀee	ƀee	191	1210			josserand1983mixtec		nuti11
18715	SanAndresNuxinoMixtec	HEAVY	pesado	ƀee	ƀee	191	1210			josserand1983mixtec		nuxi11
18718	SanMateoPenascoMixtec	HEAVY	pesado	ƀee	ƀee	191	1210			josserand1983mixtec		pena12
18721	SantiagoPinotepaNacionalMixtec	HEAVY	pesado	ƀee	ƀee	191	1210			josserand1983mixtec		pino11
18722	PinotepaDonLuisMixtec	HEAVY	pesado	ƀee	ƀee	191	1210			josserand1983mixtec		pino12
18723	SanMiguelProgresoMixtec	HEAVY	pesado	ƀee	ƀee	191	1210			josserand1983mixtec		prog11
18724	SanJeronimoProgresoMixtec	HEAVY	pesado	ƀee	ƀee	191	1210			josserand1983mixtec		prog12
18729	SanJoseSinicahuaMixtec	HEAVY	pesado	ƀee	ƀee	191	1210			josserand1983mixtec		sini11
18733	SantaMariaTataltepecMixtec	HEAVY	pesado	ƀee	ƀee	191	1210			josserand1983mixtec		tata11
18736	LosTejocotesMixtec	HEAVY	pesado	ƀee	ƀee	191	1210			josserand1983mixtec		tejo11
18741	SantiagoTilantongoMixtec	HEAVY	pesado	ƀee	ƀee	191	1210			josserand1983mixtec		tila11
18742	SanAgustinTlacotepecMixtec	HEAVY	pesado	ƀee	ƀee	191	1210			josserand1983mixtec		tlac11
18743	SantaCatarinaTlaltempanMixtec	HEAVY	pesado	ƀee	ƀee	191	1210			josserand1983mixtec		tlal11
18746	TotoltepecGuerreroMixtec	HEAVY	pesado	ƀee	ƀee	191	1210			josserand1983mixtec		toto12
18748	SanJeronimoXayacatlanMixtec	HEAVY	pesado	ƀee	ƀee	191	1210			josserand1983mixtec		xaya11
18750	SantaMariaYolotepecMixtec	HEAVY	pesado	ƀee	ƀee	191	1210			josserand1983mixtec		yolo11
18752	SantiagoYosonduaMixtec	HEAVY	pesado	ƀee	ƀee	191	1210			josserand1983mixtec		yoso11
18757	YucuquimiOcampoMixtec	HEAVY	pesado	ƀee	ƀee	191	1210			josserand1983mixtec		yucu16
18758	YutanduchiGuerreroMixtec	HEAVY	pesado	ƀee	ƀee	191	1210			josserand1983mixtec		yuta11
18759	SanJuanYutaMixtec	HEAVY	pesado	ƀee	ƀee	191	1210			josserand1983mixtec		yuta12
18760	SantaMariaZacatepecMixtec	HEAVY	pesado	ƀee	ƀee	191	1210			josserand1983mixtec		zaca11
18719	SantaMariaPenolesMixtec	HEAVY	pesado	ƀéè	ƀéè	191	1210			josserand1983mixtec		peno11
18719	SantaMariaPenolesMixtec	HEAVY	pesado	ƀéè	ƀéè	191	1210			josserand1983mixtec		peno11
18707	SantaLuciaMonteverdeMixtec	HEAVY	pesado	ƀei	ƀei	191	1210			josserand1983mixtec		mont13
18202	SanJuanCoatzospamMixtec	TASTY	sabroso	ƀeši	ƀeši	183	1813			josserand1983mixtec		coat11
18691	SantaCruzItundujiaMixtec	HEAVY	pesado	ƀeyi	ƀeyi	191	1210			josserand1983mixtec		itun11
8760	SanMiguelAchiutlaMixtec	HOUSE	casa	ƀeʔe	ƀeʔe	44	1252			josserand1983mixtec		achi11
8761	SantaCatarinaAdequezMixtec	HOUSE	casa	ƀeʔe	ƀeʔe	44	1252			josserand1983mixtec		adeq11
8763	AlacatlatzalaMixtec	HOUSE	casa	ƀeʔe	ƀeʔe	44	1252			josserand1983mixtec		alac11
8765	SanMiguelAmatitlanMixtec	HOUSE	casa	ƀeʔe	ƀeʔe	44	1252			josserand1983mixtec		amat11
8776	ChalcatongoHidalgoMixtec	HOUSE	casa	ƀeʔe	ƀeʔe	44	1252			josserand1983mixtec		chal11
8778	SanPedroChayucoMixtec	HOUSE	casa	ƀeʔe	ƀeʔe	44	1252			josserand1983mixtec		chay12
8785	SanPedroCoxcaltepecCantarosMixtec	HOUSE	casa	ƀeʔe	ƀeʔe	44	1252			josserand1983mixtec		coxc11
8786	SanCristobalJamiltepecMixtec	HOUSE	casa	ƀeʔe	ƀeʔe	44	1252			josserand1983mixtec		cris11
8791	SanJuanDiuxiMixtec	HOUSE	casa	ƀeʔe	ƀeʔe	44	1252			josserand1983mixtec		diux11
8793	SanMartinEstadoMixtec	HOUSE	casa	ƀeʔe	ƀeʔe	44	1252			josserand1983mixtec		esta11
8795	SanFranciscolasFloresMixtec	HOUSE	casa	ƀeʔe	ƀeʔe	44	1252			josserand1983mixtec		flor11
8802	SantiagoIxtayutlaMixtec	HOUSE	casa	ƀeʔe	ƀeʔe	44	1252			josserand1983mixtec		ixta11
8804	SanMiguelIxtapamMixtec	HOUSE	casa	ƀeʔe	ƀeʔe	44	1252			josserand1983mixtec		ixta13
8805	SantiagoJamiltepecMixtec	HOUSE	casa	ƀeʔe	ƀeʔe	44	1252			josserand1983mixtec		jami11
8806	SanFranciscoJaltepetongoMixtec	HOUSE	casa	ƀeʔe	ƀeʔe	44	1252			josserand1983mixtec		jate11
8807	SantaMariaJicaltepecMixtec	HOUSE	casa	ƀeʔe	ƀeʔe	44	1252			josserand1983mixtec		jica11
8808	SanPedroJicayanMixtec	HOUSE	casa	ƀeʔe	ƀeʔe	44	1252			josserand1983mixtec		jica12
8815	SanJuanMixtepecMixtec	HOUSE	casa	ƀeʔe	ƀeʔe	44	1252			josserand1983mixtec		mixt11
8817	SanSebastianMonteMixtec	HOUSE	casa	ƀeʔe	ƀeʔe	44	1252			josserand1983mixtec		mont12
8819	SanLuisMoreliaMixtec	HOUSE	casa	ƀeʔe	ƀeʔe	44	1252			josserand1983mixtec		more11
8820	SanAntonioNduayacoMixtec	HOUSE	casa	ƀeʔe	ƀeʔe	44	1252			josserand1983mixtec		ndua11
8822	SantaCruzNundacoMixtec	HOUSE	casa	ƀeʔe	ƀeʔe	44	1252			josserand1983mixtec		nund11
8823	SantiagoNundicheMixtec	HOUSE	casa	ƀeʔe	ƀeʔe	44	1252			josserand1983mixtec		nund12
8824	SantoDomingoNundoMixtec	HOUSE	casa	ƀeʔe	ƀeʔe	44	1252			josserand1983mixtec		nund13
8825	SantaMariaNutioMixtec	HOUSE	casa	ƀeʔe	ƀeʔe	44	1252			josserand1983mixtec		nuti11
8827	SanAndresNuxinoMixtec	HOUSE	casa	ƀeʔe	ƀeʔe	44	1252			josserand1983mixtec		nuxi11
8830	SanMateoPenascoMixtec	HOUSE	casa	ƀeʔe	ƀeʔe	44	1252			josserand1983mixtec		pena12
8833	SantiagoPinotepaNacionalMixtec	HOUSE	casa	ƀeʔe	ƀeʔe	44	1252			josserand1983mixtec		pino11
8834	PinotepaDonLuisMixtec	HOUSE	casa	ƀeʔe	ƀeʔe	44	1252			josserand1983mixtec		pino12
8835	SanMiguelProgresoMixtec	HOUSE	casa	ƀeʔe	ƀeʔe	44	1252			josserand1983mixtec		prog11
8836	SanJeronimoProgresoMixtec	HOUSE	casa	ƀeʔe	ƀeʔe	44	1252			josserand1983mixtec		prog12
8840	SanJoseSinicahuaMixtec	HOUSE	casa	ƀeʔe	ƀeʔe	44	1252			josserand1983mixtec		sini11
8845	SantaMariaTataltepecMixtec	HOUSE	casa	ƀeʔe	ƀeʔe	44	1252			josserand1983mixtec		tata11
8848	LosTejocotesMixtec	HOUSE	casa	ƀeʔe	ƀeʔe	44	1252			josserand1983mixtec		tejo11
8854	SanAgustinTlacotepecMixtec	HOUSE	casa	ƀeʔe	ƀeʔe	44	1252			josserand1983mixtec		tlac11
8855	SantaCatarinaTlaltempanMixtec	HOUSE	casa	ƀeʔe	ƀeʔe	44	1252			josserand1983mixtec		tlal11
8858	TotoltepecGuerreroMixtec	HOUSE	casa	ƀeʔe	ƀeʔe	44	1252			josserand1983mixtec		toto12
8860	SanJeronimoXayacatlanMixtec	HOUSE	casa	ƀeʔe	ƀeʔe	44	1252			josserand1983mixtec		xaya11
8862	SantaMariaYolotepecMixtec	HOUSE	casa	ƀeʔe	ƀeʔe	44	1252			josserand1983mixtec		yolo11
8864	SantiagoYosonduaMixtec	HOUSE	casa	ƀeʔe	ƀeʔe	44	1252			josserand1983mixtec		yoso11
8870	YutanduchiGuerreroMixtec	HOUSE	casa	ƀeʔe	ƀeʔe	44	1252			josserand1983mixtec		yuta11
8871	SanJuanYutaMixtec	HOUSE	casa	ƀeʔe	ƀeʔe	44	1252			josserand1983mixtec		yuta12
8872	SantaMariaZacatepecMixtec	HOUSE	casa	ƀeʔe	ƀeʔe	44	1252			josserand1983mixtec		zaca11
18904	SanJuanColoradoMixtec	SLOW	despacio	ƀeʔe	ƀeʔe	194	701			josserand1983mixtec		colo11
8813	MetlatonocMixtec	HOUSE	casa	ƀéʔē	ƀéʔē	44	1252			josserand1983mixtec		metl11
2296	SantaMariaPenolesMixtec	HOUSE	house	ƀèʔè	ƀèʔè	44	1252			durr1987preliminary		peno11
2296	SantaMariaPenolesMixtec	HOUSE	house	ƀèʔè	ƀèʔè	44	1252			durr1987preliminary		peno11
2310	SantaMariaJicaltepecMixtec	HOUSE	house	ƀèʔè	ƀèʔè	44	1252			durr1987preliminary		jica11
8831	SantaMariaPenolesMixtec	HOUSE	casa	ƀèʔè	ƀèʔè	44	1252			josserand1983mixtec		peno11
8831	SantaMariaPenolesMixtec	HOUSE	casa	ƀèʔè	ƀèʔè	44	1252			josserand1983mixtec		peno11
2298	SanPedroMolinosMixtec	HOUSE	house	ƀēʔē	ƀēʔē	44	1252			durr1987preliminary		moli11
2299	SantoTomasOcotepecMixtec	HOUSE	house	ƀēʔē	ƀēʔē	44	1252			durr1987preliminary		ocot11
2300	SanEstebanAtatlahucaMixtec	HOUSE	house	ƀēʔē	ƀēʔē	44	1252			durr1987preliminary		atat11
2301	SanMiguelElGrandeMixtec	HOUSE	house	ƀēʔē	ƀēʔē	44	1252			durr1987preliminary		gran11
2302	SantiagoCacaloxtepecMixtec	HOUSE	house	ƀēʔē	ƀēʔē	44	1252			durr1987preliminary		caca11
2303	SanJeronimoXayacatlanMixtec	HOUSE	house	ƀēʔē	ƀēʔē	44	1252			durr1987preliminary		xaya11
2305	AlacatlatzalaMixtec	HOUSE	house	ƀēʔē	ƀēʔē	44	1252			durr1987preliminary		alac11
2306	MetlatonocMixtec	HOUSE	house	ƀēʔē	ƀēʔē	44	1252			durr1987preliminary		metl11
2308	SanJuanMixtepecMixtec	HOUSE	house	ƀēʔē	ƀēʔē	44	1252			durr1987preliminary		mixt11
2309	SanJeronimoProgresoMixtec	HOUSE	house	ƀēʔē	ƀēʔē	44	1252			durr1987preliminary		prog12
2311	SanAgustinChayucoMixtec	HOUSE	house	ƀēʔē	ƀēʔē	44	1252			durr1987preliminary		chay11
8818	SantaLuciaMonteverdeMixtec	HOUSE	casa	ƀeʔi	ƀeʔi	44	1252			josserand1983mixtec		mont13
17395	SanJuanMixtepecMixtec	COLD	frío	ƀiči	ƀiči	171	1287			josserand1983mixtec		mixt11
17405	SantaMariaNutioMixtec	COLD	frío	ƀiči	ƀiči	171	1287			josserand1983mixtec		nuti11
17414	SantiagoPinotepaNacionalMixtec	COLD	frío	ƀiči	ƀiči	171	1287			josserand1983mixtec		pino11
17430	LosTejocotesMixtec	COLD	frío	ƀiči	ƀiči	171	1287			josserand1983mixtec		tejo11
19256	SanMartinDuraznosMixtec	NOW OR TODAY	ahora	ƀiči	ƀiči	197	2097			josserand1983mixtec		dura11
19292	SantosReyesTepejilloMixtec	NOW OR TODAY	ahora	ƀiči	ƀiči	197	2097			josserand1983mixtec		reye11
19298	SanSebastianTecomaxtlahuacaMixtec	NOW OR TODAY	ahora	ƀiči	ƀiči	197	2097			josserand1983mixtec		teco11
19306	SanMiguelTlacotepecMixtec	NOW OR TODAY	ahora	ƀiči	ƀiči	197	2097			josserand1983mixtec		tlac12
17363	SanJuanColoradoMixtec	COLD	frío	ƀiči̧	ƀiči̧	171	1287			josserand1983mixtec		colo11
17383	SantiagoIxtayutlaMixtec	COLD	frío	ƀiči̧	ƀiči̧	171	1287			josserand1983mixtec		ixta11
17386	SantiagoJamiltepecMixtec	COLD	frío	ƀiči̧	ƀiči̧	171	1287			josserand1983mixtec		jami11
17388	SantaMariaJicaltepecMixtec	COLD	frío	ƀiči̧	ƀiči̧	171	1287			josserand1983mixtec		jica11
17389	SanPedroJicayanMixtec	COLD	frío	ƀiči̧	ƀiči̧	171	1287			josserand1983mixtec		jica12
17415	PinotepaDonLuisMixtec	COLD	frío	ƀiči̧	ƀiči̧	171	1287			josserand1983mixtec		pino12
17457	SantaMariaZacatepecMixtec	COLD	frío	ƀiči̧	ƀiči̧	171	1287			josserand1983mixtec		zaca11
19240	SantiagoCacaloxtepecMixtec	NOW OR TODAY	ahora	ƀiči̧	ƀiči̧	197	2097			josserand1983mixtec		caca11
