ID	DOCULECT	CONCEPT	SPANISH_GLOSS	VALUE	FORM	IDlist	CONCEPTICON_ID	LOAN	LOAN_SOURCE	SOURCE	FLOATTONE	VARIETY_CODE
3286	SanMarcoslaFlorMixtec	HORSE	caballo	kuayì	kuayì	73	615	yes	Colonial Spanish	oxnard2020		flor12
4553	AlacatlatzalaMixtec	HORSE	caballo	kuáyí	kuáyí	73	615	yes	Colonial Spanish	zylstra2012gramatica		alac11
3287	SanSebastianMonteMixtec	HORSE	caballo	kuáyì	kuáyì	73	615	yes	Colonial Spanish	oxnard2020		mont12
4403	SantaMariaZacatepecMixtec	HORSE	caballo	kuayu	kuayu	73	615	yes	Colonial Spanish	towne2011gramatica		zaca11
6242	ElJicaralMixtec	GARBAGE	basura	kuayu	kuayu	122	909			Emily John-Martin		jica13
20362	SantoDomingoHuendioMixtec	HORSE	caballo	kuáyú	kuáyú	73	615	yes	Colonial Spanish	becerra-roldan2015un-estudio		huen11
6189	ElJicaralMixtec	HORSE	caballo	kuáyu̠	kuáyu̠	73	615	yes	Colonial Spanish	Emily John-Martin		jica13
5513	SanJuanTepeuxila1900Mixtec	RAIN (PRECIPITATION)	lluvia	kubi	kubi	138	658			belmar1902el-cuicateco		tepe03
19490	SanMiguelProgresoMixtec	DAY (24 HOURS)	día	kuƀi	kuƀi	200	1260			josserand1983mixtec		prog11
4924	MagdalenaPenascoMixtec	PIG	marrano, puerco	kuchi	kuchi	72	1337	yes	Spanish	hollenbach2017diccionario		pena11
5518	SanJuanTepeuxila1900Mixtec	COTTON	algodón	kuchi	kuchi	144	1850			belmar1902el-cuicateco		tepe03
1316	ConcepcionPapaloCuicatec	PIG	pig	kūchí	kūchí	72	1337	yes	Spanish	bradley1991preliminary		conc11
14787	SanMiguelAhuehuetitlanMixtec	RIVER	río	kùčǔ	kùčǔ	139	666			josserand1983mixtec		ahue11
18414	SantiagoTilantongoMixtec	LAZY	flojo	kuđi	kuđi	186	1564			josserand1983mixtec		tila11
1266	SanJuanDiuxiMixtec	LAZY	lazy	kúðí	kúðí	186	1564			kuiper1991syntactic		diux11
4384	SantaMariaZacatepecMixtec	DISEASE	enfermedad	kue'e	kue'e	33	1986			towne2011gramatica		zaca11
28	AbasoloValleMixtec	DISEASE	enfermedad	kue'é	kue'é	33	1986			galindo-sanchez2009vocabulario		abas11
4882	MagdalenaPenascoMixtec	DISEASE	enfermedad	kue'è	kue'è	33	1986			hollenbach2017diccionario	{BA}	pena11
20813	SanAndresYutatioMixtec	DISEASE	enfermedad	kue'e̠	kue'e̠	33	1986			williams2017diccionario		yuta13
20335	SantoDomingoHuendioMixtec	DISEASE	enfermedad	kué'e	kué'e	33	1986			becerra-roldan2015un-estudio		huen11
3089	TlahuapaMixtec	DISEASE	enfermedad	kuè'è	kuè'è	33	1986			oxnard2020		tlah11
3090	PiedraAzulMixtec	DISEASE	enfermedad	kuè'è	kuè'è	33	1986			oxnard2020		pied12
3091	SanMarcoslaFlorMixtec	DISEASE	enfermedad	kuè'è	kuè'è	33	1986			oxnard2020		flor12
3092	SanSebastianMonteMixtec	DISEASE	enfermedad	kuè'è	kuè'è	33	1986			oxnard2020		mont12
20130	SanMartinDuraznosMixtec	DISEASE	enfermedad	kuè'è	kuè'è	33	1986			hernandez2020san-martin		dura11
20614	YucunanyMixtec	DISEASE	disease, illness, sickness	kuè'è	kuè'è	33	1986			salazar2020yucunani		yucu17
4519	AlacatlatzalaMixtec	DISEASE	enfermedad	kue̠'e̠	kue̠'e̠	33	1986			zylstra2012gramatica		alac11
4702	XochapaMixtec	DISEASE	enfermedad	kue̠'e̠	kue̠'e̠	33	1986			stark2013diccionario		xoch11
6146	ElJicaralMixtec	DISEASE	enfermedad	kue̠'e̠	kue̠'e̠	33	1986			Emily John-Martin		jica13
20470	SantoDomingoHuendioMixtec	BLAME	culpa	kuechi	kuechi	318	134			becerra-roldan2015un-estudio		huen11
5043	MagdalenaPenascoMixtec	SMALL (PLURAL)	pequeño.PL, chico.PL	kuéchí	kuéchí	176				hollenbach2017diccionario	[A]	pena11
5077	MagdalenaPenascoMixtec	BLAME	culpa, pecado	kuèchi	kuèchi	318	134			hollenbach2017diccionario		pena11
3880	TlahuapaMixtec	SLOW	despacio	kuee	kuee	194	701			oxnard2020		tlah11
4482	SantaMariaZacatepecMixtec	SLOW	despacio	kuee	kuee	194	701			towne2011gramatica		zaca11
4833	XochapaMixtec	SLOW	despacio	kuee	kuee	194	701			stark2013diccionario		xoch11
5526	SanJuanTepeuxila1900Mixtec	GREEN	verde	kuee	kuee	153	1425			belmar1902el-cuicateco		tepe03
5558	SanJuanTepeuxila1900Mixtec	RAW	crudo	kuee	kuee	192	1959			belmar1902el-cuicateco		tepe03
3878	SanSebastianMonteMixtec	SLOW	despacio	kueé	kueé	194	701			oxnard2020		mont12
4661	AlacatlatzalaMixtec	SLOW	despacio	kueé	kueé	194	701			zylstra2012gramatica		alac11
20297	SanMartinDuraznosMixtec	SLOW	despacio	kueé	kueé	194	701			hernandez2020san-martin		dura11
20460	SantoDomingoHuendioMixtec	SLOW	despacio	kueé	kueé	194	701			becerra-roldan2015un-estudio		huen11
20982	SanAndresYutatioMixtec	SLOW	despacio	kueé	kueé	194	701			williams2017diccionario		yuta13
3876	PiedraAzulMixtec	SLOW	despacio	kuée	kuée	194	701			oxnard2020		pied12
3877	SanMarcoslaFlorMixtec	SLOW	despacio	kuée	kuée	194	701			oxnard2020		flor12
3882	SanMarcoslaFlorMixtec	SLOW	despacio	kuée	kuée	194	701			oxnard2020		flor12
6320	ElJicaralMixtec	SLOW	despacio	kuée	kuée	194	701			Emily John-Martin		jica13
5065	MagdalenaPenascoMixtec	SLOW	despacio	kuéé	kuéé	194	701			hollenbach2017diccionario		pena11
7887	SantiagoCacaloxtepecMixtec	DISEASE	enfermedad	küee	küee	33	1986			josserand1983mixtec		caca11
18894	SantiagoCacaloxtepecMixtec	SLOW	despacio	küee	küee	194	701			josserand1983mixtec		caca11
20769	YucunanyMixtec	SLOW	slow	kuéen	kuéen	194	701			salazar2020yucunani		yucu17
20170	SanMartinDuraznosMixtec	HORSE	caballo	kuéì	kuéì	73	615	yes	Colonial Spanish	hernandez2020san-martin		dura11
20857	SanAndresYutatioMixtec	HORSE	caballo	kuéi̠	kuéi̠	73	615	yes	Colonial Spanish	williams2017diccionario		yuta13
20567	SanPedroYosonamaMixtec	SMALL (PLURAL)	pequeño.PL	kueli	kueli	176				gittlen2016gramatica		yoso14
159	AbasoloValleMixtec	SLOW	despacio	kue kueni ~ kueni kueni	kueni	194	701			galindo-sanchez2009vocabulario		abas11
4481	SantaMariaZacatepecMixtec	SLOW	despacio	kueni	kueni	194	701			towne2011gramatica		zaca11
4885	MagdalenaPenascoMixtec	SWELLING	hinchazón	kueñu	kueñu	35	1903			hollenbach2017diccionario		pena11
5058	MagdalenaPenascoMixtec	JEALOUS	celoso	kuéñú	kuéñú	188	2821			hollenbach2017diccionario	[B/A]	pena11
4912	MagdalenaPenascoMixtec	SQUIRREL	ardilla	kuèñu	kuèñu	62	1628			hollenbach2017diccionario		pena11
4926	MagdalenaPenascoMixtec	HORSE	caballo	kueyú	kueyú	73	615	yes	Colonial Spanish	hollenbach2017diccionario	[B]	pena11
379	SantiagoJamiltepecMixtec	SISTER (OF WOMAN)	sister of woman	kuhu	kuhu	10				johnson1988syntactic		jami11
502	SantoTomasOcotepecMixtec	SISTER (OF WOMAN)	sister of woman	kuhu	kuhu	10				alexander1988syntactic		ocot11
1146	SanJuanDiuxiMixtec	SISTER (OF WOMAN)	sister of woman	kú'hú	kúhú	10				kuiper1991syntactic		diux11
1368	SantiagoYosonduaMixtec	SISTER (OF WOMAN)	sister of woman	kūhu	kūhu	10				farris1992syntactic		yoso11
1326	ConcepcionPapaloCuicatec	PLATE	plate	kūhū	kūhū	123	480			bradley1991preliminary		conc11
749	AyutlalosLibresMixtec	CROSS-SEX SIBLING	cross-sex sibling	kuhva	kuhva	8				hills1990syntactic		ayut11
124	AbasoloValleMixtec	GREEN	verde	kui	kui	153	1425			galindo-sanchez2009vocabulario		abas11
161	AbasoloValleMixtec	YEAR	año	kuia	kuia	196	1226			galindo-sanchez2009vocabulario		abas11
19163	ElRosarioMicaltepecMixtec	YEAR	año	kuia	kuia	196	1226			josserand1983mixtec		mica11
19190	SantosReyesTepejilloMixtec	YEAR	año	kuia	kuia	196	1226			josserand1983mixtec		reye11
20462	SantoDomingoHuendioMixtec	YEAR	año	kuia	kuia	196	1226			becerra-roldan2015un-estudio		huen11
20577	SanPedroYosonamaMixtec	YEAR	año	kuia	kuia	196	1226			gittlen2016gramatica		yoso14
20984	SanAndresYutatioMixtec	YEAR	año	kuia̠	kuia̠	196	1226			williams2017diccionario		yuta13
5012	MagdalenaPenascoMixtec	GREEN	verde	kuíá	kuíá	153	1425			hollenbach2017diccionario	[A]	pena11
20299	SanMartinDuraznosMixtec	YEAR	año	kuìà	kuìà	196	1226			hernandez2020san-martin		dura11
20771	YucunanyMixtec	YEAR	year	kuìà	kuìà	196	1226			salazar2020yucunani		yucu17
4449	SantaMariaZacatepecMixtec	WHITE	blanco	kuichin	kuichin	156	1335			towne2011gramatica		zaca11
4446	SantaMariaZacatepecMixtec	GREEN	verde	kuii	kuii	153	1425			towne2011gramatica		zaca11
20427	SantoDomingoHuendioMixtec	GREEN	verde	kuii	kuii	153	1425			becerra-roldan2015un-estudio		huen11
20544	SanPedroYosonamaMixtec	GREEN	verde	kuii	kuii	153	1425			gittlen2016gramatica		yoso14
20732	YucunanyMixtec	GREEN	green	kuiǐ	kuiǐ	153	1425			salazar2020yucunani		yucu17
4621	AlacatlatzalaMixtec	GREEN	verde	kuii̠	kuii̠	153	1425			anderson2006vocabulario		alac11
3683	SanSebastianMonteMixtec	GREEN	verde	kuíì	kuíì	153	1425			oxnard2020		mont12
20256	SanMartinDuraznosMixtec	GREEN	verde	kuíì	kuíì	153	1425			hernandez2020san-martin		dura11
20940	SanAndresYutatioMixtec	GREEN	verde	kuíi̠	kuíi̠	153	1425			williams2017diccionario		yuta13
6279	ElJicaralMixtec	GREEN	verde	kuîí	kuîí	153	1425			Emily John-Martin		jica13
3681	PiedraAzulMixtec	GREEN	verde	kuijǐ	kuijǐ	153	1425			oxnard2020		pied12
3682	SanMarcoslaFlorMixtec	GREEN	verde	kuijǐ	kuijǐ	153	1425			oxnard2020		flor12
20548	SanPedroYosonamaMixtec	WHITE	blanco	kuijin	kuijin	156	1335			gittlen2016gramatica		yoso14
5016	MagdalenaPenascoMixtec	WHITE	blanco	kuíjín	kuíjín	156	1335			hollenbach2017diccionario	[B]	pena11
3560	PiedraAzulMixtec	COMB	peine	kuijkà	kuijkà	128	1475			oxnard2020		pied12
3768	PiedraAzulMixtec	RICH	rico 	kuíjka	kuíjka	170	712			oxnard2020		pied12
105	AbasoloValleMixtec	COMB	peine	kuika	kuika	128	1475			galindo-sanchez2009vocabulario		abas11
4463	SantaMariaZacatepecMixtec	RICH	rico	kuika	kuika	170	712			towne2011gramatica		zaca11
5543	SanJuanTepeuxila1900Mixtec	RICH	rico	kuika	kuika	170	712			belmar1902el-cuicateco		tepe03
14303	SanJuanMixtepecMixtec	COMB	peine	kuika	kuika	128	1475			josserand1983mixtec		mixt11
20562	SanPedroYosonamaMixtec	RICH	rico	kuika	kuika	170	712			gittlen2016gramatica		yoso14
3561	SanMarcoslaFlorMixtec	COMB	peine	kuikà	kuikà	128	1475			oxnard2020		flor12
20915	SanAndresYutatioMixtec	COMB	peine	kuika̠	kuika̠	128	1475			williams2017diccionario		yuta13
3769	SanMarcoslaFlorMixtec	RICH	rico 	kuíka	kuíka	170	712			oxnard2020		flor12
6296	ElJicaralMixtec	RICH	rico	kuíka	kuíka	170	712			Emily John-Martin		jica13
20749	YucunanyMixtec	RICH	rich	kuíka	kuíka	170	712			salazar2020yucunani		yucu17
3770	SanSebastianMonteMixtec	RICH	rico 	kuíká	kuíká	170	712			oxnard2020		mont12
4638	AlacatlatzalaMixtec	RICH	rico	kuíká	kuíká	170	712			zylstra2012gramatica		alac11
4814	XochapaMixtec	RICH	rico	kuíká	kuíká	170	712			stark2013diccionario		xoch11
20273	SanMartinDuraznosMixtec	RICH	rico	kuíká	kuíká	170	712			hernandez2020san-martin		dura11
20443	SantoDomingoHuendioMixtec	RICH	rico	kuíká	kuíká	170	712			becerra-roldan2015un-estudio		huen11
20957	SanAndresYutatioMixtec	RICH	rico	kuíká	kuíká	170	712			williams2017diccionario		yuta13
3562	SanSebastianMonteMixtec	COMB	peine	kuìkà	kuìkà	128	1475			oxnard2020		mont12
20229	SanMartinDuraznosMixtec	COMB	peine	kuìkà	kuìkà	128	1475			hernandez2020san-martin		dura11
20708	YucunanyMixtec	COMB	comb	kuìkà	kuìkà	128	1475			salazar2020yucunani		yucu17
6252	ElJicaralMixtec	COMB	peine	kui̠ka̠	kui̠ka̠	128	1475			Emily John-Martin		jica13
154	AbasoloValleMixtec	JEALOUS	celoso	kuiñu	kuiñu	188	2821			galindo-sanchez2009vocabulario		abas11
3098	PiedraAzulMixtec	SWELLING	hinchazón	kuiñu	kuiñu	35	1903			oxnard2020		pied12
3099	SanMarcoslaFlorMixtec	SWELLING	hinchazón	kuiñu	kuiñu	35	1903			oxnard2020		flor12
3100	SanSebastianMonteMixtec	SWELLING	hinchazón	kuiñu	kuiñu	35	1903			oxnard2020		mont12
4478	SantaMariaZacatepecMixtec	JEALOUS	celoso	kuiñu	kuiñu	188	2821			towne2011gramatica		zaca11
6148	ElJicaralMixtec	SWELLING	hinchazón	kuiñu	kuiñu	35	1903			Emily John-Martin		jica13
20132	SanMartinDuraznosMixtec	SWELLING	hinchazón	kuiñu	kuiñu	35	1903			hernandez2020san-martin		dura11
6314	ElJicaralMixtec	JEALOUS	celoso	kuíñu	kuíñu	188	2821			Emily John-Martin		jica13
20336	SantoDomingoHuendioMixtec	SWELLING	hinchazón	kuíñu	kuíñu	35	1903			becerra-roldan2015un-estudio		huen11
20291	SanMartinDuraznosMixtec	JEALOUS	celoso	kuíñú	kuíñú	188	2821			hernandez2020san-martin		dura11
3852	SanMarcoslaFlorMixtec	JEALOUS	celoso	kuíñû	kuíñû	188	2821			oxnard2020		flor12
3851	PiedraAzulMixtec	JEALOUS	celoso	kuíñun	kuíñun	188	2821			oxnard2020		pied12
20976	SanAndresYutatioMixtec	JEALOUS	celoso	kuión	kuión	188	2821			williams2017diccionario		yuta13
1649	SanAndresChicahuaxtla1890Triqui	OWNER	dueño	Kuisiha	kuisiha	15	1036			belmar1897ensayo		chic02
20430	SantoDomingoHuendioMixtec	WHITE	blanco	kuixin	kuixin	156	1335			becerra-roldan2015un-estudio		huen11
4484	SantaMariaZacatepecMixtec	YEAR	año	kuiya	kuiya	196	1226			towne2011gramatica		zaca11
3889	PiedraAzulMixtec	YEAR	año	kuiyà	kuiyà	196	1226			oxnard2020		pied12
5067	MagdalenaPenascoMixtec	YEAR	año	kuiyà	kuiyà	196	1226			hollenbach2017diccionario	{BA}	pena11
3890	SanMarcoslaFlorMixtec	YEAR	año	kuìyà	kuìyà	196	1226			oxnard2020		flor12
3891	SanSebastianMonteMixtec	YEAR	año	kuìyà	kuìyà	196	1226			oxnard2020		mont12
4663	AlacatlatzalaMixtec	YEAR	año	kui̠ya̠	kui̠ya̠	196	1226			zylstra2012gramatica		alac11
4835	XochapaMixtec	YEAR	año	kui̠ya̠	kui̠ya̠	196	1226			stark2013diccionario		xoch11
6322	ElJicaralMixtec	YEAR	año	kui̠ya̠	kui̠ya̠	196	1226			Emily John-Martin		jica13
14258	SantaMariaAcatepecMixtec	COMB	peine	kuka	kuka	128	1475			josserand1983mixtec		acat11
14263	SantaMariaApazcoMixtec	COMB	peine	kuka	kuka	128	1475			josserand1983mixtec		apas11
14267	SanPedroAtoyacMixtec	COMB	peine	kuka	kuka	128	1475			josserand1983mixtec		atoy11
14270	SantiagoCacaloxtepecMixtec	COMB	peine	kuka	kuka	128	1475			josserand1983mixtec		caca11
14272	ChalcatongoHidalgoMixtec	COMB	peine	kuka	kuka	128	1475			josserand1983mixtec		chal11
14273	SanAgustinChayucoMixtec	COMB	peine	kuka	kuka	128	1475			josserand1983mixtec		chay11
14277	SanJuanCoatzospamMixtec	COMB	peine	kuka	kuka	128	1475			josserand1983mixtec		coat11
14279	SanJuanColoradoMixtec	COMB	peine	kuka	kuka	128	1475			josserand1983mixtec		colo11
14282	SantaAnaCuauhtemocMixtec	COMB	peine	kuka	kuka	128	1475			josserand1983mixtec		cuau11
14284	CuyamecalcoVillaZaragozaMixtec	COMB	peine	kuka	kuka	128	1475			josserand1983mixtec		cuya11
14287	SantaCatarinaEstetlaMixtec	COMB	peine	kuka	kuka	128	1475			josserand1983mixtec		este11
14290	SantaMariaHuazolotitlanMixtec	COMB	peine	kuka	kuka	128	1475			josserand1983mixtec		huaz11
14291	SanAntonioHuitepecMixtec	COMB	peine	kuka	kuka	128	1475			josserand1983mixtec		huit11
14292	SantaCruzItundujiaMixtec	COMB	peine	kuka	kuka	128	1475			josserand1983mixtec		itun11
14294	SantiagoIxtayutlaMixtec	COMB	peine	kuka	kuka	128	1475			josserand1983mixtec		ixta11
14296	SantiagoJamiltepecMixtec	COMB	peine	kuka	kuka	128	1475			josserand1983mixtec		jami11
14297	SantaMariaJicaltepecMixtec	COMB	peine	kuka	kuka	128	1475			josserand1983mixtec		jica11
14298	SanPedroJicayanMixtec	COMB	peine	kuka	kuka	128	1475			josserand1983mixtec		jica12
14301	SanLorenzoMixtec	COMB	peine	kuka	kuka	128	1475			josserand1983mixtec		lore11
14302	SantaCatarinaMechoacanMixtec	COMB	peine	kuka	kuka	128	1475			josserand1983mixtec		mech11
14304	SanPedroMolinosMixtec	COMB	peine	kuka	kuka	128	1475			josserand1983mixtec		moli11
14305	SantaLuciaMonteverdeMixtec	COMB	peine	kuka	kuka	128	1475			josserand1983mixtec		mont13
14309	SanAndresNuxinoMixtec	COMB	peine	kuka	kuka	128	1475			josserand1983mixtec		nuxi11
14313	SanMiguelPiedrasMixtec	COMB	peine	kuka	kuka	128	1475			josserand1983mixtec		pied11
14314	SantiagoPinotepaNacionalMixtec	COMB	peine	kuka	kuka	128	1475			josserand1983mixtec		pino11
14315	PinotepaDonLuisMixtec	COMB	peine	kuka	kuka	128	1475			josserand1983mixtec		pino12
14316	Proto-Mixtec	COMB	peine	kuka	kuka	128	1475			josserand1983mixtec		prom01
14317	SantosReyesTepejilloMixtec	COMB	peine	kuka	kuka	128	1475			josserand1983mixtec		reye11
14319	SanMateoSindihuiMixtec	COMB	peine	kuka	kuka	128	1475			josserand1983mixtec		sind11
14321	SanJuanTamazolaMixtec	COMB	peine	kuka	kuka	128	1475			josserand1983mixtec		tama11
14324	SanJuanTeitaMixtec	COMB	peine	kuka	kuka	128	1475			josserand1983mixtec		teit11
14326	SanAntonioTepetlapaMixtec	COMB	peine	kuka	kuka	128	1475			josserand1983mixtec		tepe12
14328	SanPedroTidaaMixtec	COMB	peine	kuka	kuka	128	1475			josserand1983mixtec		tida11
14330	SanAgustinTlacotepecMixtec	COMB	peine	kuka	kuka	128	1475			josserand1983mixtec		tlac11
14333	SantiagoTlazoyaltepecMixtec	COMB	peine	kuka	kuka	128	1475			josserand1983mixtec		tlaz11
14333	SantiagoTlazoyaltepecMixtec	COMB	peine	kuka	kuka	128	1475			josserand1983mixtec		tlaz11
14335	VillaTututepecMelchorOcampoMixtec	COMB	peine	kuka	kuka	128	1475			josserand1983mixtec		tutu11
14337	SantaMariaYolotepecMixtec	COMB	peine	kuka	kuka	128	1475			josserand1983mixtec		yolo11
14339	SantiagoYosonduaMixtec	COMB	peine	kuka	kuka	128	1475			josserand1983mixtec		yoso11
4986	MagdalenaPenascoMixtec	COMB	peine	kukà	kukà	128	1475			hollenbach2017diccionario	{BA}	pena11
14265	SanEstebanAtatlahucaMixtec	COMB	peine	kukā	kukā	128	1475			josserand1983mixtec		atat11
14288	SanMiguelElGrandeMixtec	COMB	peine	kukā	kukā	128	1475			josserand1983mixtec		gran11
5032	MagdalenaPenascoMixtec	RICH	rico	kúká	kúká	170	712			hollenbach2017diccionario	{BA}	pena11
14312	SantaMariaPenolesMixtec	COMB	peine	kúká	kúká	128	1475			josserand1983mixtec		peno11
14312	SantaMariaPenolesMixtec	COMB	peine	kúká	kúká	128	1475			josserand1983mixtec		peno11
14310	SantiagoNuyooMixtec	COMB	peine	kùkà	kùkà	128	1475			josserand1983mixtec		nuyo11
14341	SantaMariaYucuhitiMixtec	COMB	peine	kùkà	kùkà	128	1475			josserand1983mixtec		yucu12
10002	SantiagoCacaloxtepecMixtec	COCKROACH	cucaracha	kukarača	kukarača	57	1575			josserand1983mixtec		caca11
1812	SanAndresChicahuaxtla1890Triqui	YESTERDAY	ayer tarde	Kukihdinên	kukihdinên	195	1174			belmar1897ensayo		chic02
14308	SantoDomingoNuxaaMixtec	COMB	peine	kuku	kuku	128	1475			josserand1983mixtec		nuxa11
14329	SantiagoTilantongoMixtec	COMB	peine	kuku	kuku	128	1475			josserand1983mixtec		tila11
20405	SantoDomingoHuendioMixtec	COMB	peine	kúkuà	kúkuà	128	1475			becerra-roldan2015un-estudio		huen11
14259	SanMiguelAchiutlaMixtec	COMB	peine	kukʷa	kukʷa	128	1475			josserand1983mixtec		achi11
14264	SantiagoApoalaMixtec	COMB	peine	kukʷa	kukʷa	128	1475			josserand1983mixtec		apoa11
14275	SanMiguelChicahuaMixtec	COMB	peine	kukʷa	kukʷa	128	1475			josserand1983mixtec		chic11
14295	SantiagoIxtaltepecMixtec	COMB	peine	kukʷa	kukʷa	128	1475			josserand1983mixtec		ixta12
14299	SanPedroJocotipacMixtec	COMB	peine	kukʷa	kukʷa	128	1475			josserand1983mixtec		joco11
14306	SanAgustinMonteLobosMixtec	COMB	peine	kukʷa	kukʷa	128	1475			josserand1983mixtec		mont14
14320	SanBartoloSoyaltepecMixtec	COMB	peine	kukʷa	kukʷa	128	1475			josserand1983mixtec		soya11
14327	SanPedroySanPabloTeposcolulaMixtec	COMB	peine	kukʷa	kukʷa	128	1475			josserand1983mixtec		tepo11
14340	SanBartolomeYucuaneMixtec	COMB	peine	kukʷa	kukʷa	128	1475			josserand1983mixtec		yucu11
1748	SanAndresChicahuaxtla1890Triqui	RAIN (PRECIPITATION)	lluvia	Kumánha	kumánha	138	658			belmar1897ensayo		chic02
454	SantiagoJamiltepecMixtec	FOUR	four	kumi	kumi	160	1500			johnson1988syntactic		jami11
577	SantoTomasOcotepecMixtec	FOUR	four	kumi	kumi	160	1500			alexander1988syntactic		ocot11
4453	SantaMariaZacatepecMixtec	FOUR	cuatro	kumi	kumi	160	1500			towne2011gramatica		zaca11
2761	SantaMariaPenolesMixtec	FOUR	four	kúmí	kúmí	160	1500			durr1987preliminary		peno11
2761	SantaMariaPenolesMixtec	FOUR	four	kúmí	kúmí	160	1500			durr1987preliminary		peno11
2774	SantaMariaJicaltepecMixtec	FOUR	four	kúmí	kúmí	160	1500			durr1987preliminary		jica11
16472	SantaMariaPenolesMixtec	FOUR	cuatro	kú̧mí̧	kú̧mí̧	160	1500			josserand1983mixtec		peno11
16472	SantaMariaPenolesMixtec	FOUR	cuatro	kú̧mí̧	kú̧mí̧	160	1500			josserand1983mixtec		peno11
16432	SanMartinDuraznosMixtec	FOUR	cuatro	kú̧mì̧	kú̧mì̧	160	1500			josserand1983mixtec		dura11
16500	SanMiguelTlacotepecMixtec	FOUR	cuatro	kú̧mì̧	kú̧mì̧	160	1500			josserand1983mixtec		tlac12
131	AbasoloValleMixtec	FOUR	cuatro	kùmi	kùmi	160	1500			galindo-sanchez2009vocabulario		abas11
2764	SantoTomasOcotepecMixtec	FOUR	four	kùmì	kùmì	160	1500			durr1987preliminary		ocot11
2775	SanAgustinChayucoMixtec	FOUR	four	kùmì	kùmì	160	1500			durr1987preliminary		chay11
2772	SanJuanMixtepecMixtec	FOUR	four	kùmǐ	kùmǐ	160	1500			durr1987preliminary		mixt11
3722	SanJuanMixtepecMixtec	FOUR	cuatro	kùmǐ	kùmǐ	160	1500			oxnard2020		mixt11
20739	YucunanyMixtec	FOUR	four	kùmǐ	kùmǐ	160	1500			salazar2020yucunani		yucu17
16514	SantaMariaYucunicocoMixtec	FOUR	cuatro	kù̧mí̧	kù̧mí̧	160	1500			josserand1983mixtec		yucu15
16400	SanMiguelAhuehuetitlanMixtec	FOUR	cuatro	kù̧mì̧	kù̧mì̧	160	1500			josserand1983mixtec		ahue11
16469	SantiagoNuyooMixtec	FOUR	cuatro	kù̧mì̧	kù̧mì̧	160	1500			josserand1983mixtec		nuyo11
16470	SantoTomasOcotepecMixtec	FOUR	cuatro	kù̧mì̧	kù̧mì̧	160	1500			josserand1983mixtec		ocot11
16512	SantaMariaYucuhitiMixtec	FOUR	cuatro	kù̧mì̧	kù̧mì̧	160	1500			josserand1983mixtec		yucu12
16489	SantiagoTamazolaMixtec	FOUR	cuatro	kù̧mǐ̧	kù̧mǐ̧	160	1500			josserand1983mixtec		tama12
16420	CoicoyanlasFloresMixtec	FOUR	cuatro	kù̧mī̧	kù̧mī̧	160	1500			josserand1983mixtec		coic11
16453	MetlatonocMixtec	FOUR	cuatro	kù̧mī̧	kù̧mī̧	160	1500			josserand1983mixtec		metl11
16491	SanSebastianTecomaxtlahuacaMixtec	FOUR	cuatro	ku̧mì̧	ku̧mì̧	160	1500			josserand1983mixtec		teco11
16397	SantaMariaAcatepecMixtec	FOUR	cuatro	ku̧mi̧	ku̧mi̧	160	1500			josserand1983mixtec		acat11
16403	SanMiguelAmatitlanMixtec	FOUR	cuatro	ku̧mi̧	ku̧mi̧	160	1500			josserand1983mixtec		amat11
16404	SantaMariaApazcoMixtec	FOUR	cuatro	ku̧mi̧	ku̧mi̧	160	1500			josserand1983mixtec		apas11
16405	SantiagoApoalaMixtec	FOUR	cuatro	ku̧mi̧	ku̧mi̧	160	1500			josserand1983mixtec		apoa11
16408	SanPedroAtoyacMixtec	FOUR	cuatro	ku̧mi̧	ku̧mi̧	160	1500			josserand1983mixtec		atoy11
16410	SantaCruzBravoMixtec	FOUR	cuatro	ku̧mi̧	ku̧mi̧	160	1500			josserand1983mixtec		brav11
16412	CahuatacheMixtec	FOUR	cuatro	ku̧mi̧	ku̧mi̧	160	1500			josserand1983mixtec		cahu11
16414	SanAgustinChayucoMixtec	FOUR	cuatro	ku̧mi̧	ku̧mi̧	160	1500			josserand1983mixtec		chay11
16415	SanPedroChayucoMixtec	FOUR	cuatro	ku̧mi̧	ku̧mi̧	160	1500			josserand1983mixtec		chay12
16416	SantiagoChazumbaMixtec	FOUR	cuatro	ku̧mi̧	ku̧mi̧	160	1500			josserand1983mixtec		chaz11
16417	SanMiguelChicahuaMixtec	FOUR	cuatro	ku̧mi̧	ku̧mi̧	160	1500			josserand1983mixtec		chic11
16418	ChigmecatitlanMixtec	FOUR	cuatro	ku̧mi̧	ku̧mi̧	160	1500			josserand1983mixtec		chig11
16421	SanJuanColoradoMixtec	FOUR	cuatro	ku̧mi̧	ku̧mi̧	160	1500			josserand1983mixtec		colo11
16422	CosoltepecMixtec	FOUR	cuatro	ku̧mi̧	ku̧mi̧	160	1500			josserand1983mixtec		coso11
16425	SanCristobalJamiltepecMixtec	FOUR	cuatro	ku̧mi̧	ku̧mi̧	160	1500			josserand1983mixtec		cris11
16426	CuatzoquitengoMixtec	FOUR	cuatro	ku̧mi̧	ku̧mi̧	160	1500			josserand1983mixtec		cuat11
16428	CuilapamGuerreroMixtec	FOUR	cuatro	ku̧mi̧	ku̧mi̧	160	1500			josserand1983mixtec		cuil11
16434	SantaCatarinaEstetlaMixtec	FOUR	cuatro	ku̧mi̧	ku̧mi̧	160	1500			josserand1983mixtec		este11
