Grapheme	IPA	Class	Status	Comments	Source	Doculect																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
r̃	r	consonant		not sure, best guess	daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ř	ɾ	consonant		not sure, best guess	daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
s	s	consonant			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
š	ʃ	consonant			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
t	t	consonant			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
č	t͡ʃ	consonant			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
h	x	consonant		not sure, best guess	daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ž	ʒ	consonant			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ʔ	ʔ	consonant			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
b	β	consonant			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
à	a1	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
à̢	ã1	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
àà̢	ã1ã1	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
àa̢	ã1ã3	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
àă̢	ã1ã35	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
àá̢	ã1ã5	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
a	a3	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
a̢	ã3	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ă	a35	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ă̢	ã35	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ăà̢	ã35ã1	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ăa̢	ã35ã3	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ăă̢	ã35ã35	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ăá̢	ã35ã5	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
aà̢	ã3̃a1	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
aa̢	ã3̃a3	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
aă̢	ã3̃a35	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
aá̢	ã3̃a5	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
á	a5	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
á̢	ã5	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
áà̢	ã5ã1	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
áa̢	ã5ã3	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
áă̢	ã5ã35	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
áá̢	ã5ã5	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
è	e1	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
è̢	ẽ1	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
èè̢	ẽ1ẽ1	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
èe̢	ẽ1ẽ3	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
èĕ̢	ẽ1ẽ35	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
èé̢	ẽ1ẽ5	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
e	e3	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
e̢	ẽ3	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ĕ	e35	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ĕ̢	ẽ35	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ĕè̢	ẽ35ẽ1	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ĕe̢	ẽ35ẽ3	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ĕĕ̢	ẽ35ẽ35	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ĕé̢	ẽ35ẽ5	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
eè̢	ẽ3̃ẽ1	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ee̢	ẽ3̃ẽ3	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
eĕ̢	ẽ3̃ẽ35	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
eé̢	ẽ3̃ẽ5	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
é	e5	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
é̢	ẽ5	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
éè̢	ẽ5ẽ1	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ée̢	ẽ5ẽ3	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
éĕ̢	ẽ5ẽ35	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
éé̢	ẽ5ẽ5	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ì	i1	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ì̢	ĩ1	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ìì̢	ĩ1ĩ1	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ìi̢	ĩ1ĩ3	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ìĭ̢	ĩ1ĩ35	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ìí̢	ĩ1ĩ5	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
i	i3	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
i̢	ĩ3	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ĭ	i35	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ĭ̢	ĩ35	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ĭì̢	ĩ35ĩ1	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ĭi̢	ĩ35ĩ3	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ĭĭ̢	ĩ35ĩ35	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ĭí̢	ĩ35ĩ5	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
iì̢	ĩ3ĩ1	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ii̢	ĩ3ĩ3	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
iĭ̢	ĩ3ĩ35	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ií̢	ĩ3ĩ5	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
í	i5	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
í̢	ĩ5	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
íì̢	ĩ5ĩ1	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
íi̢	ĩ5ĩ3	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
íĭ̢	ĩ5ĩ35	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
íí̢	ĩ5ĩ5	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ɨ̀	ɨ1	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ɨ̢̀	ɨ̃1	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ɨ̀ɨ̢̀	ɨ̃1ɨ̃1	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ɨ̀ɨ̢	ɨ̃1ɨ̃3	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ɨ̀ɨ̢̆	ɨ̃1ɨ̃35	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ɨ̀ɨ̢́	ɨ̃1ɨ̃5	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ɨ	ɨ3	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ɨ̢	ɨ̃3	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ɨ̆	ɨ35	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ɨ̢̆	ɨ̃35	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ɨ̆ɨ̢̀	ɨ̃35ɨ̃1	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ɨ̆ɨ̢	ɨ̃35ɨ̃3	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ɨ̆ɨ̢̆	ɨ̃35ɨ̃35	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ɨ̆ɨ̢́	ɨ̃35ɨ̃5	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ɨɨ̢̀	ɨ̃3̃ɨ1	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ɨɨ̢	ɨ̃3̃ɨ3	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ɨɨ̢̆	ɨ̃3̃ɨ35	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ɨɨ̢́	ɨ̃3̃ɨ5	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ɨ́	ɨ5	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ɨ̢́	ɨ̃5	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ɨ́ɨ̢̀	ɨ̃5ɨ̃1	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ɨ́ɨ̢	ɨ̃5ɨ̃3	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ɨ́ɨ̢̆	ɨ̃5ɨ̃35	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ɨ́ɨ̢́	ɨ̃5ɨ̃5	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ò	o1	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ò̢	õ1	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
òò̢	õ1õ1	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
òo̢	õ1õ3	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
òŏ̢	õ1õ35	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
òó̢	õ1õ5	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
o	o3	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
o̢	õ3	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ŏ	o35	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ŏ̢	õ35	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ŏò̢	õ35õ1	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ŏo̢	õ35õ3	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ŏŏ̢	õ35õ35	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ŏó̢	õ35õ5	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
oò̢	õ3õ1	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
oo̢	õ3õ3	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
oŏ̢	õ3õ35	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
oó̢	õ3õ5	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ó	o5	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ó̢	õ5	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
óò̢	õ5õ1	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
óo̢	õ5õ3	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
óŏ̢	õ5õ35	vowel and tone			daly1977mixteco	peno11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
