Grapheme	IPA	Class	Status	Comments	Source	Doculect																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
i	i3	vowel and tone			hernandez2020san-martin	dura11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
in	ĩ3	vowel and tone			hernandez2020san-martin	dura11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
iìn	ĩ3ĩ1	vowel and tone			hernandez2020san-martin	dura11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
iin	ĩ3ĩ3	vowel and tone			hernandez2020san-martin	dura11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
iín	ĩ3ĩ5	vowel and tone			hernandez2020san-martin	dura11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
í	i5	vowel and tone			hernandez2020san-martin	dura11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ín	ĩ5	vowel and tone			hernandez2020san-martin	dura11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
íìn	ĩ5ĩ1	vowel and tone			hernandez2020san-martin	dura11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
íin	ĩ5ĩ3	vowel and tone			hernandez2020san-martin	dura11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
íín	ĩ5ĩ5	vowel and tone			hernandez2020san-martin	dura11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ò	o1	vowel and tone			hernandez2020san-martin	dura11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ùn	õ1	vowel and tone			hernandez2020san-martin	dura11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
òòn	õ1õ1	vowel and tone			hernandez2020san-martin	dura11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
òon	õ1õ3	vowel and tone			hernandez2020san-martin	dura11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
òón	õ1õ5	vowel and tone			hernandez2020san-martin	dura11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
o	o3	vowel and tone			hernandez2020san-martin	dura11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
un	õ3	vowel and tone			hernandez2020san-martin	dura11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
oòn	õ3õ1	vowel and tone			hernandez2020san-martin	dura11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
oon	õ3õ3	vowel and tone			hernandez2020san-martin	dura11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
oón	õ3õ5	vowel and tone			hernandez2020san-martin	dura11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ó	o5	vowel and tone			hernandez2020san-martin	dura11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ón	õ5	vowel and tone			hernandez2020san-martin	dura11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
óòn	õ5õ1	vowel and tone			hernandez2020san-martin	dura11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
óon	õ5õ3	vowel and tone			hernandez2020san-martin	dura11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
óón	õ5õ5	vowel and tone			hernandez2020san-martin	dura11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ù	u1	vowel and tone			hernandez2020san-martin	dura11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
òn	ũ1	vowel and tone			hernandez2020san-martin	dura11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ùùn	ũ1ũ1	vowel and tone			hernandez2020san-martin	dura11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ùun	ũ1ũ3	vowel and tone			hernandez2020san-martin	dura11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ùún	ũ1ũ5	vowel and tone			hernandez2020san-martin	dura11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
u	u3	vowel and tone			hernandez2020san-martin	dura11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
on	ũ3	vowel and tone			hernandez2020san-martin	dura11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
uùn	ũ3ũ1	vowel and tone			hernandez2020san-martin	dura11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
uun	ũ3ũ3	vowel and tone			hernandez2020san-martin	dura11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
uún	ũ3ũ5	vowel and tone			hernandez2020san-martin	dura11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ú	u5	vowel and tone			hernandez2020san-martin	dura11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ún	ũ5	vowel and tone			hernandez2020san-martin	dura11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
úùn	ũ5ũ1	vowel and tone			hernandez2020san-martin	dura11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
úun	ũ5ũ3	vowel and tone			hernandez2020san-martin	dura11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
úún	ũ5ũ5	vowel and tone			hernandez2020san-martin	dura11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
