Grapheme1	Grapheme2	IPA	Class	Status	Comments	Source	Doculect
ɨ́ɨ̄n	NA	ɨ̃⁵ɨ̃³	vowel and tone	NA	NA	kuiper1991syntactic	diux11
ɨ́ɨ́n	NA	ɨ̃⁵ɨ̃⁵	vowel and tone	NA	NA	kuiper1991syntactic	diux11
ɨ́ɨ̂n	NA	ɨ̃⁵ɨ̃⁵¹	vowel and tone	NA	NA	kuiper1991syntactic	diux11
o	NA	o¹	vowel and tone	NA	NA	kuiper1991syntactic	diux11
ò	NA	o¹	vowel and tone	NA	NA	pike1976stress	diux11
ò̢	NA	õ¹	vowel and tone	NA	NA	pike1976stress	diux11
on	NA	õ¹	vowel and tone	NA	NA	kuiper1991syntactic	diux11
oon	NA	õ¹õ¹	vowel and tone	NA	NA	kuiper1991syntactic	diux11
oōn	NA	õ¹õ³	vowel and tone	NA	NA	kuiper1991syntactic	diux11
oón	NA	õ¹õ⁵	vowel and tone	NA	NA	kuiper1991syntactic	diux11
oôn	NA	õ¹õ⁵¹	vowel and tone	NA	NA	kuiper1991syntactic	diux11
ō	NA	o³	vowel and tone	NA	NA	kuiper1991syntactic	diux11
ōn	NA	õ³	vowel and tone	NA	NA	kuiper1991syntactic	diux11
ōon	NA	õ³õ¹	vowel and tone	NA	NA	kuiper1991syntactic	diux11
ōōn	NA	õ³õ³	vowel and tone	NA	NA	kuiper1991syntactic	diux11
ōón	NA	õ³õ⁵	vowel and tone	NA	NA	kuiper1991syntactic	diux11
ōôn	NA	õ³õ⁵¹	vowel and tone	NA	NA	kuiper1991syntactic	diux11
ó	NA	o⁵	vowel and tone	NA	NA	pike1976stress, kuiper1991syntactic	diux11
ó̢	NA	õ⁵	vowel and tone	NA	NA	pike1976stress	diux11
ón	NA	õ⁵	vowel and tone	NA	NA	kuiper1991syntactic	diux11
ô	NA	o⁵¹	vowel and tone	NA	NA	kuiper1991syntactic	diux11
ôn	NA	õ⁵¹	vowel and tone	NA	NA	kuiper1991syntactic	diux11
óon	NA	õ⁵õ¹	vowel and tone	NA	NA	kuiper1991syntactic	diux11
óōn	NA	õ⁵õ³	vowel and tone	NA	NA	kuiper1991syntactic	diux11
óón	NA	õ⁵õ⁵	vowel and tone	NA	NA	kuiper1991syntactic	diux11
óôn	NA	õ⁵õ⁵¹	vowel and tone	NA	NA	kuiper1991syntactic	diux11
u	NA	u¹	vowel and tone	NA	NA	kuiper1991syntactic	diux11
ù	NA	u¹	vowel and tone	NA	NA	pike1976stress	diux11
ù̢	NA	ũ¹	vowel and tone	NA	NA	pike1976stress	diux11
un	NA	ũ¹	vowel and tone	NA	NA	kuiper1991syntactic	diux11
uun	NA	ũ¹ũ¹	vowel and tone	NA	NA	kuiper1991syntactic	diux11
uūn	NA	ũ¹ũ³	vowel and tone	NA	NA	kuiper1991syntactic	diux11
uún	NA	ũ¹ũ⁵	vowel and tone	NA	NA	kuiper1991syntactic	diux11
uûn	NA	ũ¹ũ⁵¹	vowel and tone	NA	NA	kuiper1991syntactic	diux11
ū	NA	u³	vowel and tone	NA	NA	kuiper1991syntactic	diux11
ūn	NA	ũ³	vowel and tone	NA	NA	kuiper1991syntactic	diux11
ūun	NA	ũ³ũ¹	vowel and tone	NA	NA	kuiper1991syntactic	diux11
ūūn	NA	ũ³ũ³	vowel and tone	NA	NA	kuiper1991syntactic	diux11
ūún	NA	ũ³ũ⁵	vowel and tone	NA	NA	kuiper1991syntactic	diux11
ūûn	NA	ũ³ũ⁵¹	vowel and tone	NA	NA	kuiper1991syntactic	diux11
ú	NA	u⁵	vowel and tone	NA	NA	pike1976stress, kuiper1991syntactic	diux11
ú̢	NA	ũ⁵	vowel and tone	NA	NA	pike1976stress	diux11
ún	NA	ũ⁵	vowel and tone	NA	NA	kuiper1991syntactic	diux11
û	NA	u⁵¹	vowel and tone	NA	NA	kuiper1991syntactic	diux11
ûn	NA	ũ⁵¹	vowel and tone	NA	NA	kuiper1991syntactic	diux11
úun	NA	ũ⁵ũ¹	vowel and tone	NA	NA	kuiper1991syntactic	diux11
úūn	NA	ũ⁵ũ³	vowel and tone	NA	NA	kuiper1991syntactic	diux11
úún	NA	ũ⁵ũ⁵	vowel and tone	NA	NA	kuiper1991syntactic	diux11
úûn	NA	ũ⁵ũ⁵¹	vowel and tone	NA	NA	kuiper1991syntactic	diux11
