Grapheme1	Grapheme2	IPA	Class	Status	Comments	Source	Doculect
u	NA	u¹	vowel and tone	NA	NA	farris1992syntactic	yoso11
un	NA	ũ¹	vowel and tone	NA	NA	farris1992syntactic	yoso11
uun	NA	ũ¹ũ¹	vowel and tone	NA	NA	farris1992syntactic	yoso11
uūn	NA	ũ¹ũ³	vowel and tone	NA	NA	farris1992syntactic	yoso11
uún	NA	ũ¹ũ⁵	vowel and tone	NA	NA	farris1992syntactic	yoso11
ū	NA	u³	vowel and tone	NA	NA	farris1992syntactic	yoso11
ūn	NA	ũ³	vowel and tone	NA	NA	farris1992syntactic	yoso11
ūun	NA	ũ³ũ¹	vowel and tone	NA	NA	farris1992syntactic	yoso11
ūūn	NA	ũ³ũ³	vowel and tone	NA	NA	farris1992syntactic	yoso11
ūún	NA	ũ³ũ⁵	vowel and tone	NA	NA	farris1992syntactic	yoso11
ú	NA	u⁵	vowel and tone	NA	NA	farris1992syntactic	yoso11
ún	NA	ũ⁵	vowel and tone	NA	NA	farris1992syntactic	yoso11
úun	NA	ũ⁵ũ¹	vowel and tone	NA	NA	farris1992syntactic	yoso11
úūn	NA	ũ⁵ũ³	vowel and tone	NA	NA	farris1992syntactic	yoso11
úún	NA	ũ⁵ũ⁵	vowel and tone	NA	NA	farris1992syntactic	yoso11
