Grapheme	IPA	Class	Status	Comments	Source	Doculect																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ì	i1	vowel and tone			pike1976stress	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ì̢	ĩ1	vowel and tone			pike1976stress	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
in	ĩ1	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
iin	ĩ1ĩ1	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
iīn	ĩ1ĩ3	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
iín	ĩ1ĩ5	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
iîn	ĩ1ĩ51	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ī	i3	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
īn	ĩ3	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
īin	ĩ3ĩ1	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
īīn	ĩ3ĩ3	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
īín	ĩ3ĩ5	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
īîn	ĩ3ĩ51	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
í	i5	vowel and tone			pike1976stress, kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
í̢	ĩ5	vowel and tone			pike1976stress	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ín	ĩ5	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
î	i51	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
în	ĩ51	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
íin	ĩ5ĩ1	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
íīn	ĩ5ĩ3	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
íín	ĩ5ĩ5	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
íîn	ĩ5ĩ51	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ɨ	ɨ1	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ɨ̀	ɨ1	vowel and tone			pike1976stress	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ɨ̢̀	ɨ̃1	vowel and tone			pike1976stress	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ɨn	ɨ̃1	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ɨɨn	ɨ̃1ɨ̃1	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ɨɨ̄n	ɨ̃1ɨ̃3	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ɨɨ́n	ɨ̃1ɨ̃5	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ɨɨ̂n	ɨ̃1ɨ̃51	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ɨ̄	ɨ3	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ɨ̄n	ɨ̃3	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ɨ̄ɨn	ɨ̃3ɨ̃1	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ɨ̄ɨ̄n	ɨ̃3ɨ̃3	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ɨ̄ɨ́n	ɨ̃3ɨ̃5	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ɨ̄ɨ̂n	ɨ̃3ɨ̃51	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ɨ́	ɨ5	vowel and tone			pike1976stress, kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ɨ̢́	ɨ̃5	vowel and tone			pike1976stress	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ɨ́n	ɨ̃5	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ɨ̂	ɨ51	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ɨ̂n	ɨ̃51	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ɨ́ɨn	ɨ̃5ɨ̃1	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
