Grapheme1	Grapheme2	IPA	Class	Status	Comments	Source	Doculect
ɨ̀ɨ̢̀	NA	ɨ̃¹ɨ̃¹	vowel and tone	NA	NA	daly1977mixteco	peno11
ɨ̀ɨ̢	NA	ɨ̃¹ɨ̃³	vowel and tone	NA	NA	daly1977mixteco	peno11
ɨ̀ɨ̢̆	NA	ɨ̃¹ɨ̃³⁵	vowel and tone	NA	NA	daly1977mixteco	peno11
ɨ̀ɨ̢́	NA	ɨ̃¹ɨ̃⁵	vowel and tone	NA	NA	daly1977mixteco	peno11
ɨ	NA	ɨ³	vowel and tone	NA	NA	daly1977mixteco	peno11
ɨ̢	NA	ɨ̃³	vowel and tone	NA	NA	daly1977mixteco	peno11
ɨ̆	NA	ɨ³⁵	vowel and tone	NA	NA	daly1977mixteco	peno11
ɨ̢̆	NA	ɨ̃³⁵	vowel and tone	NA	NA	daly1977mixteco	peno11
ɨ̆ɨ̢̀	NA	ɨ̃³⁵ɨ̃¹	vowel and tone	NA	NA	daly1977mixteco	peno11
ɨ̆ɨ̢	NA	ɨ̃³⁵ɨ̃³	vowel and tone	NA	NA	daly1977mixteco	peno11
ɨ̆ɨ̢̆	NA	ɨ̃³⁵ɨ̃³⁵	vowel and tone	NA	NA	daly1977mixteco	peno11
ɨ̆ɨ̢́	NA	ɨ̃³⁵ɨ̃⁵	vowel and tone	NA	NA	daly1977mixteco	peno11
ɨɨ̢̀	NA	ɨ̃³̃ɨ¹	vowel and tone	NA	NA	daly1977mixteco	peno11
ɨɨ̢	NA	ɨ̃³̃ɨ³	vowel and tone	NA	NA	daly1977mixteco	peno11
ɨɨ̢̆	NA	ɨ̃³̃ɨ³⁵	vowel and tone	NA	NA	daly1977mixteco	peno11
ɨɨ̢́	NA	ɨ̃³̃ɨ⁵	vowel and tone	NA	NA	daly1977mixteco	peno11
ɨ́	NA	ɨ⁵	vowel and tone	NA	NA	daly1977mixteco	peno11
ɨ̢́	NA	ɨ̃⁵	vowel and tone	NA	NA	daly1977mixteco	peno11
ɨ́ɨ̢̀	NA	ɨ̃⁵ɨ̃¹	vowel and tone	NA	NA	daly1977mixteco	peno11
ɨ́ɨ̢	NA	ɨ̃⁵ɨ̃³	vowel and tone	NA	NA	daly1977mixteco	peno11
ɨ́ɨ̢̆	NA	ɨ̃⁵ɨ̃³⁵	vowel and tone	NA	NA	daly1977mixteco	peno11
ɨ́ɨ̢́	NA	ɨ̃⁵ɨ̃⁵	vowel and tone	NA	NA	daly1977mixteco	peno11
ò	NA	o¹	vowel and tone	NA	NA	daly1977mixteco	peno11
ò̢	NA	õ¹	vowel and tone	NA	NA	daly1977mixteco	peno11
òò̢	NA	õ¹õ¹	vowel and tone	NA	NA	daly1977mixteco	peno11
òo̢	NA	õ¹õ³	vowel and tone	NA	NA	daly1977mixteco	peno11
òŏ̢	NA	õ¹õ³⁵	vowel and tone	NA	NA	daly1977mixteco	peno11
òó̢	NA	õ¹õ⁵	vowel and tone	NA	NA	daly1977mixteco	peno11
o	NA	o³	vowel and tone	NA	NA	daly1977mixteco	peno11
o̢	NA	õ³	vowel and tone	NA	NA	daly1977mixteco	peno11
ŏ	NA	o³⁵	vowel and tone	NA	NA	daly1977mixteco	peno11
ŏ̢	NA	õ³⁵	vowel and tone	NA	NA	daly1977mixteco	peno11
ŏò̢	NA	õ³⁵õ¹	vowel and tone	NA	NA	daly1977mixteco	peno11
ŏo̢	NA	õ³⁵õ³	vowel and tone	NA	NA	daly1977mixteco	peno11
ŏŏ̢	NA	õ³⁵õ³⁵	vowel and tone	NA	NA	daly1977mixteco	peno11
ŏó̢	NA	õ³⁵õ⁵	vowel and tone	NA	NA	daly1977mixteco	peno11
oò̢	NA	õ³õ¹	vowel and tone	NA	NA	daly1977mixteco	peno11
oo̢	NA	õ³õ³	vowel and tone	NA	NA	daly1977mixteco	peno11
oŏ̢	NA	õ³õ³⁵	vowel and tone	NA	NA	daly1977mixteco	peno11
oó̢	NA	õ³õ⁵	vowel and tone	NA	NA	daly1977mixteco	peno11
ó	NA	o⁵	vowel and tone	NA	NA	daly1977mixteco	peno11
ó̢	NA	õ⁵	vowel and tone	NA	NA	daly1977mixteco	peno11
óò̢	NA	õ⁵õ¹	vowel and tone	NA	NA	daly1977mixteco	peno11
óo̢	NA	õ⁵õ³	vowel and tone	NA	NA	daly1977mixteco	peno11
óŏ̢	NA	õ⁵õ³⁵	vowel and tone	NA	NA	daly1977mixteco	peno11
óó̢	NA	õ⁵õ⁵	vowel and tone	NA	NA	daly1977mixteco	peno11
ù	NA	u¹	vowel and tone	NA	NA	daly1977mixteco	peno11
ù̢	NA	ũ¹	vowel and tone	NA	NA	daly1977mixteco	peno11
ùù̢	NA	ũ¹ũ¹	vowel and tone	NA	NA	daly1977mixteco	peno11
ùu̢	NA	ũ¹ũ³	vowel and tone	NA	NA	daly1977mixteco	peno11
ùŭ̢	NA	ũ¹ũ³⁵	vowel and tone	NA	NA	daly1977mixteco	peno11
ùú̢	NA	ũ¹ũ⁵	vowel and tone	NA	NA	daly1977mixteco	peno11
u	NA	u³	vowel and tone	NA	NA	daly1977mixteco	peno11
u̢	NA	ũ³	vowel and tone	NA	NA	daly1977mixteco	peno11
ŭ	NA	u³⁵	vowel and tone	NA	NA	daly1977mixteco	peno11
ŭ̢	NA	ũ³⁵	vowel and tone	NA	NA	daly1977mixteco	peno11
ŭù̢	NA	ũ³⁵ũ¹	vowel and tone	NA	NA	daly1977mixteco	peno11
ŭu̢	NA	ũ³⁵ũ³	vowel and tone	NA	NA	daly1977mixteco	peno11
ŭŭ̢	NA	ũ³⁵ũ³⁵	vowel and tone	NA	NA	daly1977mixteco	peno11
ŭú̢	NA	ũ³⁵ũ⁵	vowel and tone	NA	NA	daly1977mixteco	peno11
uù̢	NA	ũ³ũ¹	vowel and tone	NA	NA	daly1977mixteco	peno11
uu̢	NA	ũ³ũ³	vowel and tone	NA	NA	daly1977mixteco	peno11
uŭ̢	NA	ũ³ũ³⁵	vowel and tone	NA	NA	daly1977mixteco	peno11
uú̢	NA	ũ³ũ⁵	vowel and tone	NA	NA	daly1977mixteco	peno11
ú	NA	u⁵	vowel and tone	NA	NA	daly1977mixteco	peno11
ú̢	NA	ũ⁵	vowel and tone	NA	NA	daly1977mixteco	peno11
úù̢	NA	ũ⁵ũ¹	vowel and tone	NA	NA	daly1977mixteco	peno11
úu̢	NA	ũ⁵ũ³	vowel and tone	NA	NA	daly1977mixteco	peno11
úŭ̢	NA	ũ⁵ũ³⁵	vowel and tone	NA	NA	daly1977mixteco	peno11
úú̢	NA	ũ⁵ũ⁵	vowel and tone	NA	NA	daly1977mixteco	peno11
