Grapheme1	Grapheme2	IPA	Class	Status	Comments	Source	Doculect
ēēn	NA	ẽ³ẽ³	vowel and tone	NA	NA	johnson1988syntactic	jami11
ēén	NA	ẽ³ẽ⁵	vowel and tone	NA	NA	johnson1988syntactic	jami11
é	NA	e⁵	vowel and tone	NA	NA	johnson1988syntactic	jami11
én	NA	ẽ⁵	vowel and tone	NA	NA	johnson1988syntactic	jami11
éen	NA	ẽ⁵ẽ¹	vowel and tone	NA	NA	johnson1988syntactic	jami11
éēn	NA	ẽ⁵ẽ³	vowel and tone	NA	NA	johnson1988syntactic	jami11
één	NA	ẽ⁵ẽ⁵	vowel and tone	NA	NA	johnson1988syntactic	jami11
i	NA	i¹	vowel and tone	NA	NA	johnson1988syntactic	jami11
in	NA	ĩ¹	vowel and tone	NA	NA	johnson1988syntactic	jami11
iin	NA	ĩ¹ĩ¹	vowel and tone	NA	NA	johnson1988syntactic	jami11
iīn	NA	ĩ¹ĩ³	vowel and tone	NA	NA	johnson1988syntactic	jami11
iín	NA	ĩ¹ĩ⁵	vowel and tone	NA	NA	johnson1988syntactic	jami11
ī	NA	i³	vowel and tone	NA	NA	johnson1988syntactic	jami11
īn	NA	ĩ³	vowel and tone	NA	NA	johnson1988syntactic	jami11
īin	NA	ĩ³ĩ¹	vowel and tone	NA	NA	johnson1988syntactic	jami11
īīn	NA	ĩ³ĩ³	vowel and tone	NA	NA	johnson1988syntactic	jami11
īín	NA	ĩ³ĩ⁵	vowel and tone	NA	NA	johnson1988syntactic	jami11
í	NA	i⁵	vowel and tone	NA	NA	johnson1988syntactic	jami11
ín	NA	ĩ⁵	vowel and tone	NA	NA	johnson1988syntactic	jami11
íin	NA	ĩ⁵ĩ¹	vowel and tone	NA	NA	johnson1988syntactic	jami11
íīn	NA	ĩ⁵ĩ³	vowel and tone	NA	NA	johnson1988syntactic	jami11
íín	NA	ĩ⁵ĩ⁵	vowel and tone	NA	NA	johnson1988syntactic	jami11
ɨ	NA	ɨ¹	vowel and tone	NA	NA	johnson1988syntactic	jamɨ11
ɨn	NA	ɨ̃¹	vowel and tone	NA	NA	johnson1988syntactic	jamɨ11
ɨɨn	NA	ɨ̃¹ɨ̃¹	vowel and tone	NA	NA	johnson1988syntactic	jamɨ11
ɨɨ̄n	NA	ɨ̃¹ɨ̃³	vowel and tone	NA	NA	johnson1988syntactic	jamɨ11
ɨɨ́n	NA	ɨ̃¹ɨ̃⁵	vowel and tone	NA	NA	johnson1988syntactic	jamɨ11
ɨ̄	NA	ɨ³	vowel and tone	NA	NA	johnson1988syntactic	jamɨ11
ɨ̄n	NA	ɨ̃³	vowel and tone	NA	NA	johnson1988syntactic	jamɨ11
ɨ̄ɨn	NA	ɨ̃³ɨ̃¹	vowel and tone	NA	NA	johnson1988syntactic	jamɨ11
ɨ̄ɨ̄n	NA	ɨ̃³ɨ̃³	vowel and tone	NA	NA	johnson1988syntactic	jamɨ11
ɨ̄ɨ́n	NA	ɨ̃³ɨ̃⁵	vowel and tone	NA	NA	johnson1988syntactic	jamɨ11
ɨ́	NA	ɨ⁵	vowel and tone	NA	NA	johnson1988syntactic	jamɨ11
ɨ́n	NA	ɨ̃⁵	vowel and tone	NA	NA	johnson1988syntactic	jamɨ11
ɨ́ɨn	NA	ɨ̃⁵ɨ̃¹	vowel and tone	NA	NA	johnson1988syntactic	jamɨ11
ɨ́ɨ̄n	NA	ɨ̃⁵ɨ̃³	vowel and tone	NA	NA	johnson1988syntactic	jamɨ11
ɨ́ɨ́n	NA	ɨ̃⁵ɨ̃⁵	vowel and tone	NA	NA	johnson1988syntactic	jamɨ11
o	NA	o¹	vowel and tone	NA	NA	johnson1988syntactic	jami11
on	NA	õ¹	vowel and tone	NA	NA	johnson1988syntactic	jami11
oon	NA	õ¹õ¹	vowel and tone	NA	NA	johnson1988syntactic	jami11
oōn	NA	õ¹õ³	vowel and tone	NA	NA	johnson1988syntactic	jami11
oón	NA	õ¹õ⁵	vowel and tone	NA	NA	johnson1988syntactic	jami11
ō	NA	o³	vowel and tone	NA	NA	johnson1988syntactic	jami11
ōn	NA	õ³	vowel and tone	NA	NA	johnson1988syntactic	jami11
ōon	NA	õ³õ¹	vowel and tone	NA	NA	johnson1988syntactic	jami11
ōōn	NA	õ³õ³	vowel and tone	NA	NA	johnson1988syntactic	jami11
ōón	NA	õ³õ⁵	vowel and tone	NA	NA	johnson1988syntactic	jami11
ó	NA	o⁵	vowel and tone	NA	NA	johnson1988syntactic	jami11
ón	NA	õ⁵	vowel and tone	NA	NA	johnson1988syntactic	jami11
óon	NA	õ⁵õ¹	vowel and tone	NA	NA	johnson1988syntactic	jami11
óōn	NA	õ⁵õ³	vowel and tone	NA	NA	johnson1988syntactic	jami11
óón	NA	õ⁵õ⁵	vowel and tone	NA	NA	johnson1988syntactic	jami11
u	NA	u¹	vowel and tone	NA	NA	johnson1988syntactic	jami11
un	NA	ũ¹	vowel and tone	NA	NA	johnson1988syntactic	jami11
uun	NA	ũ¹ũ¹	vowel and tone	NA	NA	johnson1988syntactic	jami11
uūn	NA	ũ¹ũ³	vowel and tone	NA	NA	johnson1988syntactic	jami11
uún	NA	ũ¹ũ⁵	vowel and tone	NA	NA	johnson1988syntactic	jami11
ū	NA	u³	vowel and tone	NA	NA	johnson1988syntactic	jami11
ūn	NA	ũ³	vowel and tone	NA	NA	johnson1988syntactic	jami11
ūun	NA	ũ³ũ¹	vowel and tone	NA	NA	johnson1988syntactic	jami11
ūūn	NA	ũ³ũ³	vowel and tone	NA	NA	johnson1988syntactic	jami11
ūún	NA	ũ³ũ⁵	vowel and tone	NA	NA	johnson1988syntactic	jami11
ú	NA	u⁵	vowel and tone	NA	NA	johnson1988syntactic	jami11
ún	NA	ũ⁵	vowel and tone	NA	NA	johnson1988syntactic	jami11
úun	NA	ũ⁵ũ¹	vowel and tone	NA	NA	johnson1988syntactic	jami11
úūn	NA	ũ⁵ũ³	vowel and tone	NA	NA	johnson1988syntactic	jami11
úún	NA	ũ⁵ũ⁵	vowel and tone	NA	NA	johnson1988syntactic	jami11
