Grapheme1	Grapheme2	IPA	Class	Status	Comments	Source	Doculect
en	NA	ẽ³	vowel and tone	NA	NA	north1976gramatica	prog12
én	NA	ẽ⁵	vowel and tone	NA	NA	north1976gramatica, shields1988syntactic	prog12
ēn	NA	ẽ³	vowel and tone	NA	NA	shields1988syntactic	prog12
e̱n	NA	ẽ¹	vowel and tone	NA	NA	north1976gramatica	prog12
i	NA	i³	vowel and tone	NA	'pronounced ’	north1976gramatica	prog12
í	NA	i⁵	vowel and tone	NA	NA	north1976gramatica, shields1988syntactic	prog12
ī	NA	i³	vowel and tone	NA	NA	shields1988syntactic	prog12
i̱	NA	i¹	vowel and tone	NA	NA	north1976gramatica	prog12
iin	NA	ĩ³ĩ³	vowel and tone	NA	NA	north1976gramatica	prog12
iín	NA	ĩ³ĩ⁵	vowel and tone	NA	NA	north1976gramatica	prog12
iīn	NA	ĩ¹ĩ³	vowel and tone	NA	NA	shields1988syntactic	prog12
ii̱n	NA	ĩ³ĩ¹	vowel and tone	NA	NA	north1976gramatica	prog12
íin	NA	ĩ⁵ĩ¹	vowel and tone	NA	NA	shields1988syntactic	prog12
íin	NA	ĩ⁵ĩ³	vowel and tone	NA	NA	north1976gramatica	prog12
íín	NA	ĩ⁵ĩ⁵	vowel and tone	NA	NA	north1976gramatica, shields1988syntactic	prog12
íīn	NA	ĩ⁵ĩ³	vowel and tone	NA	NA	shields1988syntactic	prog12
íi̱n	NA	ĩ⁵ĩ¹	vowel and tone	NA	NA	north1976gramatica	prog12
īin	NA	ĩ³ĩ¹	vowel and tone	NA	NA	shields1988syntactic	prog12
īín	NA	ĩ³ĩ⁵	vowel and tone	NA	NA	shields1988syntactic	prog12
īīn	NA	ĩ³ĩ³	vowel and tone	NA	NA	shields1988syntactic	prog12
i̱in	NA	ĩ¹ĩ³	vowel and tone	NA	NA	north1976gramatica	prog12
i̱ín	NA	ĩ¹ĩ⁵	vowel and tone	NA	NA	north1976gramatica	prog12
i̱i̱n	NA	ĩ¹ĩ¹	vowel and tone	NA	NA	north1976gramatica	prog12
in	NA	ĩ³	vowel and tone	NA	NA	north1976gramatica	prog12
ín	NA	ĩ⁵	vowel and tone	NA	NA	north1976gramatica, shields1988syntactic	prog12
īn	NA	ĩ³	vowel and tone	NA	NA	shields1988syntactic	prog12
i̱n	NA	ĩ¹	vowel and tone	NA	NA	north1976gramatica	prog12
o	NA	o³	vowel and tone	NA	NA	north1976gramatica	prog12
ó	NA	o⁵	vowel and tone	NA	NA	north1976gramatica, shields1988syntactic	prog12
ō	NA	o³	vowel and tone	NA	NA	shields1988syntactic	prog12
o̱	NA	o¹	vowel and tone	NA	NA	north1976gramatica	prog12
ón	NA	õ⁵	vowel and tone	NA	NA	north1976gramatica	prog12
ōn	NA	õ³	vowel and tone	NA	NA	shields1988syntactic	prog12
o̱n	NA	ũ¹	vowel and tone	NA	NA	north1976gramatica	prog12
oon	NA	õ³õ³	vowel and tone	NA	NA	north1976gramatica	prog12
oón	NA	õ³õ⁵	vowel and tone	NA	NA	north1976gramatica	prog12
oōn	NA	õ¹õ³	vowel and tone	NA	NA	shields1988syntactic	prog12
oo̱n	NA	õ³õ¹	vowel and tone	NA	NA	north1976gramatica	prog12
óon	NA	õ⁵õ³	vowel and tone	NA	NA	north1976gramatica	prog12
óón	NA	õ⁵õ⁵	vowel and tone	NA	NA	north1976gramatica, shields1988syntactic	prog12
óōn	NA	õ⁵õ³	vowel and tone	NA	NA	shields1988syntactic	prog12
óo̱n	NA	õ⁵õ¹	vowel and tone	NA	NA	north1976gramatica	prog12
ōon	NA	õ³õ¹	vowel and tone	NA	NA	shields1988syntactic	prog12
ōón	NA	õ³õ⁵	vowel and tone	NA	NA	shields1988syntactic	prog12
ōōn	NA	õ³õ³	vowel and tone	NA	NA	shields1988syntactic	prog12
o̱on	NA	õ¹õ³	vowel and tone	NA	NA	north1976gramatica	prog12
o̱ón	NA	õ¹õ⁵	vowel and tone	NA	NA	north1976gramatica	prog12
o̱o̱n	NA	õ¹õ¹	vowel and tone	NA	NA	north1976gramatica	prog12
u	NA	u³	vowel and tone	NA	phonetically ʉ	north1976gramatica	prog12
ú	NA	u⁵	vowel and tone	NA	NA	north1976gramatica, shields1988syntactic	prog12
ū	NA	u³	vowel and tone	NA	NA	shields1988syntactic	prog12
u̱	NA	u¹	vowel and tone	NA	NA	north1976gramatica	prog12
un	NA	ũ³	vowel and tone	NA	NA	north1976gramatica	prog12
ún	NA	ũ⁵	vowel and tone	NA	NA	north1976gramatica, shields1988syntactic	prog12
ūn	NA	ũ³	vowel and tone	NA	NA	shields1988syntactic	prog12
u̱n	NA	ũ¹	vowel and tone	NA	NA	north1976gramatica	prog12
uun	NA	ũ³ũ³	vowel and tone	NA	NA	north1976gramatica	prog12
uún	NA	ũ³ũ⁵	vowel and tone	NA	NA	north1976gramatica	prog12
uūn	NA	ũ¹ũ³	vowel and tone	NA	NA	shields1988syntactic	prog12
uu̱n	NA	ũ³ũ¹	vowel and tone	NA	NA	north1976gramatica	prog12
úun	NA	ũ⁵ũ³	vowel and tone	NA	NA	north1976gramatica	prog12
úún	NA	ũ⁵ũ⁵	vowel and tone	NA	NA	north1976gramatica, shields1988syntactic	prog12
úūn	NA	ũ⁵ũ³	vowel and tone	NA	NA	shields1988syntactic	prog12
úu̱n	NA	ũ⁵ũ¹	vowel and tone	NA	NA	north1976gramatica	prog12
ūun	NA	ũ³ũ¹	vowel and tone	NA	NA	shields1988syntactic	prog12
ūún	NA	ũ³ũ⁵	vowel and tone	NA	NA	shields1988syntactic	prog12
ūūn	NA	ũ³ũ³	vowel and tone	NA	NA	shields1988syntactic	prog12
u̱un	NA	ũ¹ũ³	vowel and tone	NA	NA	north1976gramatica	prog12
u̱ún	NA	ũ¹ũ⁵	vowel and tone	NA	NA	north1976gramatica	prog12
u̱u̱n	NA	ũ¹ũ¹	vowel and tone	NA	NA	north1976gramatica	prog12
NA	a	a¹	vowel and tone	NA	NA	shields1988syntactic	prog12
NA	an	ã¹	vowel and tone	NA	NA	shields1988syntactic	prog12
NA	aan	ã¹ã¹	vowel and tone	NA	NA	shields1988syntactic	prog12
NA	aán	ã¹ã⁵	vowel and tone	NA	NA	shields1988syntactic	prog12
NA	áan	ã⁵ã¹	vowel and tone	NA	NA	shields1988syntactic	prog12
NA	e	e¹	vowel and tone	NA	NA	shields1988syntactic	prog12
NA	en	ẽ¹	vowel and tone	NA	NA	shields1988syntactic	prog12
NA	een	ẽ¹ẽ¹	vowel and tone	NA	NA	shields1988syntactic	prog12
NA	eén	ẽ¹ẽ⁵	vowel and tone	NA	NA	shields1988syntactic	prog12
NA	éen	ẽ⁵ẽ¹	vowel and tone	NA	NA	shields1988syntactic	prog12
NA	i	i¹	vowel and tone	NA	NA	shields1988syntactic	prog12
NA	in	ĩ¹	vowel and tone	NA	NA	shields1988syntactic	prog12
NA	iin	ĩ¹ĩ¹	vowel and tone	NA	NA	shields1988syntactic	prog12
NA	iín	ĩ¹ĩ⁵	vowel and tone	NA	NA	shields1988syntactic	prog12
NA	o	o¹	vowel and tone	NA	NA	shields1988syntactic	prog12
NA	on	õ¹	vowel and tone	NA	NA	shields1988syntactic	prog12
NA	oon	õ¹õ¹	vowel and tone	NA	NA	shields1988syntactic	prog12
NA	oón	õ¹õ⁵	vowel and tone	NA	NA	shields1988syntactic	prog12
NA	óon	õ⁵õ¹	vowel and tone	NA	NA	shields1988syntactic	prog12
NA	u	u¹	vowel and tone	NA	NA	shields1988syntactic	prog12
NA	un	ũ¹	vowel and tone	NA	NA	shields1988syntactic	prog12
NA	uun	ũ¹ũ¹	vowel and tone	NA	NA	shields1988syntactic	prog12
NA	uún	ũ¹ũ⁵	vowel and tone	NA	NA	shields1988syntactic	prog12
NA	úun	ũ⁵ũ¹	vowel and tone	NA	NA	shields1988syntactic	prog12
