Grapheme1	Grapheme2	IPA	Class	Status	Comments	Source	Doculect
a	NA	a	vowel	NA	NA	pankratz1967phonology	ayut11
a̢	NA	ã	vowel	NA	NA	pankratz1967phonology	ayut11
e	NA	e	vowel	NA	NA	pankratz1967phonology	ayut11
e̢	NA	ẽ	vowel	rare	NA	pankratz1967phonology	ayut11
i	NA	i	vowel	NA	NA	pankratz1967phonology	ayut11
i̢	NA	ĩ	vowel	NA	NA	pankratz1967phonology	ayut11
o	NA	o	vowel	NA	NA	pankratz1967phonology	ayut11
u	NA	u	vowel	NA	NA	pankratz1967phonology	ayut11
u̢	NA	ũ	vowel	NA	NA	pankratz1967phonology	ayut11
NA	NA	a¹	vowel and tone	NA	NA	hills1990syntactic	ayut11
an	NA	ã¹	vowel and tone	NA	NA	hills1990syntactic	ayut11
aan	NA	ã¹ã¹	vowel and tone	NA	NA	hills1990syntactic	ayut11
aān	NA	ã¹ã³	vowel and tone	NA	NA	hills1990syntactic	ayut11
aán	NA	ã¹ã⁵	vowel and tone	NA	NA	hills1990syntactic	ayut11
ā	NA	a³	vowel and tone	NA	NA	hills1990syntactic	ayut11
ān	NA	ã³	vowel and tone	NA	NA	hills1990syntactic	ayut11
āan	NA	ã³ã¹	vowel and tone	NA	NA	hills1990syntactic	ayut11
āān	NA	ã³ã³	vowel and tone	NA	NA	hills1990syntactic	ayut11
āán	NA	ã³ã⁵	vowel and tone	NA	NA	hills1990syntactic	ayut11
á	NA	a⁵	vowel and tone	NA	NA	hills1990syntactic	ayut11
án	NA	ã⁵	vowel and tone	NA	NA	hills1990syntactic	ayut11
áan	NA	ã⁵ã¹	vowel and tone	NA	NA	hills1990syntactic	ayut11
áān	NA	ã⁵ã³	vowel and tone	NA	NA	hills1990syntactic	ayut11
áán	NA	ã⁵ã⁵	vowel and tone	NA	NA	hills1990syntactic	ayut11
NA	e	e¹	vowel and tone	NA	NA	hills1990syntactic	ayut11
en	NA	ẽ¹	vowel and tone	NA	NA	hills1990syntactic	ayut11
een	NA	ẽ¹ẽ¹	vowel and tone	NA	NA	hills1990syntactic	ayut11
eēn	NA	ẽ¹ẽ³	vowel and tone	NA	NA	hills1990syntactic	ayut11
eén	NA	ẽ¹ẽ⁵	vowel and tone	NA	NA	hills1990syntactic	ayut11
ē	NA	e³	vowel and tone	NA	NA	hills1990syntactic	ayut11
ēn	NA	ẽ³	vowel and tone	NA	NA	hills1990syntactic	ayut11
ēen	NA	ẽ³ẽ¹	vowel and tone	NA	NA	hills1990syntactic	ayut11
ēēn	NA	ẽ³ẽ³	vowel and tone	NA	NA	hills1990syntactic	ayut11
ēén	NA	ẽ³ẽ⁵	vowel and tone	NA	NA	hills1990syntactic	ayut11
é	NA	e⁵	vowel and tone	NA	NA	hills1990syntactic	ayut11
én	NA	ẽ⁵	vowel and tone	NA	NA	hills1990syntactic	ayut11
éen	NA	ẽ⁵ẽ¹	vowel and tone	NA	NA	hills1990syntactic	ayut11
éēn	NA	ẽ⁵ẽ³	vowel and tone	NA	NA	hills1990syntactic	ayut11
één	NA	ẽ⁵ẽ⁵	vowel and tone	NA	NA	hills1990syntactic	ayut11
NA	i	i¹	vowel and tone	NA	NA	hills1990syntactic	ayut11
in	NA	ĩ¹	vowel and tone	NA	NA	hills1990syntactic	ayut11
iin	NA	ĩ¹ĩ¹	vowel and tone	NA	NA	hills1990syntactic	ayut11
iīn	NA	ĩ¹ĩ³	vowel and tone	NA	NA	hills1990syntactic	ayut11
iín	NA	ĩ¹ĩ⁵	vowel and tone	NA	NA	hills1990syntactic	ayut11
ī	NA	i³	vowel and tone	NA	NA	hills1990syntactic	ayut11
īn	NA	ĩ³	vowel and tone	NA	NA	hills1990syntactic	ayut11
īin	NA	ĩ³ĩ¹	vowel and tone	NA	NA	hills1990syntactic	ayut11
īīn	NA	ĩ³ĩ³	vowel and tone	NA	NA	hills1990syntactic	ayut11
īín	NA	ĩ³ĩ⁵	vowel and tone	NA	NA	hills1990syntactic	ayut11
í	NA	i⁵	vowel and tone	NA	NA	hills1990syntactic	ayut11
ín	NA	ĩ⁵	vowel and tone	NA	NA	hills1990syntactic	ayut11
íin	NA	ĩ⁵ĩ¹	vowel and tone	NA	NA	hills1990syntactic	ayut11
íīn	NA	ĩ⁵ĩ³	vowel and tone	NA	NA	hills1990syntactic	ayut11
íín	NA	ĩ⁵ĩ⁵	vowel and tone	NA	NA	hills1990syntactic	ayut11
NA	o	o¹	vowel and tone	NA	NA	hills1990syntactic	ayut11
on	NA	õ¹	vowel and tone	NA	NA	hills1990syntactic	ayut11
oon	NA	õ¹õ¹	vowel and tone	NA	NA	hills1990syntactic	ayut11
oōn	NA	õ¹õ³	vowel and tone	NA	NA	hills1990syntactic	ayut11
oón	NA	õ¹õ⁵	vowel and tone	NA	NA	hills1990syntactic	ayut11
ō	NA	o³	vowel and tone	NA	NA	hills1990syntactic	ayut11
ōn	NA	õ³	vowel and tone	NA	NA	hills1990syntactic	ayut11
ōon	NA	õ³õ¹	vowel and tone	NA	NA	hills1990syntactic	ayut11
ōōn	NA	õ³õ³	vowel and tone	NA	NA	hills1990syntactic	ayut11
ōón	NA	õ³õ⁵	vowel and tone	NA	NA	hills1990syntactic	ayut11
ó	NA	o⁵	vowel and tone	NA	NA	hills1990syntactic	ayut11
ón	NA	õ⁵	vowel and tone	NA	NA	hills1990syntactic	ayut11
óon	NA	õ⁵õ¹	vowel and tone	NA	NA	hills1990syntactic	ayut11
óōn	NA	õ⁵õ³	vowel and tone	NA	NA	hills1990syntactic	ayut11
óón	NA	õ⁵õ⁵	vowel and tone	NA	NA	hills1990syntactic	ayut11
NA	u	u¹	vowel and tone	NA	NA	hills1990syntactic	ayut11
un	NA	ũ¹	vowel and tone	NA	NA	hills1990syntactic	ayut11
uun	NA	ũ¹ũ¹	vowel and tone	NA	NA	hills1990syntactic	ayut11
uūn	NA	ũ¹ũ³	vowel and tone	NA	NA	hills1990syntactic	ayut11
uún	NA	ũ¹ũ⁵	vowel and tone	NA	NA	hills1990syntactic	ayut11
ū	NA	u³	vowel and tone	NA	NA	hills1990syntactic	ayut11
ūn	NA	ũ³	vowel and tone	NA	NA	hills1990syntactic	ayut11
ūun	NA	ũ³ũ¹	vowel and tone	NA	NA	hills1990syntactic	ayut11
ūūn	NA	ũ³ũ³	vowel and tone	NA	NA	hills1990syntactic	ayut11
ūún	NA	ũ³ũ⁵	vowel and tone	NA	NA	hills1990syntactic	ayut11
ú	NA	u⁵	vowel and tone	NA	NA	hills1990syntactic	ayut11
ún	NA	ũ⁵	vowel and tone	NA	NA	hills1990syntactic	ayut11
úun	NA	ũ⁵ũ¹	vowel and tone	NA	NA	hills1990syntactic	ayut11
úūn	NA	ũ⁵ũ³	vowel and tone	NA	NA	hills1990syntactic	ayut11
úún	NA	ũ⁵ũ⁵	vowel and tone	NA	NA	hills1990syntactic	ayut11
