Grapheme1	Grapheme2	IPA	Class	Status	Comments	Source	Doculect
ēén		ẽ3ẽ5	vowel and tone			shields1988syntactic	prog12
ēēn		ẽ3ẽ3	vowel and tone			shields1988syntactic	prog12
e̱en		ẽ1ẽ3	vowel and tone			north1976gramatica	prog12
e̱én		ẽ1ẽ5	vowel and tone			north1976gramatica	prog12
e̱e̱n		ẽ1ẽ1	vowel and tone			north1976gramatica	prog12
en		ẽ3	vowel and tone			north1976gramatica	prog12
én		ẽ5	vowel and tone			north1976gramatica, shields1988syntactic	prog12
ēn		ẽ3	vowel and tone			shields1988syntactic	prog12
e̱n		ẽ1	vowel and tone			north1976gramatica	prog12
i		i3	vowel and tone		'pronounced ’	north1976gramatica	prog12
í		i5	vowel and tone			north1976gramatica, shields1988syntactic	prog12
ī		i3	vowel and tone			shields1988syntactic	prog12
i̱		i1	vowel and tone			north1976gramatica	prog12
iin		ĩ3ĩ3	vowel and tone			north1976gramatica	prog12
iín		ĩ3ĩ5	vowel and tone			north1976gramatica	prog12
iīn		ĩ1ĩ3	vowel and tone			shields1988syntactic	prog12
ii̱n		ĩ3ĩ1	vowel and tone			north1976gramatica	prog12
íin		ĩ5ĩ1	vowel and tone			shields1988syntactic	prog12
íin		ĩ5ĩ3	vowel and tone			north1976gramatica	prog12
íín		ĩ5ĩ5	vowel and tone			north1976gramatica, shields1988syntactic	prog12
íīn		ĩ5ĩ3	vowel and tone			shields1988syntactic	prog12
íi̱n		ĩ5ĩ1	vowel and tone			north1976gramatica	prog12
īin		ĩ3ĩ1	vowel and tone			shields1988syntactic	prog12
īín		ĩ3ĩ5	vowel and tone			shields1988syntactic	prog12
īīn		ĩ3ĩ3	vowel and tone			shields1988syntactic	prog12
i̱in		ĩ1ĩ3	vowel and tone			north1976gramatica	prog12
i̱ín		ĩ1ĩ5	vowel and tone			north1976gramatica	prog12
i̱i̱n		ĩ1ĩ1	vowel and tone			north1976gramatica	prog12
in		ĩ3	vowel and tone			north1976gramatica	prog12
ín		ĩ5	vowel and tone			north1976gramatica, shields1988syntactic	prog12
īn		ĩ3	vowel and tone			shields1988syntactic	prog12
i̱n		ĩ1	vowel and tone			north1976gramatica	prog12
o		o3	vowel and tone			north1976gramatica	prog12
ó		o5	vowel and tone			north1976gramatica, shields1988syntactic	prog12
ō		o3	vowel and tone			shields1988syntactic	prog12
o̱		o1	vowel and tone			north1976gramatica	prog12
ón		õ5	vowel and tone			north1976gramatica	prog12
ōn		õ3	vowel and tone			shields1988syntactic	prog12
o̱n		ũ1	vowel and tone			north1976gramatica	prog12
oon		õ3õ3	vowel and tone			north1976gramatica	prog12
oón		õ3õ5	vowel and tone			north1976gramatica	prog12
oōn		õ1õ3	vowel and tone			shields1988syntactic	prog12
oo̱n		õ3õ1	vowel and tone			north1976gramatica	prog12
óon		õ5õ3	vowel and tone			north1976gramatica	prog12
óón		õ5õ5	vowel and tone			north1976gramatica, shields1988syntactic	prog12
óōn		õ5õ3	vowel and tone			shields1988syntactic	prog12
óo̱n		õ5õ1	vowel and tone			north1976gramatica	prog12
ōon		õ3õ1	vowel and tone			shields1988syntactic	prog12
ōón		õ3õ5	vowel and tone			shields1988syntactic	prog12
ōōn		õ3õ3	vowel and tone			shields1988syntactic	prog12
o̱on		õ1õ3	vowel and tone			north1976gramatica	prog12
o̱ón		õ1õ5	vowel and tone			north1976gramatica	prog12
o̱o̱n		õ1õ1	vowel and tone			north1976gramatica	prog12
u		u3	vowel and tone		phonetically ʉ	north1976gramatica	prog12
ú		u5	vowel and tone			north1976gramatica, shields1988syntactic	prog12
ū		u3	vowel and tone			shields1988syntactic	prog12
u̱		u1	vowel and tone			north1976gramatica	prog12
un		ũ3	vowel and tone			north1976gramatica	prog12
ún		ũ5	vowel and tone			north1976gramatica, shields1988syntactic	prog12
ūn		ũ3	vowel and tone			shields1988syntactic	prog12
u̱n		ũ1	vowel and tone			north1976gramatica	prog12
uun		ũ3ũ3	vowel and tone			north1976gramatica	prog12
uún		ũ3ũ5	vowel and tone			north1976gramatica	prog12
uūn		ũ1ũ3	vowel and tone			shields1988syntactic	prog12
uu̱n		ũ3ũ1	vowel and tone			north1976gramatica	prog12
úun		ũ5ũ3	vowel and tone			north1976gramatica	prog12
úún		ũ5ũ5	vowel and tone			north1976gramatica, shields1988syntactic	prog12
úūn		ũ5ũ3	vowel and tone			shields1988syntactic	prog12
úu̱n		ũ5ũ1	vowel and tone			north1976gramatica	prog12
ūun		ũ3ũ1	vowel and tone			shields1988syntactic	prog12
ūún		ũ3ũ5	vowel and tone			shields1988syntactic	prog12
ūūn		ũ3ũ3	vowel and tone			shields1988syntactic	prog12
u̱un		ũ1ũ3	vowel and tone			north1976gramatica	prog12
u̱ún		ũ1ũ5	vowel and tone			north1976gramatica	prog12
u̱u̱n		ũ1ũ1	vowel and tone			north1976gramatica	prog12
	a	a1	vowel and tone			shields1988syntactic	prog12
	an	ã1	vowel and tone			shields1988syntactic	prog12
	aan	ã1ã1	vowel and tone			shields1988syntactic	prog12
	aán	ã1ã5	vowel and tone			shields1988syntactic	prog12
	áan	ã5ã1	vowel and tone			shields1988syntactic	prog12
	e	e1	vowel and tone			shields1988syntactic	prog12
	en	ẽ1	vowel and tone			shields1988syntactic	prog12
	een	ẽ1ẽ1	vowel and tone			shields1988syntactic	prog12
	eén	ẽ1ẽ5	vowel and tone			shields1988syntactic	prog12
	éen	ẽ5ẽ1	vowel and tone			shields1988syntactic	prog12
	i	i1	vowel and tone			shields1988syntactic	prog12
	in	ĩ1	vowel and tone			shields1988syntactic	prog12
	iin	ĩ1ĩ1	vowel and tone			shields1988syntactic	prog12
	iín	ĩ1ĩ5	vowel and tone			shields1988syntactic	prog12
	o	o1	vowel and tone			shields1988syntactic	prog12
	on	õ1	vowel and tone			shields1988syntactic	prog12
	oon	õ1õ1	vowel and tone			shields1988syntactic	prog12
	oón	õ1õ5	vowel and tone			shields1988syntactic	prog12
	óon	õ5õ1	vowel and tone			shields1988syntactic	prog12
	u	u1	vowel and tone			shields1988syntactic	prog12
	un	ũ1	vowel and tone			shields1988syntactic	prog12
	uun	ũ1ũ1	vowel and tone			shields1988syntactic	prog12
	uún	ũ1ũ5	vowel and tone			shields1988syntactic	prog12
	úun	ũ5ũ1	vowel and tone			shields1988syntactic	prog12
