IDlist,CONCEPT,FORM,ID,NOTES,DOCULECT
70,pig,$,,,jami11
71,horse,$,,,jami11
72,sheep,$,,,jami11
73,ant,tɨ̄-yoko,412,,jami11
74,horn (anatomy),ndīkī,413,,jami11
75,feather,tūmi,414,,jami11
76,wing,$,,,jami11
77,tail,suhma,415,,jami11
78,tree,yūtūn,416,,jami11
79,herb,$,,,jami11
80,grass,$,,,jami11
81,flower,$,,,jami11
82,"maguey, century plant",yāvī,417,,jami11
83,root,$,,,jami11
84,thorn,$,,,jami11
85,grain of corn,nuñi,418,,jami11
86,cornfield,itu,419,,jami11
87,fresh ear of corn,$,,,jami11
88,nixtamal,$,,,jami11
89,"cornmeal, corn dough",yūchān,420,,jami11
90,tortilla,shita,421,,jami11
91,"cleared field, cornstalk",$,,,jami11
92,row,yukun,422,,jami11
93,"tassel, maize spike",$,,,jami11
94,bean,ndutyi,423,,jami11
95,green bean,$,,,jami11
96,chili pepper,yāhā,424,,jami11
97,salt,ñɨ̄ɨ̄,425,,jami11
98,squash,$,,,jami11
99,chayote squash,$,,,jami11
100,sugar cane,$,,,jami11
101,honey,$,,,jami11
102,"fat, lard, grease",$,,,jami11
103,egg,$,,,jami11
104,tomato,tɨ̄-nana,426,,jami11
105,sweet potato,ñahmi,427,,jami11
106,avocado,tītyī,428,,jami11
107,banana,ndyītyā,429,only listed as part of tūndyītyā ‘banana plant’,jami11
108,prickly pear cactus,$,,,jami11
109,mamey,$,,,jami11
110,custard apple,ndōkō,430,only listed as part of tūndōkō ‘custard apple tree’,jami11
111,mushroom,$,,,jami11
112,meat,$,,,jami11
113,griddle,$,,,jami11
114,"pot, cooking pot",$,,,jami11
115,oven,$,,,jami11
116,fire,ñuhu,431,,jami11
117,ash,$,,,jami11
118,charcoal,toon,432,,jami11
119,smoke,ñuhma,433,,jami11
120,"garbage, trash",$,,,jami11
121,plate,$,,,jami11
122,"gourd, gourd bowl",$,,,jami11
123,basket,tīkā,434,,jami11
124,"box, chest, trunk",$,,,jami11
125,thread,yuhya,435,,jami11
126,comb,$,,,jami11
127,rope,yōhō,436,,jami11
128,hole,$,,,jami11
129,net,$,,,jami11
130,soap,nama,437,,jami11
131,ring,$,,,jami11
132,moon,yoo,438,,jami11
133,cloud,$,,,jami11
134,lightning,$,,,jami11
135,water,ndūtyā,439,,jami11
136,rain (precipitation),savi,440,,jami11
137,river,yūtya,441,,jami11
138,dew,$,,,jami11
139,"mountain, hill",yūkū,442,,jami11
140,"plain, lowland",nduhva,443,,jami11
141,rock,yuu,444,,jami11
142,cotton,$,,,jami11
143,metal,kāa,445,,jami11
144,paper,tutu,446,,jami11
145,lime (material),$,,,jami11
146,wax,ñuma,447,,jami11
147,mud,ndyahyu,448,,jami11
148,foam,$,,,jami11
149,dust,$,,,jami11
150,red,$,,,jami11
151,green,$,,,jami11
152,yellow,$,,,jami11
153,black,tōōn,449,,jami11
154,white,kwīchín,450,,jami11
155,one,ɨ̄ɨ̄n,451,also nóō from Spanish uno,jami11
156,two,uvi,452,,jami11
157,three,uñi,453,,jami11
158,four,kumi,454,,jami11
159,five,ohon,455,,jami11
160,six,iñu,456,,jami11
161,seven,ucha,457,,jami11
162,eight,un̄a,458,,jami11
163,nine,ɨɨn,459,,jami11
164,ten,uchi,460,,jami11
165,fifteen,chahun,461,,jami11
166,twenty,oko,462,,jami11
167,poor,ndāhví,463,,jami11
168,rich,tyāyɨ̄ɨ̄,464,,jami11
169,cold,$,,,jami11
170,hot,īhñí,465,,jami11
171,big.SG,kāhnú,466,,jami11
172,big.PL,nāhnú,467,,jami11
173,small.SG,lúhlū,468,,jami11
174,small.PL,ndyihi,469,,jami11
174,small.PL,kwātyi,470,,jami11
174,small.PL,kwatyaa,471,,jami11
175,long.SG,kāñí,472,,jami11
176,long.PL,nāñí,473,,jami11
177,good,vāha,474,,jami11
178,sweet,vishi,475,,jami11
179,salty,$,,,jami11
180,bitter,$,,,jami11
181,delicious,asɨn,476,,jami11
182,wide,$,,,jami11
183,new,$,,,jami11
184,lazy,sūchān,477,,jami11
185,ugly,kīñī,478,,jami11
186,jealous,$,,,jami11
187,near,$,,,jami11
188,far,$,,,jami11
189,heavy,$,,,jami11
190,raw,$,,,jami11
191,smooth,$,,,jami11
192,slow,kwēē,479,,jami11
193,yesterday,íkú,480,,jami11
194,year,kwiya,481,,jami11
195,"now, today",vītyīn,482,,jami11
196,night,n̄ūú,483,,jami11
197,night time,ñīyākā,484,,jami11
198,day,kɨvɨ,485,,jami11
198,day,kɨ,486,,jami11
199,all day,ndī-yāká,487,compound from ndɨ̄hɨ̄ ‘all’,jami11
200,"half, middle",sāvā,488,,jami11
201,money,shuhun,489,,jami11
202,work,tyīñō,490,,jami11
203,word,tūhun,491,,jami11
204,"fault, sin",kwātyi,492,,jami11
205,dream,$,,,jami11
206,when,ámá,493,,jami11
207,song,yaa,494,,jami11
