ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Floating_Tone,Loan_Source
SantoDomingoNundoMixtec-182_pimple-1,,SantoDomingoNundoMixtec,182_pimple,ⁿǰiʔi,ⁿǰiʔi,ⁿdʒ *i/i ʔ *i/i,,josserand1983mixtec,,,^ⁿǰ i ʔ i$,SantoDomingoNundoMixtec,,
SantaMariaNutioMixtec-182_pimple-1,,SantaMariaNutioMixtec,182_pimple,ⁿdɨkɨ,ⁿdɨkɨ,ⁿd *ɨ/ɨ k *ɨ/ɨ,,josserand1983mixtec,,,^ⁿd ɨ k ɨ$,SantaMariaNutioMixtec,,
SantoDomingoNuxaaMixtec-182_pimple-1,,SantoDomingoNuxaaMixtec,182_pimple,ⁿdiʔi,ⁿdiʔi,ⁿd *i/i ʔ *i/i,,josserand1983mixtec,,,^ⁿd i ʔ i$,SantoDomingoNuxaaMixtec,,
SanAndresNuxinoMixtec-182_pimple-1,,SanAndresNuxinoMixtec,182_pimple,ⁿdiʔi,ⁿdiʔi,ⁿd *i/i ʔ *i/i,,josserand1983mixtec,,,^ⁿd i ʔ i$,SanAndresNuxinoMixtec,,
SantiagoNuyooMixtec-182_pimple-1,,SantiagoNuyooMixtec,182_pimple,nì̧ʔyɨ,nì̧ʔyɨ,n ĩ ¹ ʔ *y/ʒ *ɨ/ɨ,,josserand1983mixtec,,,^n ì̧ ʔ y ɨ$,SantiagoNuyooMixtec,,
SantoTomasOcotepecMixtec-182_pimple-1,,SantoTomasOcotepecMixtec,182_pimple,ⁿtìʔžī,ⁿtìʔžī,ⁿt i ¹ ʔ ʒ *ī/i ³,,josserand1983mixtec,,,^ⁿt ì ʔ ž ī$,SantoTomasOcotepecMixtec,,
SanMateoPenascoMixtec-182_pimple-1,,SanMateoPenascoMixtec,182_pimple,ⁿdiʔi,ⁿdiʔi,ⁿd *i/i ʔ *i/i,,josserand1983mixtec,,,^ⁿd i ʔ i$,SanMateoPenascoMixtec,,
SantaMariaPenolesMixtec-182_pimple-1,,SantaMariaPenolesMixtec,182_pimple,ⁿdɨ́ʔžɨ̀,ⁿdɨ́ʔžɨ̀,ⁿd ɨ ⁵ ʔ ʒ ɨ ¹,,josserand1983mixtec,,,^ⁿd ɨ́ ʔ ž ɨ̀$,SantaMariaPenolesMixtec,,
SanMiguelPiedrasMixtec-182_pimple-1,,SanMiguelPiedrasMixtec,182_pimple,ⁿdɨʔžɨ,ⁿdɨʔžɨ,ⁿd *ɨ/ɨ ʔ ʒ *ɨ/ɨ,,josserand1983mixtec,,,^ⁿd ɨ ʔ ž ɨ$,SanMiguelPiedrasMixtec,,
SantiagoPinotepaNacionalMixtec-182_pimple-1,,SantiagoPinotepaNacionalMixtec,182_pimple,ⁿdiʔi,ⁿdiʔi,ⁿd *i/i ʔ *i/i,,josserand1983mixtec,,,^ⁿd i ʔ i$,SantiagoPinotepaNacionalMixtec,,
PinotepaDonLuisMixtec-182_pimple-1,,PinotepaDonLuisMixtec,182_pimple,ⁿdɨʔyɨ,ⁿdɨʔyɨ,ⁿd *ɨ/ɨ ʔ *y/ʒ *ɨ/ɨ,,josserand1983mixtec,,,^ⁿd ɨ ʔ y ɨ$,default,,
SanMiguelProgresoMixtec-182_pimple-1,,SanMiguelProgresoMixtec,182_pimple,ni̧ʔi̧,ni̧ʔi̧,n *i̧/ĩ ʔ *i̧/ĩ,,josserand1983mixtec,,,^n i̧ ʔ i̧$,SanMiguelProgresoMixtec,,
SanJeronimoProgresoMixtec_B-182_pimple-1,,SanJeronimoProgresoMixtec_B,182_pimple,ⁿdiʔi,ⁿdiʔi,ⁿd *i/i ʔ *i/i,,josserand1983mixtec,,,^ⁿd i ʔ i$,SanJeronimoProgresoMixtec_B,,
Proto-Mixtec-182_pimple-2,,Proto-Mixtec,182_pimple,ⁿdɨʔyɨ,ⁿdɨʔyɨ,ⁿd *ɨ/ɨ ʔ *y/ʒ *ɨ/ɨ,,josserand1983mixtec,,,^ⁿd ɨ ʔ y ɨ$,default,,
SantosReyesTepejilloMixtec-182_pimple-1,,SantosReyesTepejilloMixtec,182_pimple,ⁿčìʔī,ⁿčìʔī,ⁿtʃ i ¹ ʔ *ī/i ³,,josserand1983mixtec,,,^ⁿč ì ʔ ī$,SantosReyesTepejilloMixtec,,
SanFranciscoSayultepecMixtec-182_pimple-1,,SanFranciscoSayultepecMixtec,182_pimple,ⁿdiʔi,ⁿdiʔi,ⁿd *i/i ʔ *i/i,,josserand1983mixtec,,,^ⁿd i ʔ i$,SanFranciscoSayultepecMixtec,,
SanMateoSindihuiMixtec-182_pimple-1,,SanMateoSindihuiMixtec,182_pimple,ⁿdɨʔžɨ,ⁿdɨʔžɨ,ⁿd *ɨ/ɨ ʔ ʒ *ɨ/ɨ,,josserand1983mixtec,,,^ⁿd ɨ ʔ ž ɨ$,SanMateoSindihuiMixtec,,
SanJoseSinicahuaMixtec-182_pimple-1,,SanJoseSinicahuaMixtec,182_pimple,ⁿdiʔi,ⁿdiʔi,ⁿd *i/i ʔ *i/i,,josserand1983mixtec,,,^ⁿd i ʔ i$,SanJoseSinicahuaMixtec,,
SanBartoloSoyaltepecMixtec-182_pimple-1,,SanBartoloSoyaltepecMixtec,182_pimple,tʸu̧-ⁿdeʔye,tʸu̧-ⁿdeʔye,tʲ *u̧/ũ + ⁿd *e/e ʔ *y/ʒ *e/e,,josserand1983mixtec,,,^tʸ u̧ - ⁿd e ʔ y e$,SanBartoloSoyaltepecMixtec,,
SanJuanTamazolaMixtec-182_pimple-1,,SanJuanTamazolaMixtec,182_pimple,ⁿdɨʔžɨ,ⁿdɨʔžɨ,ⁿd *ɨ/ɨ ʔ ʒ *ɨ/ɨ,,josserand1983mixtec,,,^ⁿd ɨ ʔ ž ɨ$,SanJuanTamazolaMixtec,,
SantiagoTamazolaMixtec-182_pimple-1,,SantiagoTamazolaMixtec,182_pimple,ⁿdiʔi,ⁿdiʔi,ⁿd *i/i ʔ *i/i,,josserand1983mixtec,,,^ⁿd i ʔ i$,SantiagoTamazolaMixtec,,
SantaMariaTataltepecMixtec-182_pimple-1,,SantaMariaTataltepecMixtec,182_pimple,ⁿdɨʔyɨ,ⁿdɨʔyɨ,ⁿd *ɨ/ɨ ʔ *y/ʒ *ɨ/ɨ,,josserand1983mixtec,,,^ⁿd ɨ ʔ y ɨ$,SantaMariaTataltepecMixtec,,
SanSebastianTecomaxtlahuacaMixtec-182_pimple-1,,SanSebastianTecomaxtlahuacaMixtec,182_pimple,ⁿǰīʔí,ⁿǰīʔí,ⁿdʒ i ³ ʔ i ⁵,,josserand1983mixtec,,,^ⁿǰ ī ʔ í$,SanSebastianTecomaxtlahuacaMixtec,,
SanJuanTeitaMixtec-182_pimple-1,,SanJuanTeitaMixtec,182_pimple,ⁿdiʔi,ⁿdiʔi,ⁿd *i/i ʔ *i/i,,josserand1983mixtec,,,^ⁿd i ʔ i$,SanJuanTeitaMixtec,,
LosTejocotesMixtec-182_pimple-1,,LosTejocotesMixtec,182_pimple,ⁿdiʔ,ⁿdiʔ,ⁿd *i/i ʔ,,josserand1983mixtec,,,^ⁿd i ʔ$,default,,
TepejilloMixtec-182_pimple-1,,TepejilloMixtec,182_pimple,ⁿsiʔi,ⁿsiʔi,ⁿs *i/i ʔ *i/i,,josserand1983mixtec,,,^ⁿs i ʔ i$,TepejilloMixtec,,
SanAntonioTepetlapaMixtec-182_pimple-1,,SanAntonioTepetlapaMixtec,182_pimple,ⁿdiʔi,ⁿdiʔi,ⁿd *i/i ʔ *i/i,,josserand1983mixtec,,,^ⁿd i ʔ i$,SanAntonioTepetlapaMixtec,,
SanPedroySanPabloTeposcolulaMixtec-182_pimple-1,,SanPedroySanPabloTeposcolulaMixtec,182_pimple,ⁿdeke,ⁿdeke,ⁿd *e/e k *e/e,,josserand1983mixtec,,,^ⁿd e k e$,SanPedroySanPabloTeposcolulaMixtec,,
SanPedroTidaaMixtec-182_pimple-1,,SanPedroTidaaMixtec,182_pimple,ⁿdiʔi,ⁿdiʔi,ⁿd *i/i ʔ *i/i,,josserand1983mixtec,,,^ⁿd i ʔ i$,SanPedroTidaaMixtec,,
SantiagoTilantongoMixtec-182_pimple-1,,SantiagoTilantongoMixtec,182_pimple,ⁿdɨʔyɨ,ⁿdɨʔyɨ,ⁿd *ɨ/ɨ ʔ *y/ʒ *ɨ/ɨ,,josserand1983mixtec,,,^ⁿd ɨ ʔ y ɨ$,SantiagoTilantongoMixtec,,
SanAgustinTlacotepecMixtec-182_pimple-1,,SanAgustinTlacotepecMixtec,182_pimple,ⁿdiʔiži,ⁿdiʔiži,ⁿd *i/i ʔ *i/i ʒ *i/i,,josserand1983mixtec,,,^ⁿd i ʔ i ž i$,default,,
SantaCatarinaTlaltempanMixtec-182_pimple-1,,SantaCatarinaTlaltempanMixtec,182_pimple,ⁿǰiʔi,ⁿǰiʔi,ⁿdʒ *i/i ʔ *i/i,,josserand1983mixtec,,,^ⁿǰ i ʔ i$,SantaCatarinaTlaltempanMixtec,,
SantiagoTlazoyaltepecMixtec-182_pimple-1,,SantiagoTlazoyaltepecMixtec,182_pimple,ⁿdɨʔžɨ,ⁿdɨʔžɨ,ⁿd *ɨ/ɨ ʔ ʒ *ɨ/ɨ,,josserand1983mixtec,,,^ⁿd ɨ ʔ ž ɨ$,SantiagoTlazoyaltepecMixtec,,
SantaMariaTonahuixtlaMixtec-182_pimple-1,,SantaMariaTonahuixtlaMixtec,182_pimple,ⁿsiʔi,ⁿsiʔi,ⁿs *i/i ʔ *i/i,,josserand1983mixtec,,,^ⁿs i ʔ i$,SantaMariaTonahuixtlaMixtec,,
TotoltepecGuerreroMixtec-182_pimple-1,,TotoltepecGuerreroMixtec,182_pimple,ⁿsiʔi,ⁿsiʔi,ⁿs *i/i ʔ *i/i,,josserand1983mixtec,,,^ⁿs i ʔ i$,TotoltepecGuerreroMixtec,,
VillaTututepecMelchorOcampoMixtec-182_pimple-1,,VillaTututepecMelchorOcampoMixtec,182_pimple,ⁿdɨʔyɨ,ⁿdɨʔyɨ,ⁿd *ɨ/ɨ ʔ *y/ʒ *ɨ/ɨ,,josserand1983mixtec,,,^ⁿd ɨ ʔ y ɨ$,VillaTututepecMelchorOcampoMixtec,,
SanJeronimoXayacatlanMixtec-182_pimple-1,,SanJeronimoXayacatlanMixtec,182_pimple,ⁿsiʔi,ⁿsiʔi,ⁿs *i/i ʔ *i/i,,josserand1983mixtec,,,^ⁿs i ʔ i$,SanJeronimoXayacatlanMixtec,,
XayacatlanBravoMixtec-182_pimple-1,,XayacatlanBravoMixtec,182_pimple,ⁿsìʔī,ⁿsìʔī,ⁿs i ¹ ʔ *ī/i ³,,josserand1983mixtec,,,^ⁿs ì ʔ ī$,XayacatlanBravoMixtec,,
SantaMariaYolotepecMixtec-182_pimple-1,,SantaMariaYolotepecMixtec,182_pimple,ⁿdɨʔɨžɨ,ⁿdɨʔɨžɨ,ⁿd *ɨ/ɨ ʔ *ɨ/ɨ ʒ *ɨ/ɨ,,josserand1983mixtec,,,^ⁿd ɨ ʔ ɨ ž ɨ$,SantaMariaYolotepecMixtec,,
YoloxochitlMixtec-182_pimple-3,,YoloxochitlMixtec,182_pimple,ⁿdiʔi,ⁿdiʔi,ⁿd *i/i ʔ *i/i,,josserand1983mixtec,,,^ⁿd i ʔ i$,YoloxochitlMixtec,,
SantiagoYosonduaMixtec_B-182_pimple-1,,SantiagoYosonduaMixtec_B,182_pimple,ⁿdɨʔži,ⁿdɨʔži,ⁿd *ɨ/ɨ ʔ ʒ *i/i,,josserand1983mixtec,,,^ⁿd ɨ ʔ ž i$,SantiagoYosonduaMixtec_B,,
SanBartolomeYucuaneMixtec-182_pimple-1,,SanBartolomeYucuaneMixtec,182_pimple,ⁿdiʔži,ⁿdiʔži,ⁿd *i/i ʔ ʒ *i/i,,josserand1983mixtec,,,^ⁿd i ʔ ž i$,SanBartolomeYucuaneMixtec,,
SantaMariaYucuhitiMixtec-182_pimple-1,,SantaMariaYucuhitiMixtec,182_pimple,nì̧ʔžɨ̄,nì̧ʔžɨ̄,n ĩ ¹ ʔ ʒ ɨ ³,,josserand1983mixtec,,,^n ì̧ ʔ ž ɨ̄$,SantaMariaYucuhitiMixtec,,
YucunutiBenitoJuarezMixtec-182_pimple-1,,YucunutiBenitoJuarezMixtec,182_pimple,ⁿdiʔi,ⁿdiʔi,ⁿd *i/i ʔ *i/i,,josserand1983mixtec,,,^ⁿd i ʔ i$,YucunutiBenitoJuarezMixtec,,
SantaMariaYucunicocoMixtec-182_pimple-1,,SantaMariaYucunicocoMixtec,182_pimple,ⁿdìʔī,ⁿdìʔī,ⁿd i ¹ ʔ *ī/i ³,,josserand1983mixtec,,,^ⁿd ì ʔ ī$,SantaMariaYucunicocoMixtec,,
YucuquimiOcampoMixtec-182_pimple-1,,YucuquimiOcampoMixtec,182_pimple,ⁿdiʔi,ⁿdiʔi,ⁿd *i/i ʔ *i/i,,josserand1983mixtec,,,^ⁿd i ʔ i$,YucuquimiOcampoMixtec,,
YutanduchiGuerreroMixtec-182_pimple-1,,YutanduchiGuerreroMixtec,182_pimple,ⁿdɨʔžɨ,ⁿdɨʔžɨ,ⁿd *ɨ/ɨ ʔ ʒ *ɨ/ɨ,,josserand1983mixtec,,,^ⁿd ɨ ʔ ž ɨ$,YutanduchiGuerreroMixtec,,
SanJuanYutaMixtec-182_pimple-1,,SanJuanYutaMixtec,182_pimple,ⁿdɨʔžɨ,ⁿdɨʔžɨ,ⁿd *ɨ/ɨ ʔ ʒ *ɨ/ɨ,,josserand1983mixtec,,,^ⁿd ɨ ʔ ž ɨ$,SanJuanYutaMixtec,,
SantaMariaZacatepecMixtec-182_pimple-2,,SantaMariaZacatepecMixtec,182_pimple,ⁿdiʔi,ⁿdiʔi,ⁿd *i/i ʔ *i/i,,josserand1983mixtec,,,^ⁿd i ʔ i$,SantaMariaZacatepecMixtec,,
ZapotitlanPalmasMixtec-182_pimple-1,,ZapotitlanPalmasMixtec,182_pimple,ⁿsiʔi,ⁿsiʔi,ⁿs *i/i ʔ *i/i,,josserand1983mixtec,,,^ⁿs i ʔ i$,ZapotitlanPalmasMixtec,,
SanMartinDuraznosMixtec_A-182_pimple-1,,SanMartinDuraznosMixtec_A,182_pimple,ntxì'i,ntxì'i,n tɕ i ¹ ʔ *i/i,,hernandez2020san-martin,,,^n tx ì ' i$,SanMartinDuraznosMixtec_A,,
SantoDomingoHuendioMixtec-182_pimple-1,,SantoDomingoHuendioMixtec,182_pimple,ndí'yì,ndí'yì,n *d/ð i ⁵ ʔ *y/ʒ i ¹,,becerra-roldan2015un-estudio,,,^n d í ' y ì$,SantoDomingoHuendioMixtec,,
YucunanyMixtec-182_pimple-1,,YucunanyMixtec,182_pimple,ntì'i,ntì'i,n t i ¹ ʔ *i/i,,salazar2020yucunani,,,^n t ì ' i$,YucunanyMixtec,,
SanAndresYutatioMixtec-182_pimple-1,,SanAndresYutatioMixtec,182_pimple,ndíki̠,ndíki̠,n *d/ð i ⁵ k *i̠/i ¹,,williams2017diccionario,,,^n d í k i̠$,SanAndresYutatioMixtec,,
SanAndresChicahuaxtlaTriqui_B-182_pimple-1,,SanAndresChicahuaxtlaTriqui_B,182_pimple,nːu³ʰ,nːu³ʰ,nː *u/u ³ʰ/h ³,,hernandez-mendoza2020vocabulario,,,^nː u ³ʰ$,default,,
ChalcatongoHidalgoMixtec_A-182_pimple-1,,ChalcatongoHidalgoMixtec_A,182_pimple,ndɨʔžɨ́,ndɨʔžɨ́,ⁿd *ɨ/ɨ ʔ ʒ ɨ ⁵,,macaulay1996grammar,,,^nd ɨ ʔ ž ɨ́$,default,,
SanMartinItunyosoTriqui-182_pimple-1,,SanMartinItunyosoTriqui,182_pimple,nduj³,nduj³,ⁿd *u/u *j/h *³/⁴,,ChristianDiCanio,,,^nd u j ³$,SanMartinItunyosoTriqui,,
SanMartinItunyosoTriqui-182_pimple-2,,SanMartinItunyosoTriqui,182_pimple,kkan³²,kkan³²,k k ã *³²/⁴³,,ChristianDiCanio,,,^k k an ³²$,SanMartinItunyosoTriqui,,
YoloxochitlMixtec-183_plain-1,,YoloxochitlMixtec,183_plain,i¹⁴ni³,i¹⁴ni³,*i/i ?<¹> ?<⁴> n *i/i ?<³>,,amith2020yoloxochitl,,,^i <¹> <⁴> n i <³> $,YoloxochitlMixtec,,
YoloxochitlMixtec-183_plain-2,,YoloxochitlMixtec,183_plain,yo³so⁴,yo³so⁴,*y/j *o/o ?<³> s *o/o ?<⁴>,,amith2020yoloxochitl,,,^y o <³> s o <⁴> $,YoloxochitlMixtec,,
SantiagoJamiltepecMixtec-183_plain-1,,SantiagoJamiltepecMixtec,183_plain,nduhva,nduhva,n *d/ð *u/u *h/ʔ β *a/a,,johnson1988syntactic,,,^n d u h v a$,SantiagoJamiltepecMixtec,,
AlacatlatzalaMixtec_B-183_plain-1,,AlacatlatzalaMixtec_B,183_plain,ndōsō,ndōsō,ⁿd o ³ s o ³,,zylstra1991syntactic,,,^nd ō s ō$,default,,
SanJuanCopalaTriqui-183_plain-1,,SanJuanCopalaTriqui,183_plain,taa³,taa³,t *a/a *a/a *³/⁴,,hollenbach1992syntactic,,,^t a a ³$,SanJuanCopalaTriqui,,
SanAndresChicahuaxtla1890Triqui-183_plain-1,,SanAndresChicahuaxtla1890Triqui,183_plain,Ta,ta,t *a/a,,belmar1897ensayo,,,^t a$,default,,
SanAndresChicahuaxtla1890Triqui-183_plain-2,,SanAndresChicahuaxtla1890Triqui,183_plain,Tanikó,tanikó,t ã *i/i k o ⁵,,belmar1897ensayo,,,^t an i k ó$,default,,
SanPedroySanPabloTeposcolula1600Mixtec-183_plain-1,,SanPedroySanPabloTeposcolula1600Mixtec,183_plain,yodzo,yodzo,*y/j *o/o dz *o/o,,alvarado1593vocabulario,,,^y o dz o$,SanPedroySanPabloTeposcolula1600Mixtec,,
TlahuapaMixtec-183_plain-1,,TlahuapaMixtec,183_plain,yosó,yosó,*y/j *o/o s o ⁵,,oxnard2020,,,^y o s ó$,TlahuapaMixtec,,
PiedraAzulMixtec-183_plain-1,,PiedraAzulMixtec,183_plain,yosǒ,yosǒ,*y/j *o/o s o ¹⁵,,oxnard2020,,,^y o s ǒ$,default,,
SanMarcoslaFlorMixtec-183_plain-1,,SanMarcoslaFlorMixtec,183_plain,yosǒ,yosǒ,*y/j *o/o s o ¹⁵,,oxnard2020,,,^y o s ǒ$,SanMarcoslaFlorMixtec,,
SanSebastianMonteMixtec_A-183_plain-1,,SanSebastianMonteMixtec_A,183_plain,yojò,yojò,*y/j *o/o *j/h o ¹,,oxnard2020,,,^y o j ò$,SanSebastianMonteMixtec_A,,
LaBateaMixtec-183_plain-1,,LaBateaMixtec,183_plain,yosǒ,yosǒ,*y/j *o/o s o ¹⁵,,oxnard2020,,,^y o s ǒ$,default,,
SanAgustinChayucoMixtec-183_plain-1,,SanAgustinChayucoMixtec,183_plain,nduhva,nduhva,ⁿd *u/u *h/ʔ β *a/a,,pensinger1974diccionario,,,^nd u h v a$,default,,
SanJuanColoradoMixtec_A-183_plain-1,,SanJuanColoradoMixtec_A,183_plain,ndúhvà,ndúhvà,ⁿd u ⁵ *h/ʔ β a ¹,,stark1986diccionario,,,^nd ú h v à$,SanJuanColoradoMixtec_A,,
AlacatlatzalaMixtec_A-183_plain-1,,AlacatlatzalaMixtec_A,183_plain,yoso̠,yoso̠,*y/j *o/o s o ³,,anderson2006vocabulario,,,^y o s o̠$,default,,
XochapaMixtec-183_plain-1,,XochapaMixtec,183_plain,yosó,yosó,*y/j *o/o s o ⁵,,stark2013diccionario,,,^y o s ó$,XochapaMixtec,,
MagdalenaPenascoMixtec-183_plain-1,,MagdalenaPenascoMixtec,183_plain,yoso,yoso,*y/j *o/o s *o/o,,hollenbach2017diccionario,,,^y o s o$,default,,
SantaMariaPapaloCuicatec-183_plain-1,,SantaMariaPapaloCuicatec,183_plain,yu²du⁴,yu²du⁴,*y/j *u/u *²/³ *d/ð *u/u *⁴/²,,anderson1983diccionario,,,^y u ² d u ⁴$,SantaMariaPapaloCuicatec,,
SanJuanTepeuxila1900Mixtec-183_plain-1,,SanJuanTepeuxila1900Mixtec,183_plain,yudu,yudu,*y/j *u/u *d/ð *u/u,,belmar1902el-cuicateco,,,^y u d u$,SanJuanTepeuxila1900Mixtec,,
SanAndresChicahuaxtlaTriqui_A-183_plain-1,,SanAndresChicahuaxtlaTriqui_A,183_plain,ta³,ta³,t *a/a *³/⁴,,good1978diccionario,,,^t a ³$,default,,
ElJicaralMixtec-183_plain-1,,ElJicaralMixtec,183_plain,yosó,yosó,*y/j *o/o s o ⁵,,Emily John-Martin,,,^y o s ó$,default,,
SantaMariaAcatepecMixtec-183_plain-1,,SantaMariaAcatepecMixtec,183_plain,ⁿduʔwa,ⁿduʔwa,ⁿd *u/u ʔ *w/β *a/a,,josserand1983mixtec,,,^ⁿd u ʔ w a$,SantaMariaAcatepecMixtec,,
SanMiguelAchiutlaMixtec-183_plain-1,,SanMiguelAchiutlaMixtec,183_plain,žoso,žoso,ʒ *o/o s *o/o,,josserand1983mixtec,,,^ž o s o$,SanMiguelAchiutlaMixtec,,
SantaCatarinaAdequezMixtec-183_plain-1,,SantaCatarinaAdequezMixtec,183_plain,žođo,žođo,ʒ *o/o ð *o/o,,josserand1983mixtec,,,^ž o đ o$,SantaCatarinaAdequezMixtec,,
SanMiguelAhuehuetitlanMixtec-183_plain-1,,SanMiguelAhuehuetitlanMixtec,183_plain,žoθo,žoθo,ʒ *o/o θ *o/o,,josserand1983mixtec,,,^ž o θ o$,SanMiguelAhuehuetitlanMixtec,,
AlacatlatzalaMixtec_C-183_plain-1,,AlacatlatzalaMixtec_C,183_plain,yoso,yoso,*y/j *o/o s *o/o,,josserand1983mixtec,,,^y o s o$,default,,
AlcozaucaGuerreroMixtec-183_plain-1,,AlcozaucaGuerreroMixtec,183_plain,yoso,yoso,*y/j *o/o s *o/o,,josserand1983mixtec,,,^y o s o$,default,,
SanMiguelAmatitlanMixtec-183_plain-1,,SanMiguelAmatitlanMixtec,183_plain,yoo,yoo,*y/j *o/o *o/o,,josserand1983mixtec,,,^y o o$,SanMiguelAmatitlanMixtec,,
SantaMariaApazcoMixtec-183_plain-1,,SantaMariaApazcoMixtec,183_plain,žođo,žođo,ʒ *o/o ð *o/o,,josserand1983mixtec,,,^ž o đ o$,SantaMariaApazcoMixtec,,
SantiagoApoalaMixtec-183_plain-1,,SantiagoApoalaMixtec,183_plain,žođo,žođo,ʒ *o/o ð *o/o,,josserand1983mixtec,,,^ž o đ o$,SantiagoApoalaMixtec,,
SantiagoApoalaMixtec-183_plain-2,,SantiagoApoalaMixtec,183_plain,yođo,yođo,*y/j *o/o ð *o/o,,josserand1983mixtec,,,^y o đ o$,SantiagoApoalaMixtec,,
SanEstebanAtatlahucaMixtec_B-183_plain-1,,SanEstebanAtatlahucaMixtec_B,183_plain,ⁿduʔva,ⁿduʔva,ⁿd *u/u ʔ β *a/a,,josserand1983mixtec,,,^ⁿd u ʔ v a$,SanEstebanAtatlahucaMixtec_B,,
SanAgustinAtenangoMixtec-183_plain-1,,SanAgustinAtenangoMixtec,183_plain,žoho,žoho,ʒ *o/o *h/ʔ *o/o,,josserand1983mixtec,,,^ž o h o$,default,,
SanPedroAtoyacMixtec-183_plain-1,,SanPedroAtoyacMixtec,183_plain,ⁿduʔwa,ⁿduʔwa,ⁿd *u/u ʔ *w/β *a/a,,josserand1983mixtec,,,^ⁿd u ʔ w a$,SanPedroAtoyacMixtec,,
AyutlalosLibresMixtec_B-183_plain-1,,AyutlalosLibresMixtec_B,183_plain,yosoʔ,yosoʔ,*y/j *o/o s *o/o ʔ,,josserand1983mixtec,,,^y o s o ʔ$,default,,
AyutlalosLibresMixtec_B-183_plain-2,,AyutlalosLibresMixtec_B,183_plain,ñu̧ʔū̧-ⁿdāā,ñu̧ʔū̧-ⁿdāā,ɲ *u̧/ũ ʔ ũ ³ + ⁿd a ³ a ³,,josserand1983mixtec,,,^ñ u̧ ʔ ū̧ - ⁿd ā ā$,default,,
SantaCruzBravoMixtec-183_plain-1,,SantaCruzBravoMixtec,183_plain,yoso,yoso,*y/j *o/o s *o/o,,josserand1983mixtec,,,^y o s o$,SantaCruzBravoMixtec,,
SantiagoCacaloxtepecMixtec-183_plain-1,,SantiagoCacaloxtepecMixtec,183_plain,ⁿdaa,ⁿdaa,ⁿd *a/a *a/a,,josserand1983mixtec,,,^ⁿd a a$,SantiagoCacaloxtepecMixtec,,
SantiagoCacaloxtepecMixtec-183_plain-2,,SantiagoCacaloxtepecMixtec,183_plain,yođo,yođo,*y/j *o/o ð *o/o,,josserand1983mixtec,,,^y o đ o$,SantiagoCacaloxtepecMixtec,,
CahuatacheMixtec-183_plain-1,,CahuatacheMixtec,183_plain,yoso,yoso,*y/j *o/o s *o/o,,josserand1983mixtec,,,^y o s o$,default,,
ChalcatongoHidalgoMixtec_B-183_plain-1,,ChalcatongoHidalgoMixtec_B,183_plain,ⁿduʔa,ⁿduʔa,ⁿd *u/u ʔ *a/a,,josserand1983mixtec,,,^ⁿd u ʔ a$,default,,
SanAgustinChayucoMixtec-183_plain-2,,SanAgustinChayucoMixtec,183_plain,ⁿduʔwa,ⁿduʔwa,ⁿd *u/u ʔ *w/β *a/a,,josserand1983mixtec,,,^ⁿd u ʔ w a$,default,,
SanPedroChayucoMixtec-183_plain-1,,SanPedroChayucoMixtec,183_plain,ⁿduʔƀa,ⁿduʔƀa,ⁿd *u/u ʔ β *a/a,,josserand1983mixtec,,,^ⁿd u ʔ ƀ a$,SanPedroChayucoMixtec,,
SanPedroChayucoMixtec-183_plain-2,,SanPedroChayucoMixtec,183_plain,žoso,žoso,ʒ *o/o s *o/o,,josserand1983mixtec,,,^ž o s o$,SanPedroChayucoMixtec,,
SantiagoChazumbaMixtec-183_plain-1,,SantiagoChazumbaMixtec,183_plain,yođo,yođo,*y/j *o/o ð *o/o,,josserand1983mixtec,,,^y o đ o$,SantiagoChazumbaMixtec,,
SanMiguelChicahuaMixtec-183_plain-1,,SanMiguelChicahuaMixtec,183_plain,žođo,žođo,ʒ *o/o ð *o/o,,josserand1983mixtec,,,^ž o đ o$,SanMiguelChicahuaMixtec,,
ChigmecatitlanMixtec-183_plain-1,,ChigmecatitlanMixtec,183_plain,yođo,yođo,*y/j *o/o ð *o/o,,josserand1983mixtec,,,^y o đ o$,default,,
SanJuanCoatzospamMixtec_B-183_plain-1,,SanJuanCoatzospamMixtec_B,183_plain,šođo,šođo,ʃ *o/o ð *o/o,,josserand1983mixtec,,,^š o đ o$,SanJuanCoatzospamMixtec_B,,
CoicoyanlasFloresMixtec-183_plain-1,,CoicoyanlasFloresMixtec,183_plain,yōsò,yōsò,*y/j o ³ s o ¹,,josserand1983mixtec,,,^y ō s ò$,default,,
SanJuanColoradoMixtec_B-183_plain-1,,SanJuanColoradoMixtec_B,183_plain,ⁿduʔƀa,ⁿduʔƀa,ⁿd *u/u ʔ β *a/a,,josserand1983mixtec,,,^ⁿd u ʔ ƀ a$,SanJuanColoradoMixtec_B,,
CosoltepecMixtec-183_plain-1,,CosoltepecMixtec,183_plain,yođo,yođo,*y/j *o/o ð *o/o,,josserand1983mixtec,,,^y o đ o$,default,,
SanPedroCoxcaltepecCantarosMixtec-183_plain-1,,SanPedroCoxcaltepecCantarosMixtec,183_plain,žođo,žođo,ʒ *o/o ð *o/o,,josserand1983mixtec,,,^ž o đ o$,SanPedroCoxcaltepecCantarosMixtec,,
