ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Floating_Tone,Loan_Source
SanCristobalJamiltepecMixtec-183_plain-1,,SanCristobalJamiltepecMixtec,183_plain,ⁿdaa,ⁿdaa,ⁿd *a/a *a/a,,josserand1983mixtec,,,^ⁿd a a$,SanCristobalJamiltepecMixtec,,
CuatzoquitengoMixtec-183_plain-1,,CuatzoquitengoMixtec,183_plain,yoso,yoso,*y/j *o/o s *o/o,,josserand1983mixtec,,,^y o s o$,default,,
SantaAnaCuauhtemocMixtec-183_plain-1,,SantaAnaCuauhtemocMixtec,183_plain,yođo,yođo,*y/j *o/o ð *o/o,,josserand1983mixtec,,,^y o đ o$,SantaAnaCuauhtemocMixtec,,
CuyamecalcoVillaZaragozaMixtec-183_plain-1,,CuyamecalcoVillaZaragozaMixtec,183_plain,yođo,yođo,*y/j *o/o ð *o/o,,josserand1983mixtec,,,^y o đ o$,default,,
CuyamecalcoVillaZaragozaMixtec-183_plain-2,,CuyamecalcoVillaZaragozaMixtec,183_plain,ⁿdaa,ⁿdaa,ⁿd *a/a *a/a,,josserand1983mixtec,,,^ⁿd a a$,default,,
SanJuanDiuxiMixtec_B-183_plain-1,,SanJuanDiuxiMixtec_B,183_plain,žođo,žođo,ʒ *o/o ð *o/o,,josserand1983mixtec,,,^ž o đ o$,SanJuanDiuxiMixtec_B,,
SanMartinDuraznosMixtec_B-183_plain-1,,SanMartinDuraznosMixtec_B,183_plain,žoso,žoso,ʒ *o/o s *o/o,,josserand1983mixtec,,,^ž o s o$,SanMartinDuraznosMixtec_B,,
SanMartinEstadoMixtec-183_plain-1,,SanMartinEstadoMixtec,183_plain,yoθo,yoθo,*y/j *o/o θ *o/o,,josserand1983mixtec,,,^y o θ o$,SanMartinEstadoMixtec,,
SantaCatarinaEstetlaMixtec-183_plain-1,,SantaCatarinaEstetlaMixtec,183_plain,žođo,žođo,ʒ *o/o ð *o/o,,josserand1983mixtec,,,^ž o đ o$,SantaCatarinaEstetlaMixtec,,
SanFranciscolasFloresMixtec-183_plain-1,,SanFranciscolasFloresMixtec,183_plain,yođo,yođo,*y/j *o/o ð *o/o,,josserand1983mixtec,,,^y o đ o$,SanFranciscolasFloresMixtec,,
SanMiguelElGrandeMixtec_A-183_plain-1,,SanMiguelElGrandeMixtec_A,183_plain,ⁿduʔā,ⁿduʔā,ⁿd *u/u ʔ a ³,,josserand1983mixtec,,,^ⁿd u ʔ ā$,SanMiguelElGrandeMixtec_A,,
GuadalupeVillahermosaMixtec-183_plain-1,,GuadalupeVillahermosaMixtec,183_plain,yođo,yođo,*y/j *o/o ð *o/o,,josserand1983mixtec,,,^y o đ o$,default,,
SantaMariaHuazolotitlanMixtec-183_plain-1,,SantaMariaHuazolotitlanMixtec,183_plain,ⁿduʔwa,ⁿduʔwa,ⁿd *u/u ʔ *w/β *a/a,,josserand1983mixtec,,,^ⁿd u ʔ w a$,SantaMariaHuazolotitlanMixtec,,
SanAntonioHuitepecMixtec-183_plain-1,,SanAntonioHuitepecMixtec,183_plain,nu̧-ⁿdaa,nu̧-ⁿdaa,n *u̧/ũ + ⁿd *a/a *a/a,,josserand1983mixtec,,,^n u̧ - ⁿd a a$,SanAntonioHuitepecMixtec,,
SantaCruzItundujiaMixtec-183_plain-1,,SantaCruzItundujiaMixtec,183_plain,ⁿduʔƀe,ⁿduʔƀe,ⁿd *u/u ʔ β *e/e,,josserand1983mixtec,,,^ⁿd u ʔ ƀ e$,SantaCruzItundujiaMixtec,,
IxpantepecNievesMixtec-183_plain-1,,IxpantepecNievesMixtec,183_plain,žoho,žoho,ʒ *o/o *h/ʔ *o/o,,josserand1983mixtec,,,^ž o h o$,default,,
SantiagoIxtayutlaMixtec-183_plain-1,,SantiagoIxtayutlaMixtec,183_plain,ⁿduʔƀa,ⁿduʔƀa,ⁿd *u/u ʔ β *a/a,,josserand1983mixtec,,,^ⁿd u ʔ ƀ a$,SantiagoIxtayutlaMixtec,,
SantiagoIxtaltepecMixtec-183_plain-1,,SantiagoIxtaltepecMixtec,183_plain,ž̩ođo,ž̩ođo,ʐ *o/o ð *o/o,,josserand1983mixtec,,,^ž̩ o đ o$,SantiagoIxtaltepecMixtec,,
SanMiguelIxtapamMixtec-183_plain-1,,SanMiguelIxtapamMixtec,183_plain,žođo,žođo,ʒ *o/o ð *o/o,,josserand1983mixtec,,,^ž o đ o$,SanMiguelIxtapamMixtec,,
SantiagoJamiltepecMixtec-183_plain-2,,SantiagoJamiltepecMixtec,183_plain,ⁿduʔƀa,ⁿduʔƀa,ⁿd *u/u ʔ β *a/a,,josserand1983mixtec,,,^ⁿd u ʔ ƀ a$,SantiagoJamiltepecMixtec,,
SanFranciscoJaltepetongoMixtec-183_plain-1,,SanFranciscoJaltepetongoMixtec,183_plain,žođo,žođo,ʒ *o/o ð *o/o,,josserand1983mixtec,,,^ž o đ o$,SanFranciscoJaltepetongoMixtec,,
SantaMariaJicaltepecMixtec-183_plain-1,,SantaMariaJicaltepecMixtec,183_plain,ⁿduʔƀa,ⁿduʔƀa,ⁿd *u/u ʔ β *a/a,,josserand1983mixtec,,,^ⁿd u ʔ ƀ a$,SantaMariaJicaltepecMixtec,,
SanPedroJicayanMixtec-183_plain-1,,SanPedroJicayanMixtec,183_plain,ⁿduʔƀa,ⁿduʔƀa,ⁿd *u/u ʔ β *a/a,,josserand1983mixtec,,,^ⁿd u ʔ ƀ a$,SanPedroJicayanMixtec,,
SanPedroJocotipacMixtec-183_plain-1,,SanPedroJocotipacMixtec,183_plain,yođo,yođo,*y/j *o/o ð *o/o,,josserand1983mixtec,,,^y o đ o$,SanPedroJocotipacMixtec,,
SantiagoJuxtlahuacaMixtec-183_plain-1,,SantiagoJuxtlahuacaMixtec,183_plain,nu̧-ⁿdaa,nu̧-ⁿdaa,n *u̧/ũ + ⁿd *a/a *a/a,,josserand1983mixtec,,,^n u̧ - ⁿd a a$,SantiagoJuxtlahuacaMixtec,,
SanLorenzoMixtec-183_plain-1,,SanLorenzoMixtec,183_plain,čɨkɨ,čɨkɨ,tʃ *ɨ/ɨ k *ɨ/ɨ,,josserand1983mixtec,,,^č ɨ k ɨ$,SanLorenzoMixtec,,
SantaCatarinaMechoacanMixtec-183_plain-1,,SantaCatarinaMechoacanMixtec,183_plain,ⁿduʔwa,ⁿduʔwa,ⁿd *u/u ʔ *w/β *a/a,,josserand1983mixtec,,,^ⁿd u ʔ w a$,SantaCatarinaMechoacanMixtec,,
ElRosarioMicaltepecMixtec-183_plain-1,,ElRosarioMicaltepecMixtec,183_plain,žođo,žođo,ʒ *o/o ð *o/o,,josserand1983mixtec,,,^ž o đ o$,default,,
SanJuanMixtepecMixtec-183_plain-1,,SanJuanMixtepecMixtec,183_plain,nu̧-ⁿdaa,nu̧-ⁿdaa,n *u̧/ũ + ⁿd *a/a *a/a,,josserand1983mixtec,,,^n u̧ - ⁿd a a$,SanJuanMixtepecMixtec,,
SanPedroMolinosMixtec-183_plain-1,,SanPedroMolinosMixtec,183_plain,ⁿȼuʔƀa,ⁿȼuʔƀa,ⁿts *u/u ʔ β *a/a,,josserand1983mixtec,,,^ⁿȼ u ʔ ƀ a$,SanPedroMolinosMixtec,,
SanSebastianMonteMixtec_B-183_plain-1,,SanSebastianMonteMixtec_B,183_plain,žoho,žoho,ʒ *o/o *h/ʔ *o/o,,josserand1983mixtec,,,^ž o h o$,SanSebastianMonteMixtec_B,,
SantaLuciaMonteverdeMixtec-183_plain-1,,SantaLuciaMonteverdeMixtec,183_plain,nu̧-ⁿdaa,nu̧-ⁿdaa,n *u̧/ũ + ⁿd *a/a *a/a,,josserand1983mixtec,,,^n u̧ - ⁿd a a$,SantaLuciaMonteverdeMixtec,,
SantaLuciaMonteverdeMixtec-183_plain-2,,SantaLuciaMonteverdeMixtec,183_plain,ⁿduʔƀa,ⁿduʔƀa,ⁿd *u/u ʔ β *a/a,,josserand1983mixtec,,,^ⁿd u ʔ ƀ a$,SantaLuciaMonteverdeMixtec,,
SanAgustinMonteLobosMixtec-183_plain-1,,SanAgustinMonteLobosMixtec,183_plain,žođo,žođo,ʒ *o/o ð *o/o,,josserand1983mixtec,,,^ž o đ o$,default,,
SanLuisMoreliaMixtec-183_plain-1,,SanLuisMoreliaMixtec,183_plain,yōsǒ,yōsǒ,*y/j o ³ s o ¹⁵,,josserand1983mixtec,,,^y ō s ǒ$,SanLuisMoreliaMixtec,,
SanAntonioNduayacoMixtec-183_plain-1,,SanAntonioNduayacoMixtec,183_plain,žođo,žođo,ʒ *o/o ð *o/o,,josserand1983mixtec,,,^ž o đ o$,SanAntonioNduayacoMixtec,,
SanJorgeNuchitaMixtec-183_plain-1,,SanJorgeNuchitaMixtec,183_plain,žoho,žoho,ʒ *o/o *h/ʔ *o/o,,josserand1983mixtec,,,^ž o h o$,SanJorgeNuchitaMixtec,,
SantaCruzNundacoMixtec-183_plain-1,,SantaCruzNundacoMixtec,183_plain,yoso,yoso,*y/j *o/o s *o/o,,josserand1983mixtec,,,^y o s o$,SantaCruzNundacoMixtec,,
SantiagoNundicheMixtec-183_plain-1,,SantiagoNundicheMixtec,183_plain,ža̧nu̧,ža̧nu̧,ʒ *a̧/ã n *u̧/ũ,,josserand1983mixtec,,,^ž a̧ n u̧$,SantiagoNundicheMixtec,,
SantoDomingoNundoMixtec-183_plain-1,,SantoDomingoNundoMixtec,183_plain,žoso,žoso,ʒ *o/o s *o/o,,josserand1983mixtec,,,^ž o s o$,SantoDomingoNundoMixtec,,
SantaMariaNutioMixtec-183_plain-1,,SantaMariaNutioMixtec,183_plain,nu̧-ⁿdaa,nu̧-ⁿdaa,n *u̧/ũ + ⁿd *a/a *a/a,,josserand1983mixtec,,,^n u̧ - ⁿd a a$,SantaMariaNutioMixtec,,
SantoDomingoNuxaaMixtec-183_plain-1,,SantoDomingoNuxaaMixtec,183_plain,žođo,žođo,ʒ *o/o ð *o/o,,josserand1983mixtec,,,^ž o đ o$,SantoDomingoNuxaaMixtec,,
SanAndresNuxinoMixtec-183_plain-1,,SanAndresNuxinoMixtec,183_plain,žođo,žođo,ʒ *o/o ð *o/o,,josserand1983mixtec,,,^ž o đ o$,SanAndresNuxinoMixtec,,
SantiagoNuyooMixtec-183_plain-1,,SantiagoNuyooMixtec,183_plain,nūʔvē,nūʔvē,n u ³ ʔ β e ³,,josserand1983mixtec,,,^n ū ʔ v ē$,SantiagoNuyooMixtec,,
SantoTomasOcotepecMixtec-183_plain-1,,SantoTomasOcotepecMixtec,183_plain,žōsò,žōsò,ʒ o ³ s o ¹,,josserand1983mixtec,,,^ž ō s ò$,SantoTomasOcotepecMixtec,,
SanMateoPenascoMixtec-183_plain-1,,SanMateoPenascoMixtec,183_plain,ⁿduʔƀa,ⁿduʔƀa,ⁿd *u/u ʔ β *a/a,,josserand1983mixtec,,,^ⁿd u ʔ ƀ a$,SanMateoPenascoMixtec,,
SantaMariaPenolesMixtec-183_plain-1,,SantaMariaPenolesMixtec,183_plain,ⁿdaa,ⁿdaa,ⁿd *a/a *a/a,,josserand1983mixtec,,,^ⁿd a a$,SantaMariaPenolesMixtec,,
SantaMariaPenolesMixtec-183_plain-2,,SantaMariaPenolesMixtec,183_plain,žođo,žođo,ʒ *o/o ð *o/o,,josserand1983mixtec,,,^ž o đ o$,SantaMariaPenolesMixtec,,
SanMiguelPiedrasMixtec-183_plain-1,,SanMiguelPiedrasMixtec,183_plain,žođo,žođo,ʒ *o/o ð *o/o,,josserand1983mixtec,,,^ž o đ o$,SanMiguelPiedrasMixtec,,
SanMiguelPiedrasMixtec-183_plain-2,,SanMiguelPiedrasMixtec,183_plain,nu̧-ⁿdaa,nu̧-ⁿdaa,n *u̧/ũ + ⁿd *a/a *a/a,,josserand1983mixtec,,,^n u̧ - ⁿd a a$,SanMiguelPiedrasMixtec,,
SantiagoPinotepaNacionalMixtec-183_plain-1,,SantiagoPinotepaNacionalMixtec,183_plain,ⁿduʔa,ⁿduʔa,ⁿd *u/u ʔ *a/a,,josserand1983mixtec,,,^ⁿd u ʔ a$,SantiagoPinotepaNacionalMixtec,,
PinotepaDonLuisMixtec-183_plain-1,,PinotepaDonLuisMixtec,183_plain,ⁿduʔƀa,ⁿduʔƀa,ⁿd *u/u ʔ β *a/a,,josserand1983mixtec,,,^ⁿd u ʔ ƀ a$,default,,
SanMiguelProgresoMixtec-183_plain-1,,SanMiguelProgresoMixtec,183_plain,žoso,žoso,ʒ *o/o s *o/o,,josserand1983mixtec,,,^ž o s o$,SanMiguelProgresoMixtec,,
SanJeronimoProgresoMixtec_B-183_plain-1,,SanJeronimoProgresoMixtec_B,183_plain,yoho,yoho,*y/j *o/o *h/ʔ *o/o,,josserand1983mixtec,,,^y o h o$,SanJeronimoProgresoMixtec_B,,
Proto-Mixtec-183_plain-1,,Proto-Mixtec,183_plain,yosoʔ,yosoʔ,*y/j *o/o s *o/o ʔ,,josserand1983mixtec,,,^y o s o ʔ$,default,,
SantosReyesTepejilloMixtec-183_plain-1,,SantosReyesTepejilloMixtec,183_plain,žōθò,žōθò,ʒ o ³ θ o ¹,,josserand1983mixtec,,,^ž ō θ ò$,SantosReyesTepejilloMixtec,,
SanFranciscoSayultepecMixtec-183_plain-1,,SanFranciscoSayultepecMixtec,183_plain,ⁿduʔwa,ⁿduʔwa,ⁿd *u/u ʔ *w/β *a/a,,josserand1983mixtec,,,^ⁿd u ʔ w a$,SanFranciscoSayultepecMixtec,,
SanMateoSindihuiMixtec-183_plain-1,,SanMateoSindihuiMixtec,183_plain,nu̧-ⁿdaa,nu̧-ⁿdaa,n *u̧/ũ + ⁿd *a/a *a/a,,josserand1983mixtec,,,^n u̧ - ⁿd a a$,SanMateoSindihuiMixtec,,
SanMateoSindihuiMixtec-183_plain-2,,SanMateoSindihuiMixtec,183_plain,žođo,žođo,ʒ *o/o ð *o/o,,josserand1983mixtec,,,^ž o đ o$,SanMateoSindihuiMixtec,,
SanJoseSinicahuaMixtec-183_plain-1,,SanJoseSinicahuaMixtec,183_plain,ⁿduʔƀa,ⁿduʔƀa,ⁿd *u/u ʔ β *a/a,,josserand1983mixtec,,,^ⁿd u ʔ ƀ a$,SanJoseSinicahuaMixtec,,
SanBartoloSoyaltepecMixtec-183_plain-1,,SanBartoloSoyaltepecMixtec,183_plain,žođo,žođo,ʒ *o/o ð *o/o,,josserand1983mixtec,,,^ž o đ o$,SanBartoloSoyaltepecMixtec,,
SanJuanTamazolaMixtec-183_plain-1,,SanJuanTamazolaMixtec,183_plain,žođo,žođo,ʒ *o/o ð *o/o,,josserand1983mixtec,,,^ž o đ o$,SanJuanTamazolaMixtec,,
SantiagoTamazolaMixtec-183_plain-1,,SantiagoTamazolaMixtec,183_plain,žōθǒ,žōθǒ,ʒ o ³ θ o ¹⁵,,josserand1983mixtec,,,^ž ō θ ǒ$,SantiagoTamazolaMixtec,,
SantaMariaTataltepecMixtec-183_plain-1,,SantaMariaTataltepecMixtec,183_plain,žođo,žođo,ʒ *o/o ð *o/o,,josserand1983mixtec,,,^ž o đ o$,SantaMariaTataltepecMixtec,,
SanSebastianTecomaxtlahuacaMixtec-183_plain-1,,SanSebastianTecomaxtlahuacaMixtec,183_plain,žoso,žoso,ʒ *o/o s *o/o,,josserand1983mixtec,,,^ž o s o$,SanSebastianTecomaxtlahuacaMixtec,,
SanSebastianTecomaxtlahuacaMixtec-183_plain-2,,SanSebastianTecomaxtlahuacaMixtec,183_plain,ⁿdōʔƀà,ⁿdōʔƀà,ⁿd o ³ ʔ β a ¹,,josserand1983mixtec,,,^ⁿd ō ʔ ƀ à$,SanSebastianTecomaxtlahuacaMixtec,,
SanJuanTeitaMixtec-183_plain-1,,SanJuanTeitaMixtec,183_plain,ṣ̌ođo,ṣ̌ođo,ʂ *o/o ð *o/o,,josserand1983mixtec,,,^ṣ̌ o đ o$,SanJuanTeitaMixtec,,
LosTejocotesMixtec-183_plain-1,,LosTejocotesMixtec,183_plain,yoso,yoso,*y/j *o/o s *o/o,,josserand1983mixtec,,,^y o s o$,default,,
TepejilloMixtec-183_plain-1,,TepejilloMixtec,183_plain,yođo,yođo,*y/j *o/o ð *o/o,,josserand1983mixtec,,,^y o đ o$,TepejilloMixtec,,
SanAntonioTepetlapaMixtec-183_plain-1,,SanAntonioTepetlapaMixtec,183_plain,yoso,yoso,*y/j *o/o s *o/o,,josserand1983mixtec,,,^y o s o$,SanAntonioTepetlapaMixtec,,
SanPedroySanPabloTeposcolulaMixtec-183_plain-1,,SanPedroySanPabloTeposcolulaMixtec,183_plain,yođo,yođo,*y/j *o/o ð *o/o,,josserand1983mixtec,,,^y o đ o$,SanPedroySanPabloTeposcolulaMixtec,,
SanPedroySanPabloTeposcolulaMixtec-183_plain-2,,SanPedroySanPabloTeposcolulaMixtec,183_plain,ⁿdaa,ⁿdaa,ⁿd *a/a *a/a,,josserand1983mixtec,,,^ⁿd a a$,SanPedroySanPabloTeposcolulaMixtec,,
SanPedroTidaaMixtec-183_plain-1,,SanPedroTidaaMixtec,183_plain,žođo,žođo,ʒ *o/o ð *o/o,,josserand1983mixtec,,,^ž o đ o$,SanPedroTidaaMixtec,,
SantiagoTilantongoMixtec-183_plain-1,,SantiagoTilantongoMixtec,183_plain,ⁿdaa,ⁿdaa,ⁿd *a/a *a/a,,josserand1983mixtec,,,^ⁿd a a$,SantiagoTilantongoMixtec,,
SantiagoTilantongoMixtec-183_plain-2,,SantiagoTilantongoMixtec,183_plain,yođo,yođo,*y/j *o/o ð *o/o,,josserand1983mixtec,,,^y o đ o$,SantiagoTilantongoMixtec,,
SanAgustinTlacotepecMixtec-183_plain-1,,SanAgustinTlacotepecMixtec,183_plain,ⁿduʔƀa,ⁿduʔƀa,ⁿd *u/u ʔ β *a/a,,josserand1983mixtec,,,^ⁿd u ʔ ƀ a$,default,,
SanMiguelTlacotepecMixtec-183_plain-1,,SanMiguelTlacotepecMixtec,183_plain,žoso,žoso,ʒ *o/o s *o/o,,josserand1983mixtec,,,^ž o s o$,SanMiguelTlacotepecMixtec,,
SantaCatarinaTlaltempanMixtec-183_plain-1,,SantaCatarinaTlaltempanMixtec,183_plain,ⁿdaa,ⁿdaa,ⁿd *a/a *a/a,,josserand1983mixtec,,,^ⁿd a a$,SantaCatarinaTlaltempanMixtec,,
SantiagoTlazoyaltepecMixtec-183_plain-1,,SantiagoTlazoyaltepecMixtec,183_plain,žođo,žođo,ʒ *o/o ð *o/o,,josserand1983mixtec,,,^ž o đ o$,SantiagoTlazoyaltepecMixtec,,
SantaMariaTonahuixtlaMixtec-183_plain-1,,SantaMariaTonahuixtlaMixtec,183_plain,yođo,yođo,*y/j *o/o ð *o/o,,josserand1983mixtec,,,^y o đ o$,SantaMariaTonahuixtlaMixtec,,
TotoltepecGuerreroMixtec-183_plain-1,,TotoltepecGuerreroMixtec,183_plain,yođo,yođo,*y/j *o/o ð *o/o,,josserand1983mixtec,,,^y o đ o$,TotoltepecGuerreroMixtec,,
VillaTututepecMelchorOcampoMixtec-183_plain-1,,VillaTututepecMelchorOcampoMixtec,183_plain,ⁿduʔwa,ⁿduʔwa,ⁿd *u/u ʔ *w/β *a/a,,josserand1983mixtec,,,^ⁿd u ʔ w a$,VillaTututepecMelchorOcampoMixtec,,
SanJeronimoXayacatlanMixtec-183_plain-1,,SanJeronimoXayacatlanMixtec,183_plain,žođo,žođo,ʒ *o/o ð *o/o,,josserand1983mixtec,,,^ž o đ o$,SanJeronimoXayacatlanMixtec,,
XayacatlanBravoMixtec-183_plain-1,,XayacatlanBravoMixtec,183_plain,yōđò,yōđò,*y/j o ³ ð o ¹,,josserand1983mixtec,,,^y ō đ ò$,XayacatlanBravoMixtec,,
SantaMariaYolotepecMixtec-183_plain-1,,SantaMariaYolotepecMixtec,183_plain,ⁿduʔƀa,ⁿduʔƀa,ⁿd *u/u ʔ β *a/a,,josserand1983mixtec,,,^ⁿd u ʔ ƀ a$,SantaMariaYolotepecMixtec,,
YoloxochitlMixtec-183_plain-3,,YoloxochitlMixtec,183_plain,yoso,yoso,*y/j *o/o s *o/o,,josserand1983mixtec,,,^y o s o$,YoloxochitlMixtec,,
SantiagoYosonduaMixtec_B-183_plain-1,,SantiagoYosonduaMixtec_B,183_plain,ⁿduʔƀa,ⁿduʔƀa,ⁿd *u/u ʔ β *a/a,,josserand1983mixtec,,,^ⁿd u ʔ ƀ a$,SantiagoYosonduaMixtec_B,,
SantiagoYosonduaMixtec_B-183_plain-2,,SantiagoYosonduaMixtec_B,183_plain,katu-ⁿdaa,katu-ⁿdaa,k *a/a t *u/u + ⁿd *a/a *a/a,,josserand1983mixtec,,,^k a t u - ⁿd a a$,SantiagoYosonduaMixtec_B,,
SanBartolomeYucuaneMixtec-183_plain-1,,SanBartolomeYucuaneMixtec,183_plain,žoso,žoso,ʒ *o/o s *o/o,,josserand1983mixtec,,,^ž o s o$,SanBartolomeYucuaneMixtec,,
SantaMariaYucuhitiMixtec-183_plain-1,,SantaMariaYucuhitiMixtec,183_plain,nū̧ʔvē,nū̧ʔvē,n ũ ³ ʔ β e ³,,josserand1983mixtec,,,^n ū̧ ʔ v ē$,SantaMariaYucuhitiMixtec,,
YucunutiBenitoJuarezMixtec-183_plain-1,,YucunutiBenitoJuarezMixtec,183_plain,žoho,žoho,ʒ *o/o *h/ʔ *o/o,,josserand1983mixtec,,,^ž o h o$,YucunutiBenitoJuarezMixtec,,
SanPedroYucunamaMixtec-183_plain-1,,SanPedroYucunamaMixtec,183_plain,žođo,žođo,ʒ *o/o ð *o/o,,josserand1983mixtec,,,^ž o đ o$,SanPedroYucunamaMixtec,,
SantaMariaYucunicocoMixtec-183_plain-1,,SantaMariaYucunicocoMixtec,183_plain,yōsó,yōsó,*y/j o ³ s o ⁵,,josserand1983mixtec,,,^y ō s ó$,SantaMariaYucunicocoMixtec,,
YucuquimiOcampoMixtec-183_plain-1,,YucuquimiOcampoMixtec,183_plain,yoho,yoho,*y/j *o/o *h/ʔ *o/o,,josserand1983mixtec,,,^y o h o$,YucuquimiOcampoMixtec,,
YutanduchiGuerreroMixtec-183_plain-1,,YutanduchiGuerreroMixtec,183_plain,yođo,yođo,*y/j *o/o ð *o/o,,josserand1983mixtec,,,^y o đ o$,YutanduchiGuerreroMixtec,,
SanJuanYutaMixtec-183_plain-1,,SanJuanYutaMixtec,183_plain,nu̧-ⁿdaa,nu̧-ⁿdaa,n *u̧/ũ + ⁿd *a/a *a/a,,josserand1983mixtec,,,^n u̧ - ⁿd a a$,SanJuanYutaMixtec,,
SantaMariaZacatepecMixtec-183_plain-1,,SantaMariaZacatepecMixtec,183_plain,ⁿduʔƀa,ⁿduʔƀa,ⁿd *u/u ʔ β *a/a,,josserand1983mixtec,,,^ⁿd u ʔ ƀ a$,SantaMariaZacatepecMixtec,,
ZapotitlanPalmasMixtec-183_plain-1,,ZapotitlanPalmasMixtec,183_plain,yođo,yođo,*y/j *o/o ð *o/o,,josserand1983mixtec,,,^y o đ o$,ZapotitlanPalmasMixtec,,
SanMartinDuraznosMixtec_A-183_plain-1,,SanMartinDuraznosMixtec_A,183_plain,yosò,yosò,*y/j *o/o s o ¹,,hernandez2020san-martin,,,^y o s ò$,SanMartinDuraznosMixtec_A,,
SantoDomingoHuendioMixtec-183_plain-1,,SantoDomingoHuendioMixtec,183_plain,yosó,yosó,*y/j *o/o s o ⁵,,becerra-roldan2015un-estudio,,,^y o s ó$,SantoDomingoHuendioMixtec,,
SanPedroYosonamaMixtec-183_plain-1,,SanPedroYosonamaMixtec,183_plain,yoso,yoso,*y/j *o/o s *o/o,,gittlen2016gramatica,,,^y o s o$,SanPedroYosonamaMixtec,,
YucunanyMixtec-183_plain-1,,YucunanyMixtec,183_plain,yosǒ,yosǒ,*y/j *o/o s o ¹⁵,,salazar2020yucunani,,,^y o s ǒ$,YucunanyMixtec,,
SanAndresYutatioMixtec-183_plain-1,,SanAndresYutatioMixtec,183_plain,yódo̠,yódo̠,*y/j o ⁵ *d/ð o ³,,williams2017diccionario,,,^y ó d o̠$,SanAndresYutatioMixtec,,
SanAndresChicahuaxtlaTriqui_B-183_plain-1,,SanAndresChicahuaxtlaTriqui_B,183_plain,ta³,ta³,t *a/a *³/⁴,,hernandez-mendoza2020vocabulario,,,^t a ³$,default,,
ChalcatongoHidalgoMixtec_A-183_plain-1,,ChalcatongoHidalgoMixtec_A,183_plain,nduʔà,nduʔà,ⁿd *u/u ʔ a ¹,,macaulay1996grammar,,,^nd u ʔ à$,default,,
SanMartinItunyosoTriqui-183_plain-1,,SanMartinItunyosoTriqui,183_plain,ta³kanj³,ta³kanj³,t *a/a *³/⁴ k ã *j/h *³/⁴,,ChristianDiCanio,,,^t a ³ k an j ³$,SanMartinItunyosoTriqui,,
SantaMariaApazcoMixtec-241_plantedfield-1,,SantaMariaApazcoMixtec,241_plantedfield,wižu,wižu,*w/β *i/i ʒ *u/u,,josserand1983mixtec,,,^w i ž u$,SantaMariaApazcoMixtec,,
AbasoloValleMixtec-75_plate-1,,AbasoloValleMixtec,75_plate,ko'o,ko'o,k *o/o ʔ *o/o,,galindo-sanchez2009vocabulario,,,^k o ' o$,default,,
YoloxochitlMixtec-75_plate-1,,YoloxochitlMixtec,75_plate,ko'¹o⁴,ko'¹o⁴,k *o/o ?<'> ?<¹> *o/o ?<⁴>,,amith2020yoloxochitl,,,^k o <'> <¹> o <⁴> $,YoloxochitlMixtec,,
SanJuanDiuxiMixtec_A-75_plate-1,,SanJuanDiuxiMixtec_A,75_plate,kóhô,kóhô,k o ⁵ *h/ʔ o ⁵¹,,kuiper1991syntactic,,,^k ó h ô$,SanJuanDiuxiMixtec_A,,
ConcepcionPapaloCuicatec-75_plate-1,,ConcepcionPapaloCuicatec,75_plate,kūhū,kūhū,k u ³ *h/ʔ u ³,,bradley1991preliminary,,,^k ū h ū$,default,,
SanAndresChicahuaxtla1890Triqui-75_plate-1,,SanAndresChicahuaxtla1890Triqui,75_plate,Kooha,kooha,k *o/o *o/o *h/ʔ *a/a,,belmar1897ensayo,,,^k o o h a$,default,,
SanPedroySanPabloTeposcolula1600Mixtec-75_plate-1,,SanPedroySanPabloTeposcolula1600Mixtec,75_plate,coho,coho,k *o/o *h/ʔ *o/o,,alvarado1593vocabulario,,,^c o h o$,SanPedroySanPabloTeposcolula1600Mixtec,,
SanAgustinChayucoMixtec-75_plate-1,,SanAgustinChayucoMixtec,75_plate,coho,coho,k *o/o *h/ʔ *o/o,,pensinger1974diccionario,,,^c o h o$,default,,
SanJuanColoradoMixtec_A-75_plate-1,,SanJuanColoradoMixtec_A,75_plate,còhò,còhò,k o ¹ *h/ʔ o ¹,,stark1986diccionario,,,^c ò h ò$,SanJuanColoradoMixtec_A,,
AlacatlatzalaMixtec_A-75_plate-1,,AlacatlatzalaMixtec_A,75_plate,ko̠'o̠,ko̠'o̠,k *o̠/o ¹ ʔ o ³,,zylstra2012gramatica,,,^k o̠ ' o̠$,default,,
XochapaMixtec-75_plate-1,,XochapaMixtec,75_plate,ko̠'ó,ko̠'ó,k *o̠/o ¹ ʔ o ⁵,,stark2013diccionario,,,^k o̠ ' ó$,XochapaMixtec,,
MagdalenaPenascoMixtec-75_plate-1,,MagdalenaPenascoMixtec,75_plate,ko'ò,ko'ò,k *o/o ʔ o ¹,,hollenbach2017diccionario,,,^k o ' ò$,default,,
SanEstebanAtatlahucaMixtec_A-75_plate-1,,SanEstebanAtatlahucaMixtec_A,75_plate,cohō,cohō,k *o/o *h/ʔ o ³,,alexander1980gramatica,,,^c o h ō$,SanEstebanAtatlahucaMixtec_A,,
