ID	PARAMETER_ID	CONCEPT	DOCULECT	VALUE	FORM	TOKENS	COGIDS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	LANGID	IPA	DUPLICATES
10266	219_mamey	MAMEY	SanMiguelElGrandeMixtec_A	ⁿdika-xáʔā	ⁿdika-xáʔā	ⁿd i ³ k a ³ + x a ⁵ ʔ a ¹	10892 10896	sanm1295		17.04688	-97.62248		80	ⁿdi³ka³+xa⁵ʔa¹	0
10267	219_mamey	MAMEY	GuadalupeVillahermosaMixtec	ⁿdoko-kʷaʔa	ⁿdoko-kʷaʔa	ⁿd o k o + kʷ a ʔ a	10893 10894			17.75898	-98.01539		20	ⁿdoko+kʷaʔa	0
10268	219_mamey	MAMEY	SantaMariaHuazolotitlanMixtec	ⁿdʸika-na̧ʔna̧	ⁿdʸika-na̧ʔna̧	ⁿdʲ i k a + n ã ʔ n ã	10893 10894			16.3019	-97.91488		111	ⁿdʲika+nãʔnã	0
10269	219_mamey	MAMEY	SanAntonioHuitepecMixtec	ⁿdika	ⁿdika	ⁿd i k a	10893	huit1252		16.9476	-97.1236		38	ⁿdika	0
10270	219_mamey	MAMEY	SantaCruzItundujiaMixtec	ⁿdika-yeʔe	ⁿdika-yeʔe	ⁿd i k a + j e ʔ e	10893 10894	itun1239		16.77876	-97.59753		106	ⁿdika+jeʔe	0
10271	219_mamey	MAMEY	IxpantepecNievesMixtec	ⁿdiká-sàʔà	ⁿdiká-sàʔà	ⁿd i k a ⁵ + s a ¹ ʔ a ¹	10893 10896	sila1250		17.50717	-98.04556		21	ⁿdika⁵+sa¹ʔa¹	0
10272	219_mamey	MAMEY	SantiagoIxtayutlaMixtec	ⁿdʸika	ⁿdʸika	ⁿdʲ i k a	10893	ixta1235		16.5774	-97.5759		126	ⁿdʲika	0
10273	219_mamey	MAMEY	SantiagoIxtaltepecMixtec	ⁿǰika	ⁿǰika	ⁿdʒ i k a	10893			17.54171	-97.11437		125	ⁿdʒika	0
10274	219_mamey	MAMEY	SantiagoJamiltepecMixtec_B	ⁿdʸika	ⁿdʸika	ⁿdʲ i k a	10893	jami1235		16.2279	-97.8417		128	ⁿdʲika	0
10275	219_mamey	MAMEY	SanPedroJicayanMixtec	ⁿdika-čaʔa	ⁿdika-čaʔa	ⁿd i k a + tʃ a ʔ a	10893 10894			16.45235	-98.0151		89	ⁿdika+tʃaʔa	0
10276	219_mamey	MAMEY	SanPedroJocotipacMixtec	ⁿǰika-kʷaʔa	ⁿǰika-kʷaʔa	ⁿdʒ i k a + kʷ a ʔ a	10893 10894			17.7687	-97.07983		90	ⁿdʒika+kʷaʔa	0
10277	219_mamey	MAMEY	SantiagoJuxtlahuacaMixtec	ⁿdika-sʸaʔa	ⁿdika-sʸaʔa	ⁿd i k a + sʲ a ʔ a	10893 10894	juxt1235		17.3518	-98.0146		129	ⁿdika+sʲaʔa	0
10278	219_mamey	MAMEY	SanLorenzoMixtec	ⁿdʸika	ⁿdʸika	ⁿdʲ i k a	10893			17.66757	-98.11901		67	ⁿdʲika	0
10279	219_mamey	MAMEY	SantaCatarinaMechoacanMixtec	ⁿdʸika	ⁿdʸika	ⁿdʲ i k a	10893	chay1249		16.33471	-97.83626		103	ⁿdʲika	0
10280	219_mamey	MAMEY	SanJuanMixtepecMixtec	ⁿdʸika-čaʔa	ⁿdʸika-čaʔa	ⁿdʲ i k a + tʃ a ʔ a	10893 10894	mixt1425		17.3317	-97.8791		62	ⁿdʲika+tʃaʔa	0
10281	219_mamey	MAMEY	SantaLuciaMonteverdeMixtec	ⁿdika-xeʔe	ⁿdika-xeʔe	ⁿd i k a + x e ʔ e	10893 10894	sant1439		16.9969	-97.6277		108	ⁿdika+xeʔe	0
10282	219_mamey	MAMEY	SanLuisMoreliaMixtec	ⁿdoko-kʷaʔa	ⁿdoko-kʷaʔa	ⁿd o k o + kʷ a ʔ a	10893 10894	tama1339		17.70342	-98.21456		68	ⁿdoko+kʷaʔa	0
10283	219_mamey	MAMEY	SanJorgeNuchitaMixtec	ⁿdoxo-kʷaʔa	ⁿdoxo-kʷaʔa	ⁿd o x o + kʷ a ʔ a	10893 10894	sila1250		17.65569	-98.10499		53	ⁿdoxo+kʷaʔa	0
10284	219_mamey	MAMEY	SantoDomingoNuxaaMixtec	ⁿǰika	ⁿǰika	ⁿdʒ i k a	10893			17.21663	-97.12285		140	ⁿdʒika	0
10285	219_mamey	MAMEY	SanAndresNuxinoMixtec	ⁿǰika	ⁿǰika	ⁿdʒ i k a	10893			17.23883	-97.10497		36	ⁿdʒika	0
10286	219_mamey	MAMEY	SantiagoNuyooMixtec	nī̧kā-xéʔé	nī̧kā-xéʔé	n ĩ ³ k a ³ + x e ⁵ ʔ e ⁵	10892 10896	nuyo1238		17.0147	-97.76674		131	nĩ³ka³+xe⁵ʔe⁵	0
10287	219_mamey	MAMEY	SantoTomasOcotepecMixtec_B	ntīkā-xéʔè	ntīkā-xéʔè	n t i ³ k a ³ + x e ⁵ ʔ e ¹	10892 10896	ocot1243		17.14419	-97.76322		143	nti³ka³+xe⁵ʔe¹	0
10288	219_mamey	MAMEY	SantaMariaPenolesMixtec	ⁿǰìkà	ⁿǰìkà	ⁿdʒ i ¹ k a ¹	10892	sant1445		17.07959	-97.00272		115	ⁿdʒi¹ka¹	0
10289	219_mamey	MAMEY	SanMiguelPiedrasMixtec	ⁿǰika	ⁿǰika	ⁿdʒ i k a	10893	sanm1294		16.9944	-97.2056		83	ⁿdʒika	0
10290	219_mamey	MAMEY	SantiagoPinotepaNacionalMixtec	ⁿdika-kʷaʔa	ⁿdika-kʷaʔa	ⁿd i k a + kʷ a ʔ a	10893 10894	pino1237		16.3043	-97.9966		132	ⁿdika+kʷaʔa	0
10291	219_mamey	MAMEY	PinotepaDonLuisMixtec	ⁿdika-čaʔa	ⁿdika-čaʔa	ⁿd i k a + tʃ a ʔ a	10893 10894	pino1237		16.42666	-97.97647		27	ⁿdika+tʃaʔa	0
10292	219_mamey	MAMEY	Proto-Mixtec	ⁿdikaʔ	ⁿdikaʔ	ⁿd i k a ʔ	10893	mixt1427					28	ⁿdikaʔ	0
10293	219_mamey	MAMEY	SantosReyesTepejilloMixtec	ⁿčīká-ⁿdùù	ⁿčīká-ⁿdùù	ⁿtʃ i ³ k a ⁵ + ⁿd u ¹ u ¹	10892 10905			17.43262	-97.93997		141	ⁿtʃi³ka⁵+ⁿdu¹u¹	0
10294	219_mamey	MAMEY	SanFranciscoSayultepecMixtec	ⁿdʸika-čaʔa	ⁿdʸika-čaʔa	ⁿdʲ i k a + tʃ a ʔ a	10893 10894	pino1237		16.59537	-98.12933		48	ⁿdʲika+tʃaʔa	0
10295	219_mamey	MAMEY	SanMateoSindihuiMixtec	ⁿǰika-ⁿdaa	ⁿǰika-ⁿdaa	ⁿdʒ i k a + ⁿd a a	10893 10894	sind1277		17.02	-97.3036		75	ⁿdʒika+ⁿdaa	0
10296	219_mamey	MAMEY	SanJuanTamazolaMixtec	ⁿdika-(ⁿdažɨ)	ⁿdika-ⁿdažɨ	ⁿd i k a + ⁿd a ʒ ɨ	10893 10902	tama1339		17.1258	-97.0998		63	ⁿdika+ⁿdaʒɨ	0
10297	219_mamey	MAMEY	SantiagoTamazolaMixtec	ⁿdoko-kʷaʔa	ⁿdoko-kʷaʔa	ⁿd o k o + kʷ a ʔ a	10893 10894			17.67041	-98.2216		133	ⁿdoko+kʷaʔa	0
10298	219_mamey	MAMEY	SanSebastianTecomaxtlahuacaMixtec	ⁿčika	ⁿčika	ⁿtʃ i k a	10893			17.34568	-98.0312		99	ⁿtʃika	0
10299	219_mamey	MAMEY	SanJuanTeitaMixtec	ⁿdika	ⁿdika	ⁿd i k a	10893	sanj1282		17.1542	-97.3899		64	ⁿdika	0
10300	219_mamey	MAMEY	TepejilloMixtec	ⁿčika	ⁿčika	ⁿtʃ i k a	10893			18.05265	-97.83906		144	ⁿtʃika	0
10301	219_mamey	MAMEY	SanAntonioTepetlapaMixtec	ⁿdika-čaʔa	ⁿdika-čaʔa	ⁿd i k a + tʃ a ʔ a	10893 10894			16.54182	-98.06578		40	ⁿdika+tʃaʔa	0
10302	219_mamey	MAMEY	SanPedroySanPabloTeposcolulaMixtec	te-ⁿdika	te-ⁿdika	t e + ⁿd i k a	10903 10893			17.51167	-97.48883		95	te+ⁿdika	0
10303	219_mamey	MAMEY	SanPedroTidaaMixtec	ⁿǰika	ⁿǰika	ⁿdʒ i k a	10893	tida1235		17.4142	-97.3333		92	ⁿdʒika	0
10304	219_mamey	MAMEY	SantiagoTilantongoMixtec	ⁿdika	ⁿdika	ⁿd i k a	10893	diux1236		17.3596	-97.3861		134	ⁿdika	0
10305	219_mamey	MAMEY	SantiagoTlazoyaltepecMixtec	ⁿǰika	ⁿǰika	ⁿdʒ i k a	10893	sant1446		17.0274	-96.99583		135	ⁿdʒika	0
10306	219_mamey	MAMEY	SantaMariaTonahuixtlaMixtec	ⁿǰika	ⁿǰika	ⁿdʒ i k a	10893			18.20057	-97.89437		117	ⁿdʒika	0
10307	219_mamey	MAMEY	VillaTututepecMelchorOcampoMixtec	titʸi	titʸi	t i tʲ i	10902	tutu1243		16.12968	-97.60452		147	titʲi	0
10308	219_mamey	MAMEY	XayacatlanBravoMixtec	ⁿčika	ⁿčika	ⁿtʃ i k a	10893	south3001		18.2353	-97.97435		148	ⁿtʃika	0
10309	219_mamey	MAMEY	YoloxochitlMixtec	ⁿdika	ⁿdika	ⁿd i k a	10893	yolo1241		16.8059	-98.6293		150	ⁿdika	0
10310	219_mamey	MAMEY	SantiagoYosonduaMixtec_B	ⁿdika-xaʔa	ⁿdika-xaʔa	ⁿd i k a + x a ʔ a	10893 10894	yoso1239		16.9042	-97.5018		137	ⁿdika+xaʔa	0
10311	219_mamey	MAMEY	SanBartolomeYucuaneMixtec	ⁿdika-ⁿdaži	ⁿdika-ⁿdaži	ⁿd i k a + ⁿd a ʒ i	10893 10902	yucu1250		17.2832	-97.4285		41	ⁿdika+ⁿdaʒi	0
10312	219_mamey	MAMEY	SantaMariaYucuhitiMixtec	nī̧kā-xʸéʔé	nī̧kā-xʸéʔé	n ĩ ³ k a ³ + xʲ e ⁵ ʔ e ⁵	10892 10896	yucu1249		17.03036	-97.78237		119	nĩ³ka³+xʲe⁵ʔe⁵	0
10313	219_mamey	MAMEY	YucunutiBenitoJuarezMixtec	ⁿdoko-saʔa	ⁿdoko-saʔa	ⁿd o k o + s a ʔ a	10893 10894	yucu1251		17.63409	-97.89151		152	ⁿdoko+saʔa	0
10314	219_mamey	MAMEY	SantaMariaYucunicocoMixtec	ⁿdīká-sʸāʔà	ⁿdīká-sʸāʔà	ⁿd i ³ k a ⁵ + sʲ a ³ ʔ a ¹	10892 10896			17.2372	-97.91806		120	ⁿdi³ka⁵+sʲa³ʔa¹	0
10315	219_mamey	MAMEY	SantaMariaZacatepecMixtec	ⁿdika-čaʔa	ⁿdika-čaʔa	ⁿd i k a + tʃ a ʔ a	10893 10894	sant1436		16.7003	-97.9484		121	ⁿdika+tʃaʔa	0
10316	219_mamey	MAMEY	SantaMariaZacatepecMixtec	ⁿdika kʷaʔa	ⁿdika kʷaʔa	ⁿd i k a + kʷ a ʔ a	10893 10894	sant1436		16.7003	-97.9484		121	ⁿdika+kʷaʔa	0
10317	219_mamey	MAMEY	ZapotitlanPalmasMixtec	ⁿǰika	ⁿǰika	ⁿdʒ i k a	10893			17.88959	-97.82406		155	ⁿdʒika	0
10318	219_mamey	MAMEY	SanMartinDuraznosMixtec_A	ntxìká xa'à	ntxìká-xa'à	ⁿdʑ i ¹ k a ⁵ + ɕ a ³ ʔ a ¹	10892 10896	juxt1235		17.30502	-98.10188		70	ⁿdʑi¹ka⁵+ɕa³ʔa¹	0
10319	219_mamey	MAMEY	YucunanyMixtec	nchikatsà'ǎ	nchika-tsà'ǎ	ⁿtʃ i ³ k a ³ + ts a ¹ ʔ a ¹⁵	10892 10896	mixt1425		17.300827	-97.893888		151	ⁿtʃi³ka³+tsa¹ʔa¹⁵	0
10320	219_mamey	MAMEY	SanAndresChicahuaxtlaTriqui_B	na³to³² # ro²ʔo¹ʰ	na³to³²-ro²ʔo¹ʰ	n a ³ t o ³² + r o ² ʔ o h ¹	10900 10901	chic1273		17.15612	-97.84007		35	na³to³²+ro²ʔoh¹	0
10321	219_mamey	MAMEY	SanMartinItunyosoTriqui	na³to³² ro¹hoj¹	na³to³²-ro¹hoj¹	n a ³ t o ³² + ɾ o ¹ ʔ o ɦ ¹	10900 10901	sanm1298		17.22887	-97.88125		73	na³to³²+ɾo¹ʔoɦ¹	0
10322	176_mameyorzapote	MAMEY OR ZAPOTE	YoloxochitlMixtec	ndi³ka⁴	ndi³ka⁴	ⁿd i ³ k a ⁵	11042	yolo1241		16.8059	-98.6293		150	ⁿdi³ka⁵	0
10323	176_mameyorzapote	MAMEY OR ZAPOTE	SanPedroySanPabloTeposcolula1600Mixtec	dicasaha	dica-saha	ⁿd i k a + s a ʔ a	11044 11045			17.51167	-97.48883		94	ⁿdika+saʔa	0
10324	176_mameyorzapote	MAMEY OR ZAPOTE	XochapaMixtec	ndiká xa̠'a̠	ndiká-xa̠'a̠	ⁿd i ³ k a ⁵ + ʃ a ¹ ʔ a ¹	11042 11043	xoch1238		17.38134	-98.44988		149	ⁿdi³ka⁵+ʃa¹ʔa¹	0
10325	176_mameyorzapote	MAMEY OR ZAPOTE	ElJicaralMixtec	ntiká kuá'a	ntiká-kuá'a	n t i ³ k a ⁵ + kʷ a ⁵ ʔ a ³	11042 11043	coic1238		17.12602	-98.196842		18	nti³ka⁵+kʷa⁵ʔa³	0
10326	53_man	MAN	AbasoloValleMixtec	chàa	chàa	tʃ a ¹ a ³	11050	mixt1425	1554	17.78287	-95.54381		1	tʃa¹a³	0
10327	53_man	MAN	YoloxochitlMixtec	ta¹a³	ta¹a³	t a ¹ a ³	11050	yolo1241	1554	16.8059	-98.6293		150	ta¹a³	0
10328	53_man	MAN	SantiagoJamiltepecMixtec_A	ra-yɨɨ	ra-yɨɨ	ɾ a ¹ + j ɨ ¹ ɨ ¹	11054 11058	jami1235	1554	16.2279	-97.8417		127	ɾa¹+jɨ¹ɨ¹	0
10329	53_man	MAN	SantoTomasOcotepecMixtec_A	tēe	tēe	t e ³ e ¹	11050	ocot1243	1554	17.14419	-97.76322		142	te³e¹	0
10330	53_man	MAN	SanJeronimoProgresoMixtec_A	taā	taā	t a ¹ a ³	11050	sila1250	1554	17.44616	-98.15466		49	ta¹a³	0
10331	53_man	MAN	AyutlalosLibresMixtec_A	tyāa	tyāa	t j a ³ a ¹	11050	ayut1236	1554	16.8833	-98.9916		6	tja³a¹	0
10332	53_man	MAN	AlacatlatzalaMixtec_B	taā	taā	t a ³ a ³	11050	alac1244	1554	17.25	-98.58		3	ta³a³	0
10333	53_man	MAN	SanJuanDiuxiMixtec_A	té-yɨ̄ɨ	té-yɨ̄ɨ	t e ⁵ + ʒ ɨ ³ ɨ ¹	11050 11058	diux1236	1554	17.3596	-97.3861		60	te⁵+ʒɨ³ɨ¹	0
10334	53_man	MAN	ConcepcionPapaloCuicatec	sāhan	sāhan	s a ³ ʔ ã ¹	11050	tepe1280	1554	17.84172	-96.8813		13	sa³ʔã¹	0
10335	53_man	MAN	SantiagoYosonduaMixtec_A	chaa	chaa	tʃ a ¹ a ¹	11050	yoso1239	1554	16.9042	-97.5018		136	tʃa¹a¹	0
10336	53_man	MAN	SanJuanCopalaTriqui	chii³	chii³	tʃ i ³	11059	copa1237	1554	17.187222	-97.962778		59	tʃi³	0
10337	53_man	MAN	SanAndresChicahuaxtla1890Triqui	Tsixnagú	tsixnagú	ts i ʃ n a g u	11055	chic1273	1554	17.15612	-97.84007		33	tsiʃnagu	0
10338	53_man	MAN	SanPedroySanPabloTeposcolula1600Mixtec	taiyee ~ tay yee	tay-yee	t a j + j e e	11060 11052		1554	17.51167	-97.48883		94	taj+jee	0
10339	53_man	MAN	SantaMariaPenolesMixtec	téè	téè	t e ⁵ e ¹	11050	sant1445	1554	17.07959	-97.00272		115	te⁵e¹	0
10340	53_man	MAN	SanPedroMolinosMixtec	tèē	tèē	t e ¹ e ³	11050	sanp1259	1554	17.10495	-97.54152		91	te¹e³	0
10341	53_man	MAN	SantoTomasOcotepecMixtec_B	tèē	tèē	t e ¹ e ³	11050	ocot1243	1554	17.14419	-97.76322		143	te¹e³	0
10342	53_man	MAN	SanEstebanAtatlahucaMixtec_B	tèē	tèē	t e ¹ e ³	11050	atat1238	1554	17.07133	-97.67753		45	te¹e³	0
10343	53_man	MAN	SanMiguelElGrandeMixtec_B	čàā	čàā	tʃ a ¹ a ³	11050	sanm1295	1554	17.04688	-97.62248		81	tʃa¹a³	0
10344	53_man	MAN	SanJeronimoXayacatlanMixtec	tʸàā	tʸàā	tʲ a ¹ a ³	11050	south3001	1554	18.22159	-97.91563		52	tʲa¹a³	0
10345	53_man	MAN	AyutlalosLibresMixtec_B	tʸāà	tʸāà	tʲ a ³ a ¹	11050	ayut1236	1554	16.8833	-98.9916		7	tʲa³a¹	0
10346	53_man	MAN	MetlatonocMixtec	tʸàā	tʸàā	tʲ a ¹ a ³	11050	metl1238	1554	17.1947	-98.3514		25	tʲa¹a³	0
10347	53_man	MAN	SanJuanMixtepecMixtec	čàā	čàā	tʃ a ¹ a ³	11050	mixt1425	1554	17.3317	-97.8791		62	tʃa¹a³	0
10348	53_man	MAN	SanJeronimoProgresoMixtec_B	tàà	tàà	t a ¹ a ¹	11050	sila1250	1554	17.44616	-98.15466		50	ta¹a¹	0
10349	53_man	MAN	TlahuapaMixtec	tàa	tàa	t a ¹ a ³	11050	alco1235	1554	17.37553	-98.33826		145	ta¹a³	0
10350	53_man	MAN	PiedraAzulMixtec	tsiàja	tsiàja	tsʲ a ¹ h a ³	11050		1554	17.380833	-98.185833		26	tsʲa¹ha³	0
10351	53_man	MAN	SanMarcoslaFlorMixtec	tsiàja	tsiàja	tsʲ a ¹ h a ³	11050	sanm1291	1554	17.418889	-98.268611		69	tsʲa¹ha³	0
10352	53_man	MAN	SanSebastianMonteMixtec_A	tyàa	tyàa	tʲ a ¹ a ³	11050	sila1250	1554	17.6793	-98.02259		97	tʲa¹a³	0
10353	53_man	MAN	LaBateaMixtec	chàa	chàa	tʃ a ¹ a ³	11050	mixt1425	1554	17.35948	-97.83233		22	tʃa¹a³	0
10354	53_man	MAN	SanAgustinChayucoMixtec	rayɨɨ	ra-yɨɨ	ɾ a + j ɨ ɨ	11054 11052	chay1249	1554	16.42	-97.83		30	ɾa+jɨɨ	0
10355	53_man	MAN	SanJuanColoradoMixtec_A	rayɨɨ	ra-yɨɨ	ɾ a ³ + j ɨ ³ ɨ ³	11054 11058	sanj1281	1554	16.46073	-97.95446		57	ɾa³+jɨ³ɨ³	0
10356	53_man	MAN	SantaMariaZacatepecMixtec	ra'i	ra'i	ɾ a ʔ i	11054	sant1436	1554	16.7003	-97.9484		121	ɾaʔi	0
10357	53_man	MAN	AlacatlatzalaMixtec_A	ta̠a	ta̠a	t a ¹ a ³	11050	alac1244	1554	17.25	-98.58		2	ta¹a³	0
10358	53_man	MAN	XochapaMixtec	ta̠a	ta̠a	t a ¹ a ³	11050	xoch1238	1554	17.38134	-98.44988		149	ta¹a³	0
10359	53_man	MAN	MagdalenaPenascoMixtec	tèe	tèe	t e ¹ e ³	11050	magd1235	1554	17.2837	-97.5413		24	te¹e³	0
10360	53_man	MAN	SanEstebanAtatlahucaMixtec_A	tēe	tēe	t e ¹ e ³	11050	atat1238	1554	17.07133	-97.67753		44	te¹e³	0
10361	53_man	MAN	SantaMariaPapaloCuicatec	sa²'an⁴	sa²'an⁴	s a ⁴ ʔ ã ¹	11050	sant1437	1554	17.26813	-96.56338		114	sa⁴ʔã¹	0
10362	53_man	MAN	SanJuanTepeuxila1900Cuicatec	tsan	tsan	ts ã	11057	tepe1280	1554	18.72299	-95.84118		65	tsã	0
10363	53_man	MAN	SanAndresChicahuaxtlaTriqui_A	si¹	si¹	s i ⁵	11056	chic1273	1554	17.15612	-97.84007		34	si⁵	0
10364	53_man	MAN	ElJicaralMixtec	tia̠a	tia̠a	tʲ a ¹ a ³	11050	coic1238	1554	17.12602	-98.196842		18	tʲa¹a³	0
10365	53_man	MAN	SantaMariaAcatepecMixtec	ra-yɨɨ	ra-yɨɨ	ɾ a + j ɨ ɨ	11054 11052	sant1441	1554	16.76337	-97.98945		109	ɾa+jɨɨ	0
10366	53_man	MAN	SanMiguelAchiutlaMixtec	te-žii	te-žii	t e + ʒ i i	11051 11052	sanm1292	1554	17.3065	-97.48886		76	te+ʒii	0
10367	53_man	MAN	SantaCatarinaAdequezMixtec	ȼee	ȼee	ts e e	11051		1554	17.43688	-97.14695		101	tsee	0
10368	53_man	MAN	SanMiguelAhuehuetitlanMixtec	tàā	tàā	t a ¹ a ³	11050	sila1250	1554	17.67151	-98.32045		77	ta¹a³	0
10369	53_man	MAN	AlacatlatzalaMixtec_C	taa	taa	t a a	11051	alac1244	1554	17.25	-98.58		4	taa	0
10370	53_man	MAN	AlcozaucaGuerreroMixtec	taa	taa	t a a	11051	alco1235	1554	17.3687	-98.3969		5	taa	0
10371	53_man	MAN	SanMiguelAmatitlanMixtec	ta-čaa	ta-čaa	t a + tʃ a a	11060 11051		1554	17.89179	-98.02529		78	ta+tʃaa	0
10372	53_man	MAN	SantaMariaApazcoMixtec	čee	čee	tʃ e e	11051	apas1235	1554	17.6143	-97.0657		110	tʃee	0
10373	53_man	MAN	SantaMariaApazcoMixtec	tʸee	tʸee	tʲ e e	11051	apas1235	1554	17.6143	-97.0657		110	tʲee	0
10374	53_man	MAN	SantiagoApoalaMixtec	čee	čee	tʃ e e	11051	apas1235	1554	17.6143	-97.0657		122	tʃee	0
10375	53_man	MAN	SanEstebanAtatlahucaMixtec_B	tēe	tēe	t e ³ e	11050	atat1238	1554	17.07133	-97.67753		45	te³e	0
10376	53_man	MAN	SanAgustinAtenangoMixtec	tʸaa	tʸaa	tʲ a a	11051		1554	17.61188	-98.01527		29	tʲaa	0
10377	53_man	MAN	SanPedroAtoyacMixtec	rai	rai	ɾ a i	11054		1554	16.48865	-97.9864		86	ɾai	0
10378	53_man	MAN	AyutlalosLibresMixtec_B	tʸāa	tʸāa	tʲ a ³ a	11050	ayut1236	1554	16.8833	-98.9916		7	tʲa³a	0
10379	53_man	MAN	SantaCruzBravoMixtec	taa	taa	t a a	11051		1554	17.58093	-98.22383		105	taa	0
10380	53_man	MAN	SantiagoCacaloxtepecMixtec	te-ʔii	te-ʔii	t e + ʔ i i	11051 11052	caca1250	1554	17.7248	-97.7637		123	te+ʔii	0
10381	53_man	MAN	CahuatacheMixtec	taa	taa	t a a	11051	alac1244	1554	17.41506	-98.53192		8	taa	0
10382	53_man	MAN	ChalcatongoHidalgoMixtec_B	čaa	čaa	tʃ a a	11051	sanm1296	1554	17.03226	-97.57074		10	tʃaa	0
10383	53_man	MAN	SanAgustinChayucoMixtec	ra-yɨɨ	ra-yɨɨ	ɾ a + j ɨ ɨ	11054 11052	chay1249	1554	16.42	-97.83		30	ɾa+jɨɨ	1
10384	53_man	MAN	SanPedroChayucoMixtec	tʸaa	tʸaa	tʲ a a	11051		1554	17.21534	-97.99416		87	tʲaa	0
10385	53_man	MAN	SantiagoChazumbaMixtec	tʸaa	tʸaa	tʲ ã a	11051	chaz1235	1554	18.1541	-97.7873		124	tʲãa	0
10386	53_man	MAN	SanMiguelChicahuaMixtec	tʸee	tʸee	tʲ e e	11051		1554	17.63719	-97.19479		79	tʲee	0
10387	53_man	MAN	ChigmecatitlanMixtec	ti-ii	ti-ii	t i + i i	11051 11052	chig1239	1554	18.6303	-98.1046		11	ti+ii	0
10388	53_man	MAN	SanJuanCoatzospamMixtec_B	ña-tii	ña-tii	ɲ a + t i i	11053 11051	coat1241	1554	18.04875	-96.76363		56	ɲa+tii	0
10389	53_man	MAN	CoicoyanlasFloresMixtec	tʸàa	tʸàa	tʲ a ¹ a	11050	coic1238	1554	17.27301	-98.27588		12	tʲa¹a	0
10390	53_man	MAN	SanJuanColoradoMixtec_B	ra-yɨɨ	ra-yɨɨ	ɾ a + j ɨ ɨ	11054 11052	sanj1281	1554	16.46073	-97.95446		58	ɾa+jɨɨ	0
10391	53_man	MAN	CosoltepecMixtec	tʸaa	tʸaa	tʲ a a	11051	chaz1235	1554	18.14291	-97.79059		14	tʲaa	0
10392	53_man	MAN	SanPedroCoxcaltepecCantarosMixtec	ȼee	ȼee	ts e e	11051		1554	17.49922	-97.13893		88	tsee	0
10393	53_man	MAN	SanPedroCoxcaltepecCantarosMixtec	see	see	s e e	11051		1554	17.49922	-97.13893		88	see	0
10394	53_man	MAN	SanCristobalJamiltepecMixtec	ra-yɨɨ	ra-yɨɨ	ɾ a + j ɨ ɨ	11054 11052	chay1249	1554	16.48433	-97.86594		43	ɾa+jɨɨ	0
10395	53_man	MAN	CuatzoquitengoMixtec	taa	taa	t a a	11051	cuat1239	1554	17.28835	-98.61552		15	taa	0
10396	53_man	MAN	SantaAnaCuauhtemocMixtec	tii	tii	t i i	11051	cuya1240	1554	17.98379	-96.79439		100	tii	0
10397	53_man	MAN	CuilapamGuerreroMixtec	ȼee	ȼee	ts e e	11051		1554	17.04496	-97.75798		16	tsee	0
10398	53_man	MAN	CuyamecalcoVillaZaragozaMixtec	tii	tii	t i i	11051	cuya1240	1554	18.0821	-96.7314		17	tii	0
10399	53_man	MAN	SanJuanDiuxiMixtec_B	se-yɨɨ	se-yɨɨ	s e + j ɨ ɨ	11057 11052	diux1236	1554	17.3596	-97.3861		61	se+jɨɨ	0
10400	53_man	MAN	SanMartinDuraznosMixtec_B	čàā	čàā	tʃ a ¹ a ³	11050	juxt1235	1554	17.30502	-98.10188		71	tʃa¹a³	0
10401	53_man	MAN	SanMartinEstadoMixtec	taa	taa	t a a	11051		1554	17.56721	-98.17607		72	taa	0
10402	53_man	MAN	SantaCatarinaEstetlaMixtec	tee	tee	t e e	11051	peno1244	1554	17.02627	-97.0974		102	tee	0
10403	53_man	MAN	SanFranciscolasFloresMixtec	čaa	čaa	tʃ a a	11051		1554	17.777	-98.031		47	tʃaa	0
10404	53_man	MAN	SanMiguelElGrandeMixtec_A	čāa	čāa	tʃ a ¹ a ³	11050	sanm1295	1554	17.04688	-97.62248		80	tʃa¹a³	0
10405	53_man	MAN	GuadalupeVillahermosaMixtec	ȼ̣ʸàa	ȼ̣ʸàa	ʈʂʲ a ¹ a	11050		1554	17.75898	-98.01539		20	ʈʂʲa¹a	0
10406	53_man	MAN	SantaMariaHuazolotitlanMixtec	ra-yɨɨ	ra-yɨɨ	ɾ a + j ɨ ɨ	11054 11052		1554	16.3019	-97.91488		111	ɾa+jɨɨ	0
10407	53_man	MAN	SanAntonioHuitepecMixtec	tee	tee	t e e	11051	huit1252	1554	16.9476	-97.1236		38	tee	0
10408	53_man	MAN	SantaCruzItundujiaMixtec	tee	tee	t e e	11051	itun1239	1554	16.77876	-97.59753		106	tee	0
10409	53_man	MAN	IxpantepecNievesMixtec	čaa	čaa	tʃ a a	11051	sila1250	1554	17.50717	-98.04556		21	tʃaa	0
10410	53_man	MAN	SantiagoIxtayutlaMixtec	ra-yɨɨ	ra-yɨɨ	ɾ a + j ɨ ɨ	11054 11052	ixta1235	1554	16.5774	-97.5759		126	ɾa+jɨɨ	0
10411	53_man	MAN	SantiagoIxtaltepecMixtec	tʸee	tʸee	tʲ e e	11051		1554	17.54171	-97.11437		125	tʲee	0
10412	53_man	MAN	SanMiguelIxtapamMixtec	tee	tee	t e e	11051		1554	18.80685	-100.15039		82	tee	0
