__PK,Language name,Language sub-family,AFFIX (Verb),AFFIX (Lg.),TONE (Verb),TONE (Lg.),STEM (Verb),STEM (Lg.),Citation form,English,Spanish,Transitivity,Stem phonology,Inflected form (IRR),Inflected form (CPL),Inflected form (INCPL),Prefix (IRR),Prefix (CPL),Prefix (INCPL),Tone (IRR),Tone (CPL),Tone (INCPL),Inflectional class by affixation,Stem alternation
3726,Xochapa Mixtec,Amuzgo-Mixtecan,True,True,True,,False,True,ka⁴²ʔun³,"smart, burn",arder,intr,Bimoraic,ka¹ʔun³,ndi¹-ka¹ʔun³,ka⁴²ʔun³,,ndi¹,,13,13,{4↓}3,I.b,Invariant
3730,Xochapa Mixtec,Amuzgo-Mixtecan,True,True,True,,False,True,ke⁴²e³,enter,entrar,intr,Bimoraic,ke¹e³,ndi¹-ke¹e³,ke⁴²e³,,ndi¹,,13,13,{4↓}3,I.b,Invariant
3732,Xochapa Mixtec,Amuzgo-Mixtecan,True,True,True,,False,True,ke⁴²ta³,enter,entrar,intr,Bimoraic,ke¹ta³,ndi¹-ke¹ta³,ke⁴²ta³,,ndi¹,,13,13,{4↓}3,I.b,Invariant
3736,Xochapa Mixtec,Amuzgo-Mixtecan,True,True,True,,False,True,ki⁴²ʔvi³,enter,entrar,intr,Bimoraic,ki¹ʔvi³,ndi¹-ki¹ʔvi³,ki⁴²ʔvi³,,ndi¹,,13,13,{4↓}3,I.b,Invariant
3745,Xochapa Mixtec,Amuzgo-Mixtecan,True,True,True,,False,True,ko⁴²yo³,fall,caer,intr,Bimoraic,ko¹yo³,ndi¹-ko¹yo³,ko⁴²yo³,,ndi¹,,13,13,{4↓}3,I.b,Invariant
3795,Xochapa Mixtec,Amuzgo-Mixtecan,True,True,True,,False,True,ndi⁴²ko³,get cold,enfriarse,intr,Bimoraic,ndi¹-ko³,ndi¹-ndi¹-ko³,ndi⁴²ko³,,ndi¹,,13,13,{4↓}3,I.b,Invariant
3802,Xochapa Mixtec,Amuzgo-Mixtecan,True,True,True,,False,True,ndo⁴²o³,stay,quedar,intr,Bimoraic,ndo¹o³,ndi¹-ndo¹o³,ndo⁴²o³,,ndi¹,,13,13,{4↓}3,I.b,Invariant
3807,Xochapa Mixtec,Amuzgo-Mixtecan,True,True,True,,False,True,ni⁴²ʔi³,thunder,tronar,intr,Bimoraic,ni¹ʔi³,ndi¹-ni¹ʔi³,ni⁴²ʔi³,,ndi¹,,13,13,{4↓}3,I.b,Invariant
3817,Xochapa Mixtec,Amuzgo-Mixtecan,True,True,True,,False,True,ta⁴²an³,tremble (the ground),temblar (la tierra),intr,Bimoraic,ta¹an³,ndi¹-ta¹an³,ta⁴²an³,,ndi¹,,13,13,{4↓}3,I.b,Invariant
3831,Xochapa Mixtec,Amuzgo-Mixtecan,True,True,True,,False,True,tu⁴²vi³,get light,amanecer,intr,Bimoraic,tu¹vi³,ndi¹-tu¹vi³,tu⁴²vi³,,ndi¹,,13,13,{4↓}3,I.b,Invariant
3832,Xochapa Mixtec,Amuzgo-Mixtecan,True,True,True,,False,True,xa⁴²ni³,be paid,ser pagado,intr,Bimoraic,xa¹ni³,ndi¹-xa¹ni³,xa⁴²ni³,,ndi¹,,13,13,{4↓}3,I.b,Invariant
3834,Xochapa Mixtec,Amuzgo-Mixtecan,True,True,True,,False,True,ya⁴²ʔa³,pass,pasar,intr/tr,Bimoraic,ya¹ʔa³,ndi¹-ya¹ʔa³,ya⁴²ʔa³,,ndi¹,,13,13,{4↓}3,I.b,Invariant
3703,Xochapa Mixtec,Amuzgo-Mixtecan,True,True,True,,False,True,chi⁴²ʔyo⁴,"cook, boil",cocer,intr,Bimoraic,chi¹ʔyo⁴,ndi¹-chi¹ʔyo⁴,chi⁴²ʔyo⁴,,ndi¹,,14,14,{4↓}4,I.b,Invariant
3808,Xochapa Mixtec,Amuzgo-Mixtecan,True,True,True,,False,True,nu⁴²na⁴,open,abrirse,intr,Bimoraic,nu¹na⁴,ndi¹-nu¹na⁴,nu⁴²na⁴,,ndi¹,,14,14,{4↓}4,I.b,Invariant
3810,Xochapa Mixtec,Amuzgo-Mixtecan,True,True,True,,False,True,sa⁴²a⁴,get warm,calentarse,intr,Bimoraic,sa¹a⁴,ndi¹-sa¹a⁴,sa⁴²a⁴,,ndi¹,,14,14,{4↓}4,I.b,Invariant
3796,Xochapa Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,ndi⁴ko⁴²o³,get up (in the morning),levantarse (en la mañana),intr,Trimoraic,ndi³ko¹o³,ndi¹-ko²o²,ndi⁴ko⁴²o³,,,,311,122,4{4↓}3,I.a,Invariant
3801,Xochapa Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,ndi⁴tu⁴²vi³,have high fever,tener mucha calentura,intr,Trimoraic,ndi³tu¹vi³,ndi¹-tu¹vi³,ndi⁴tu⁴²vi³,,,,311,113,4{4↓}3,I.a,Invariant
3806,Xochapa Mixtec,Amuzgo-Mixtecan,False,True,True,,False,True,ndu⁴va⁴²ʔa³,improve,mejorarse,intr,Trimoraic,ndu³va¹ʔa³,ndu¹va²ʔa²,ndu⁴va⁴²ʔa³,,,,311,122,4{4↓}3,I.a,Invariant
